ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,23.022,HOU,@,IND,W 17-14,,,,,,,,,,,
2,1988,1988-09-11,2,23.029,HOU,,RAI,W 38-35,,,,,,,,,,,
3,1988,1988-09-18,3,23.036,HOU,@,NYJ,L 3-45,,,,,,,,,,,
4,1988,1988-10-02,5,23.050,HOU,@,PHI,L 23-32,,,,,,,,,,,
5,1988,1988-10-09,6,23.057,HOU,,KAN,W 7-6,,,,,,,,,,,
6,1988,1988-10-16,7,23.064,HOU,@,PIT,W 34-14,,,,,,,,,,,
7,1988,1988-10-23,8,23.071,HOU,@,CIN,L 21-44,,,,,,,,,,,
8,1988,1988-10-30,9,23.078,HOU,,WAS,W 41-17,,,,,,,,,,,
9,1988,1988-11-07,10,23.086,HOU,,CLE,W 24-17,,,,,,,,,,,
10,1988,1988-11-13,11,23.092,HOU,@,SEA,L 24-27,,,,,,,,,,,
11,1988,1988-11-20,12,23.099,HOU,,PHO,W 38-20,,,,,,,,,,,
12,1988,1988-11-24,13,23.103,HOU,@,DAL,W 25-17,,,,,,,,,,,
13,1988,1988-12-04,14,23.113,HOU,,PIT,L 34-37,,,,,,,,,,,
14,1988,1988-12-11,15,23.120,HOU,,CIN,W 41-6,,,,,,,,,,,
15,1988,1988-12-18,16,23.127,HOU,@,CLE,L 23-28,,,,,,,,,,,
16,1989,1989-09-10,1,24.028,HOU,@,MIN,L 7-38,,,,,,,,,,,
17,1989,1989-09-17,2,24.035,HOU,@,SDG,W 34-27,,,,,,,,,,,
18,1989,1989-09-24,3,24.042,HOU,,BUF,L 41-47,,,,,,,,,,,
19,1989,1989-10-01,4,24.049,HOU,,MIA,W 39-7,,,,,,,,,,,
20,1989,1989-10-08,5,24.056,HOU,@,NWE,L 13-23,,,,,,,,,,,
21,1989,1989-10-15,6,24.063,HOU,@,CHI,W 33-28,,0,0,,0,0,0,0.0,1,0,0
22,1989,1989-10-22,7,24.070,HOU,,PIT,W 27-0,,,,,,,,,,,
23,1989,1989-10-29,8,24.077,HOU,@,CLE,L 17-28,,,,,,,,,,,
24,1989,1989-11-05,9,24.084,HOU,,DET,W 35-31,,,,,,,,,,,
25,1989,1989-11-13,10,24.092,HOU,,CIN,W 26-24,,,,,,,,,,,
26,1989,1989-11-19,11,24.098,HOU,,RAI,W 23-7,,0,0,,0,0,0,0.0,1,0,0
27,1989,1989-11-26,12,24.105,HOU,@,KAN,L 0-34,,,,,,,,,,,
28,1989,1989-12-03,13,24.112,HOU,@,PIT,W 23-16,,0,0,,0,0,0,0.0,1,0,0
29,1989,1989-12-10,14,24.119,HOU,,TAM,W 20-17,,0,0,,0,0,0,0.0,1,31,0
30,1989,1989-12-17,15,24.126,HOU,@,CIN,L 7-61,,,,,,,,,,,
