ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2001,2001-11-11,8,23.148,NOR,@,SFO,L 27-28,,,,,,,0.0%,,,,,,,,,,,
2,2001,2001-11-18,9,23.155,NOR,,IND,W 34-20,,0,,,,,0.0%,,,,,,,,,,,
3,2001,2001-11-25,10,23.162,NOR,@,NWE,L 17-34,,,,,,,0.0%,,,,,,,,,,,
4,2001,2001-12-30,15,23.197,NOR,,WAS,L 10-40,,,,,,,0.0%,,,,,,,,,,,
5,2001,2002-01-06,16,23.204,NOR,,SFO,L 0-38,,,,,,,0.0%,,,,,,,,,,,
6,2002,2002-09-29,4,24.105,HOU,@,PHI,L 17-35,,0,,,,,0.0%,,,,,,,,,,,
7,2002,2002-10-13,5,24.119,HOU,,BUF,L 24-31,,,,,,,0.0%,,,,,,,,,,,
8,2002,2002-10-20,6,24.126,HOU,@,CLE,L 17-34,,0,0,0,,0,0.0%,,0,0,,0,1,1,1.00,0,0,0
9,2002,2002-10-27,7,24.133,HOU,@,JAX,W 21-19,,0,,,,,0.0%,,,,,,,,,,,
10,2002,2002-11-03,8,24.140,HOU,,CIN,L 3-38,,,,,,,0.0%,,,,,,,,,,,
11,2002,2002-11-10,9,24.147,HOU,@,TEN,L 10-17,,,,,,,0.0%,,,,,,,,,,,
12,2002,2002-11-17,10,24.154,HOU,,JAX,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0
13,2002,2002-11-24,11,24.161,HOU,,NYG,W 16-14,,,,,,,0.0%,,,,,,,,,,,
14,2002,2002-12-01,12,24.168,HOU,@,IND,L 3-19,,,,,,,0.0%,,,,,,,,,,,
15,2002,2002-12-08,13,24.175,HOU,@,PIT,W 24-6,,,,,,,0.0%,,,,,,,,,,,
16,2002,2002-12-15,14,24.182,HOU,,BAL,L 19-23,,,,,,,0.0%,,,,,,,,,,,
17,2002,2002-12-22,15,24.189,HOU,@,WAS,L 10-26,,,,,,,0.0%,,,,,,,,,,,
18,2002,2002-12-29,16,24.196,HOU,,TEN,L 3-13,,,,,,,0.0%,,,,,,,,,,,
19,2003,2003-09-07,1,25.083,HOU,@,MIA,W 21-20,,0,,,,,0.0%,,,,,,,,,,,
20,2003,2003-09-14,2,25.090,HOU,@,NOR,L 10-31,*,,,,,,0.0%,,,,,,,,,,,
21,2003,2003-09-21,3,25.097,HOU,,KAN,L 14-42,,,,,,,0.0%,,,,,,,,,,,
22,2003,2003-09-28,4,25.104,HOU,,JAX,W 24-20,*,3,3,16,5.33,0,100.0%,5.33,0,0,,0,1,17,17.00,0,0,0
23,2003,2003-10-12,5,25.118,HOU,@,TEN,L 17-38,,0,0,0,,0,0.0%,,0,0,,0,1,9,9.00,0,0,0
24,2003,2003-10-19,6,25.125,HOU,,NYJ,L 14-19,,1,,,,,0.0%,,,,,,,,,,,
25,2003,2003-10-26,7,25.132,HOU,@,IND,L 21-30,*,0,0,0,,0,0.0%,,0,0,,0,1,16,16.00,0,0,0
26,2003,2003-11-02,8,25.139,HOU,,CAR,W 14-10,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
27,2003,2003-11-09,9,25.146,HOU,@,CIN,L 27-34,,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
28,2003,2003-11-16,10,25.153,HOU,@,BUF,W 12-10,*,,,,,,0.0%,,,,,,,,,,,
29,2003,2003-11-23,11,25.160,HOU,,NWE,L 20-23,*,,,,,,0.0%,,,,,,,,,,,
30,2003,2003-11-30,12,25.167,HOU,,ATL,W 17-13,*,,,,,,0.0%,,,,,,,,,,,
31,2003,2003-12-07,13,25.174,HOU,@,JAX,L 0-27,,1,0,0,,0,0.0%,0.00,0,0,,0,1,10,10.00,0,0,0
32,2003,2003-12-14,14,25.181,HOU,@,TAM,L 3-16,*,,,,,,0.0%,,,,,,,,,,,
33,2003,2003-12-21,15,25.188,HOU,,TEN,L 24-27,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
34,2003,2003-12-28,16,25.195,HOU,,IND,L 17-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,1,19,19.00,0,0,0
35,2004,2004-09-26,3,26.102,HOU,@,KAN,W 24-21,*,,,,,,0.0%,,,,,,,,,,,
36,2004,2004-10-03,4,26.109,HOU,,OAK,W 30-17,,0,0,0,,0,0.0%,,0,0,,0,1,15,15.00,0,0,0
37,2004,2004-10-31,7,26.137,HOU,,JAX,W 20-6,,0,,,,,0.0%,,,,,,,,,,,
38,2004,2004-11-07,8,26.144,HOU,@,DEN,L 13-31,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
39,2004,2004-11-14,9,26.151,HOU,@,IND,L 14-49,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
40,2004,2004-11-21,10,26.158,HOU,,GNB,L 13-16,*,,,,,,0.0%,,,,,,,,,,,
41,2004,2004-11-28,11,26.165,HOU,,TEN,W 31-21,,,,,,,0.0%,,,,,,,,,,,
42,2004,2004-12-05,12,26.172,HOU,@,NYJ,L 7-29,,1,1,0,0.00,0,100.0%,0.00,1,0,0.00,0,1,10,10.00,0,0,0
43,2004,2004-12-12,13,26.179,HOU,,IND,L 14-23,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
44,2004,2004-12-19,14,26.186,HOU,@,CHI,W 24-5,*,,,,,,0.0%,,,,,,,,,,,
45,2004,2004-12-26,15,26.193,HOU,@,JAX,W 21-0,,,,,,,0.0%,,,,,,,,,,,
