ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2012,2012-09-09,1,23.261,MIA,@,HOU,L 10-30,
2,2012,2012-09-16,2,23.268,MIA,,OAK,W 35-13,
3,2012,2012-09-23,3,23.275,MIA,,NYJ,L 20-23,
4,2012,2012-09-30,4,23.282,MIA,@,ARI,L 21-24,
5,2012,2012-10-07,5,23.289,MIA,@,CIN,W 17-13,
6,2012,2012-10-14,6,23.296,MIA,,STL,W 17-14,
7,2012,2012-10-28,7,23.310,MIA,@,NYJ,W 30-9,
8,2012,2012-11-04,8,23.317,MIA,@,IND,L 20-23,
9,2012,2012-11-11,9,23.324,MIA,,TEN,L 3-37,
10,2012,2012-11-15,10,23.328,MIA,@,BUF,L 14-19,
11,2012,2012-11-25,11,23.338,MIA,,SEA,W 24-21,
12,2012,2012-12-02,12,23.345,MIA,,NWE,L 16-23,
13,2012,2012-12-09,13,23.352,MIA,@,SFO,L 13-27,
14,2012,2012-12-16,14,23.359,MIA,,JAX,W 24-3,
15,2012,2012-12-23,15,24.000,MIA,,BUF,W 24-10,
16,2012,2012-12-30,16,24.007,MIA,@,NWE,L 0-28,
