ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
176,1986,1986-12-07,14,32.135,CHI,,TAM,W 48-14,20,78,3.90,1,3,98,32.67,1,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0,0,,0
177,1986,1986-12-15,15,32.143,CHI,@,DET,W 16-13,19,83,4.37,0,2,8,4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
178,1986,1986-12-21,16,32.149,CHI,@,DAL,W 24-10,13,51,3.92,1,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,0,,0
179,1987,1987-09-14,1,33.051,CHI,,NYG,W 34-19,18,42,2.33,0,3,12,4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
180,1987,1987-09-20,2,33.057,CHI,,TAM,W 20-3,15,24,1.60,1,2,2,1.00,1,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0,0,,0
181,1987,1987-10-25,6,33.092,CHI,@,TAM,W 27-26,6,30,5.00,0,2,0,0.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
182,1987,1987-11-01,7,33.099,CHI,,KAN,W 31-28,8,15,1.88,0,5,31,6.20,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
183,1987,1987-11-08,8,33.106,CHI,@,GNB,W 26-24,12,49,4.08,1,4,21,5.25,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,0,,0
184,1987,1987-11-16,9,33.114,CHI,@,DEN,L 29-31,12,73,6.08,0,3,26,8.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
185,1987,1987-11-22,10,33.120,CHI,,DET,W 30-10,13,60,4.62,0,4,42,10.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
186,1987,1987-11-29,11,33.127,CHI,,GNB,W 23-10,8,22,2.75,0,3,16,5.33,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
187,1987,1987-12-06,12,33.134,CHI,@,MIN,W 30-24,10,39,3.90,0,1,10,10.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
188,1987,1987-12-14,13,33.142,CHI,@,SFO,L 0-41,7,18,2.57,0,2,16,8.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,0,,0
189,1987,1987-12-20,14,33.148,CHI,,SEA,L 21-34,17,79,4.65,2,2,20,10.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0,0,,0
190,1987,1987-12-27,15,33.155,CHI,@,RAI,W 6-3,20,82,4.10,0,2,21,10.50,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,0,0,,0
