ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-10-15,6,24.126,SEA,@,SDG,W 17-16,,,,
2,1989,1989-10-22,7,24.133,SEA,,DEN,L 21-24,,,,
3,1989,1989-10-29,8,24.140,SEA,,SDG,W 10-7,,,,
4,1989,1989-11-12,10,24.154,SEA,,CLE,L 7-17,,,,
5,1989,1989-11-19,11,24.161,SEA,@,NYG,L 3-15,,,,
6,1989,1989-12-04,13,24.176,SEA,,BUF,W 17-16,,,,
7,1989,1989-12-10,14,24.182,SEA,@,CIN,W 24-17,,,,
8,1989,1989-12-17,15,24.189,SEA,,RAI,W 23-17,,,,
9,1989,1989-12-23,16,24.195,SEA,,WAS,L 0-29,,,,
10,1990,1990-09-09,1,25.090,SEA,@,CHI,L 0-17,,,,
11,1990,1990-09-16,2,25.097,SEA,,RAI,L 13-17,,,,
12,1990,1990-09-23,3,25.104,SEA,@,DEN,L 31-34,,,,
13,1990,1990-10-01,4,25.112,SEA,,CIN,W 31-16,,,,
14,1990,1990-10-07,5,25.118,SEA,@,NWE,W 33-20,,,,
15,1990,1990-10-14,6,25.125,SEA,@,RAI,L 17-24,,,,
16,1990,1990-10-21,7,25.132,SEA,,KAN,W 19-7,,,,
17,1990,1990-11-04,8,25.146,SEA,,SDG,L 14-31,,,,
18,1990,1990-11-11,9,25.153,SEA,@,KAN,W 17-16,,,,
19,1990,1990-11-18,10,25.160,SEA,,MIN,L 21-24,,,,
20,1990,1990-11-25,11,25.167,SEA,@,SDG,W 13-10,,,,
21,1990,1990-12-02,12,25.174,SEA,,HOU,W 13-10,,,,
22,1990,1990-12-09,13,25.181,SEA,@,GNB,W 20-14,,,,
23,1990,1990-12-16,14,25.188,SEA,@,MIA,L 17-24,,,,
24,1990,1990-12-23,15,25.195,SEA,,DEN,W 17-12,,,,
25,1990,1990-12-30,16,25.202,SEA,,DET,W 30-10,,,,
26,1991,1991-09-01,1,26.082,SEA,@,NOR,L 24-27,,,,
27,1991,1991-09-08,2,26.089,SEA,,NYJ,W 20-13,,,,
28,1991,1991-09-15,3,26.096,SEA,@,DEN,L 10-16,,,,
29,1991,1991-09-22,4,26.103,SEA,@,KAN,L 13-20,,,,
30,1991,1991-09-29,5,26.110,SEA,,IND,W 31-3,,,,
31,1991,1991-10-06,6,26.117,SEA,@,CIN,W 13-7,,,,
32,1991,1991-10-13,7,26.124,SEA,,RAI,L 20-23,,,,
33,1991,1991-10-20,8,26.131,SEA,@,PIT,W 27-7,,,,
34,1991,1991-10-27,9,26.138,SEA,,SDG,W 20-9,,,,
35,1991,1991-11-10,10,26.152,SEA,@,SDG,L 14-17,,,,
36,1991,1991-11-17,11,26.159,SEA,@,RAI,L 7-31,,,,
37,1991,1991-11-24,12,26.166,SEA,,DEN,W 13-10,,,,
38,1991,1991-12-01,13,26.173,SEA,,KAN,L 6-19,,,,
39,1991,1991-12-08,14,26.180,SEA,,SFO,L 22-24,0.0,1,5,0
40,1991,1991-12-15,15,26.187,SEA,@,ATL,L 13-26,,,,
41,1991,1991-12-22,16,26.194,SEA,,RAM,W 23-9,,,,
42,1992,1992-09-06,1,27.087,SEA,,CIN,L 3-21,,,,
43,1992,1992-09-13,2,27.094,SEA,@,KAN,L 7-26,,,,
44,1992,1992-09-20,3,27.101,SEA,@,NWE,W 10-6,,,,
45,1992,1992-09-27,4,27.108,SEA,,MIA,L 17-19,,,,
46,1992,1992-10-04,5,27.115,SEA,@,SDG,L 6-17,,,,
47,1992,1992-10-11,6,27.122,SEA,@,DAL,L 0-27,,,,
48,1992,1992-10-18,7,27.129,SEA,,RAI,L 0-19,,,,
49,1992,1992-10-25,8,27.136,SEA,@,NYG,L 10-23,,,,
50,1992,1992-11-08,9,27.150,SEA,,WAS,L 3-16,,,,
51,1992,1992-11-15,10,27.157,SEA,@,RAI,L 3-20,,,,
52,1992,1992-11-22,11,27.164,SEA,,KAN,L 14-24,,,,
53,1992,1992-11-30,12,27.172,SEA,,DEN,W 16-13,,,,
54,1992,1992-12-06,13,27.178,SEA,@,PIT,L 14-20,0.0,1,0,0
55,1992,1992-12-13,14,27.185,SEA,,PHI,L 17-20,,,,
56,1992,1992-12-20,15,27.192,SEA,@,DEN,L 6-10,0.0,1,3,0
57,1992,1992-12-27,16,27.199,SEA,,SDG,L 14-31,,,,
58,1993,1993-09-05,1,28.086,CHI,,NYG,L 20-26,,,,
59,1993,1993-09-12,2,28.093,CHI,@,MIN,L 7-10,,,,
60,1993,1993-09-26,3,28.107,CHI,,TAM,W 47-17,,,,
61,1993,1993-10-10,5,28.121,CHI,@,PHI,W 17-6,,,,
62,1993,1993-10-25,6,28.136,CHI,,MIN,L 12-19,,,,
63,1993,1993-10-31,7,28.142,CHI,@,GNB,L 3-17,,,,
64,1993,1993-11-07,8,28.149,CHI,,RAI,L 14-16,,,,
65,1993,1993-11-14,9,28.156,CHI,@,SDG,W 16-13,,,,
66,1993,1993-11-21,10,28.163,CHI,@,KAN,W 19-17,,,,
67,1993,1993-11-25,11,28.167,CHI,@,DET,W 10-6,,,,
68,1993,1993-12-05,12,28.177,CHI,,GNB,W 30-17,,,,
69,1993,1993-12-12,13,28.184,CHI,@,TAM,L 10-13,,,,
70,1993,1993-12-18,14,28.190,CHI,,DEN,L 3-13,,,,
71,1993,1993-12-26,15,28.198,CHI,,DET,L 14-20,,,,
72,1993,1994-01-02,16,28.205,CHI,@,RAM,L 6-20,,,,
73,1994,1994-09-04,1,29.085,CHI,,TAM,W 21-9,,,,
74,1994,1994-09-12,2,29.093,CHI,@,PHI,L 22-30,,,,
75,1994,1994-09-18,3,29.099,CHI,,MIN,L 14-42,,,,
76,1994,1994-09-25,4,29.106,CHI,@,NYJ,W 19-7,,,,
77,1994,1994-10-02,5,29.113,CHI,,BUF,W 20-13,,,,
78,1994,1994-10-09,6,29.120,CHI,,NOR,W 17-7,,,,
79,1994,1994-10-23,7,29.134,CHI,@,DET,L 16-21,,,,
80,1994,1994-10-31,8,29.142,CHI,,GNB,L 6-33,,,,
81,1994,1994-11-06,9,29.148,CHI,@,TAM,W 20-6,,,,
82,1994,1994-11-13,10,29.155,CHI,@,MIA,W 17-14,,,,
83,1994,1994-11-20,11,29.162,CHI,,DET,W 20-10,,,,
84,1994,1994-11-27,12,29.169,CHI,@,ARI,W 19-16,,,,
85,1994,1994-12-01,13,29.173,CHI,@,MIN,L 27-33,,,,
86,1994,1994-12-11,14,29.183,CHI,@,GNB,L 3-40,,,,
87,1994,1994-12-18,15,29.190,CHI,,RAM,W 27-13,,,,
88,1994,1994-12-24,16,29.196,CHI,,NWE,L 3-13,,,,
89,1995,1995-09-03,1,30.084,CHI,,MIN,W 31-14,,,,
90,1995,1995-09-11,2,30.092,CHI,,GNB,L 24-27,,,,
91,1995,1995-09-17,3,30.098,CHI,@,TAM,W 25-6,,,,
92,1995,1995-09-24,4,30.105,CHI,@,STL,L 28-34,,,,
93,1995,1995-10-08,5,30.119,CHI,,CAR,W 31-27,,,,
94,1995,1995-10-15,6,30.126,CHI,@,JAX,W 30-27,,,,
95,1995,1995-10-22,7,30.133,CHI,,HOU,W 35-32,,,,
96,1995,1995-10-30,8,30.141,CHI,@,MIN,W 14-6,,,,
97,1995,1995-11-05,9,30.147,CHI,,PIT,L 34-37,,,,
98,1995,1995-11-12,10,30.154,CHI,@,GNB,L 28-35,,,,
99,1995,1995-11-19,11,30.161,CHI,,DET,L 17-24,,,,
100,1995,1995-11-26,12,30.168,CHI,@,NYG,W 27-24,,,,
101,1995,1995-12-04,13,30.176,CHI,@,DET,L 7-27,,,,
102,1995,1995-12-10,14,30.182,CHI,@,CIN,L 10-16,,,,
103,1995,1995-12-17,15,30.189,CHI,,TAM,W 31-10,,,,
104,1995,1995-12-24,16,30.196,CHI,,PHI,W 20-14,,,,
105,1996,1996-09-02,1,31.083,CHI,,DAL,W 22-6,,,,
106,1996,1996-09-08,2,31.089,CHI,@,WAS,L 3-10,,,,
107,1996,1996-09-15,3,31.096,CHI,,MIN,L 14-20,,,,
108,1996,1996-09-22,4,31.103,CHI,@,DET,L 16-35,,,,
109,1996,1996-09-29,5,31.110,CHI,,OAK,W 19-17,1.0,0,0,0
110,1996,1996-10-06,6,31.117,CHI,,GNB,L 6-37,,,,
111,1996,1996-10-13,7,31.124,CHI,@,NOR,L 24-27,,,,
112,1996,1996-10-28,8,31.139,CHI,@,MIN,W 15-13,,,,
113,1996,1996-11-03,9,31.145,CHI,,TAM,W 13-10,,,,
114,1996,1996-11-10,10,31.152,CHI,@,DEN,L 12-17,,,,
115,1996,1996-11-17,11,31.159,CHI,@,KAN,L 10-14,,,,
116,1996,1996-11-24,12,31.166,CHI,,DET,W 31-14,,,,
117,1996,1996-12-01,13,31.173,CHI,@,GNB,L 17-28,,,,
118,1996,1996-12-08,14,31.180,CHI,,STL,W 35-9,,,,
119,1996,1996-12-14,15,31.186,CHI,,SDG,W 27-14,,,,
120,1996,1996-12-22,16,31.194,CHI,@,TAM,L 19-34,,,,
121,1997,1997-09-14,3,32.095,SEA,@,IND,W 31-3,,,,
122,1997,1997-09-21,4,32.102,SEA,,SDG,W 26-22,,,,
123,1997,1997-09-28,5,32.109,SEA,@,KAN,L 17-20,,,,
124,1997,1997-10-05,6,32.116,SEA,,TEN,W 16-13,,,,
125,1997,1997-10-19,7,32.130,SEA,@,STL,W 17-9,,,,
126,1997,1997-10-26,8,32.137,SEA,,OAK,W 45-34,,,,
127,1997,1997-11-02,9,32.144,SEA,@,DEN,L 27-30,,,,
128,1997,1997-11-09,10,32.151,SEA,@,SDG,W 37-31,,,,
129,1997,1997-11-16,11,32.158,SEA,@,NOR,L 17-20,,,,
130,1997,1997-11-23,12,32.165,SEA,,KAN,L 14-19,,,,
131,1997,1997-11-30,13,32.172,SEA,,ATL,L 17-24,,,,
