ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2018,2018-09-09,1,20.130,BUF,@,BAL,L 3-47,*,1.0,3,4
2,2018,2018-09-16,2,20.137,BUF,,LAC,L 20-31,*,0.0,6,1
3,2018,2018-09-23,3,20.144,BUF,@,MIN,W 27-6,*,0.0,7,3
