ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-21,3,25.111,SEA,,DEN,W 26-20,,,,,,,0.0%,,,,,,,,,,
2,2014,2014-10-06,4,25.126,SEA,@,WAS,W 27-17,,2,1,36,36.00,0,50.0%,18.00,1,0,0.00,0,0,0,0.0,0,0
3,2014,2014-10-12,5,25.132,SEA,,DAL,L 23-30,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
4,2014,2014-10-19,6,25.139,SEA,@,STL,L 26-28,*,6,3,61,20.33,1,50.0%,10.17,0,0,,0,1,6,0.0,0,0
5,2014,2014-10-26,7,25.146,SEA,@,CAR,W 13-9,,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,0.0,0,0
6,2014,2014-11-02,8,25.153,SEA,,OAK,W 30-24,,,,,,,0.0%,,,,,,,,,,
7,2014,2014-11-09,9,25.160,SEA,,NYG,W 38-17,,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0,0,0.0,0,0
8,2014,2014-11-16,10,25.167,SEA,@,KAN,L 20-24,*,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,0.0,0,0
9,2014,2014-11-23,11,25.174,SEA,,ARI,W 19-3,,2,2,27,13.50,1,100.0%,13.50,0,0,,0,1,6,0.0,1,0
10,2014,2014-12-21,15,25.202,SEA,@,ARI,W 35-6,,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,0.0,0,0
11,2015,2015-09-13,1,26.103,SEA,@,STL,L 31-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
12,2015,2015-09-27,3,26.117,SEA,,CHI,W 26-0,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
13,2015,2015-10-05,4,26.125,SEA,,DET,W 13-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
14,2015,2015-10-11,5,26.131,SEA,@,CIN,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
15,2015,2015-10-18,6,26.138,SEA,,CAR,L 23-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
16,2015,2015-10-22,7,26.142,SEA,@,SFO,W 20-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2015,2015-11-22,10,26.173,SEA,,SFO,W 29-13,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
18,2015,2015-11-29,11,26.180,SEA,,PIT,W 39-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
19,2015,2015-12-06,12,26.187,SEA,@,MIN,W 38-7,,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,0.0,0,0
20,2015,2015-12-13,13,26.194,SEA,@,BAL,W 35-6,,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0
21,2015,2015-12-20,14,26.201,SEA,,CLE,W 30-13,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0
22,2015,2015-12-27,15,26.208,SEA,,STL,L 17-23,,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,0.0,0,0
23,2015,2016-01-03,16,26.215,SEA,@,ARI,W 36-6,*,6,4,42,10.50,0,66.7%,7.00,0,0,,0,0,0,0.0,0,0
