ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-10-26,7,25.063,BUF,@,MIA,L 16-25,,,,,,,0.0%,,,,,,
2,2008,2008-11-02,8,25.070,BUF,,NYJ,L 17-26,,4,4,43,10.75,1,100.0%,10.75,1,6,0.0,0,0
3,2008,2008-11-09,9,25.077,BUF,@,NWE,L 10-20,,,,,,,0.0%,,,,,,
4,2008,2008-11-17,10,25.085,BUF,,CLE,L 27-29,,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,1,0
5,2008,2008-11-23,11,25.091,BUF,@,KAN,W 54-31,*,1,1,14,14.00,0,100.0%,14.00,0,0,0.0,0,0
6,2008,2008-11-30,12,25.098,BUF,,SFO,L 3-10,,1,,,,,0.0%,,,,,,
7,2008,2008-12-07,13,25.105,BUF,,MIA,L 3-16,*,,,,,,0.0%,,,,,,
8,2008,2008-12-14,14,25.112,BUF,@,NYJ,L 27-31,*,2,2,23,11.50,0,100.0%,11.50,0,0,0.0,0,0
9,2008,2008-12-21,15,25.119,BUF,@,DEN,W 30-23,*,0,,,,,0.0%,,,,,,
10,2008,2008-12-28,16,25.126,BUF,,NWE,L 0-13,*,2,2,8,4.00,0,100.0%,4.00,0,0,0.0,0,0
11,2009,2009-09-20,2,26.027,BUF,,TAM,W 33-20,,0,0,0,,0,0.0%,,0,0,0.0,0,1
12,2009,2009-09-27,3,26.034,BUF,,NOR,L 7-27,*,9,5,34,6.80,0,55.6%,3.78,0,0,0.0,0,0
13,2009,2009-10-04,4,26.041,BUF,@,MIA,L 10-38,,0,,,,,0.0%,,,,,,
14,2009,2009-10-11,5,26.048,BUF,,CLE,L 3-6,*,3,1,8,8.00,0,33.3%,2.67,0,0,0.0,0,1
15,2009,2009-10-18,6,26.055,BUF,@,NYJ,W 16-13,*,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
16,2009,2009-10-25,7,26.062,BUF,@,CAR,W 20-9,*,,0,0,,0,0.0%,,0,0,0.0,0,0
17,2009,2009-11-01,8,26.069,BUF,,HOU,L 10-31,*,2,1,9,9.00,0,50.0%,4.50,0,0,0.0,0,1
18,2009,2009-11-15,9,26.083,BUF,@,TEN,L 17-41,*,3,1,8,8.00,0,33.3%,2.67,0,0,0.0,0,0
