ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1993,1993-09-19,3,23.034,SFO,,ATL,W 37-30,,,,
2,1993,1993-09-26,4,23.041,SFO,@,NOR,L 13-16,,,,
3,1993,1993-10-03,5,23.048,SFO,,MIN,W 38-19,,,,
4,1993,1993-10-17,6,23.062,SFO,@,DAL,L 17-26,,,,
5,1993,1993-10-24,7,23.069,SFO,,PHO,W 28-14,,,,
6,1993,1993-10-31,8,23.076,SFO,,RAM,W 40-17,,,,
7,1993,1993-12-05,12,23.111,SFO,,CIN,W 21-8,,,,
8,1993,1993-12-11,13,23.117,SFO,@,ATL,L 24-27,,,,
9,1993,1993-12-19,14,23.125,SFO,@,DET,W 55-17,,,,
10,1993,1993-12-25,15,23.131,SFO,,HOU,L 7-10,,,,
11,1994,1994-09-05,1,24.020,SFO,,RAI,W 44-14,,,,
12,1994,1994-09-11,2,24.026,SFO,@,KAN,L 17-24,,,,
13,1994,1994-09-18,3,24.033,CIN,,NWE,L 28-31,0,0,,0
14,1994,1994-09-25,4,24.040,CIN,@,HOU,L 13-20,0,0,,0
15,1994,1994-10-02,5,24.047,CIN,,MIA,L 7-23,0,0,,0
16,1994,1994-10-16,6,24.061,CIN,@,PIT,L 10-14,0,0,,0
17,1994,1994-10-23,7,24.068,CIN,@,CLE,L 13-37,0,0,,0
18,1994,1994-10-30,8,24.075,CIN,,DAL,L 20-23,0,0,,0
19,1994,1994-11-06,9,24.082,CIN,@,SEA,W 20-17,0,0,,0
20,1994,1994-11-13,10,24.089,CIN,,HOU,W 34-31,0,0,,0
21,1994,1994-11-20,11,24.096,CIN,,IND,L 13-17,0,0,,0
22,1994,1994-11-27,12,24.103,CIN,@,DEN,L 13-15,1,22,22.00,0
23,1994,1994-12-04,13,24.110,CIN,,PIT,L 15-38,1,28,28.00,0
24,1994,1994-12-11,14,24.117,CIN,@,NYG,L 20-27,1,42,42.00,0
25,1994,1994-12-18,15,24.124,CIN,@,ARI,L 7-28,2,49,24.50,0
26,1994,1994-12-24,16,24.130,CIN,,PHI,W 33-30,3,44,14.67,0
27,1995,1995-10-01,5,25.046,CIN,,MIA,L 23-26,,,,
28,1995,1995-10-08,6,25.053,CIN,@,TAM,L 16-19,,,,
29,1995,1995-10-19,7,25.064,CIN,@,PIT,W 27-9,,,,
30,1995,1995-10-29,8,25.074,CIN,,CLE,L 26-29,,,,
31,1995,1995-11-05,9,25.081,CIN,,OAK,L 17-20,,,,
32,1995,1995-11-12,10,25.088,CIN,@,HOU,W 32-25,,,,
33,1995,1995-11-19,11,25.095,CIN,,PIT,L 31-49,,,,
34,1995,1995-12-10,14,25.116,CIN,,CHI,W 16-10,,,,
35,1995,1995-12-17,15,25.123,CIN,@,CLE,L 10-26,,,,
36,1995,1995-12-24,16,25.130,CIN,,MIN,W 27-24,,,,
