ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1985,1985-12-15,15,22.093,PIT,,BUF,W 30-24,1,8,8.00,0
2,1985,1985-12-21,16,22.099,PIT,@,NYG,L 10-28,0,0,,0
3,1987,1987-10-04,3,24.021,PIT,@,ATL,W 28-12,,,,
4,1987,1987-10-11,4,24.028,PIT,@,RAM,L 21-31,,,,
