ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2007,2007-10-21,6,22.137,TEN,@,HOU,W 38-36,,11,57,5.18,1,2,2,12,6.00,0,100.0%,6.00,0,0,,0,1,6
2,2007,2007-10-28,7,22.144,TEN,,OAK,W 13-9,,4,48,12.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6
3,2007,2007-11-04,8,22.151,TEN,,CAR,W 20-7,,3,-3,-1.00,0,1,1,18,18.00,0,100.0%,18.00,1,46,46.00,0,0,0
4,2007,2007-11-11,9,22.158,TEN,,JAX,L 13-28,,3,-2,-0.67,0,3,2,15,7.50,0,66.7%,5.00,5,65,13.00,0,0,0
5,2007,2007-11-19,10,22.166,TEN,@,DEN,L 20-34,,1,4,4.00,0,0,0,0,,0,0.0%,,3,86,28.67,0,0,0
6,2007,2007-12-23,15,22.200,TEN,,NYJ,W 10-6,,0,0,,0,0,0,0,,0,0.0%,,1,23,23.00,0,0,0
7,2007,2007-12-30,16,22.207,TEN,@,IND,W 16-10,,9,15,1.67,0,1,1,8,8.00,0,100.0%,8.00,3,52,17.33,0,0,0
8,2008,2008-12-28,16,23.205,TEN,@,IND,L 0-23,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
9,2009,2009-09-20,2,24.106,TEN,,HOU,L 31-34,,,,,,,,,,,0.0%,,,,,,,
10,2009,2009-09-27,3,24.113,TEN,@,NYJ,L 17-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
11,2010,2010-10-24,6,25.140,SEA,,ARI,W 22-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
