ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1997,1997-11-02,9,24.172,TAM,@,IND,W 31-28,,0,0,0,,0,0.0%,,,
2,1997,1997-11-09,10,24.179,TAM,@,ATL,W 31-10,,,0,0,,0,0.0%,,,
3,1997,1997-11-16,11,24.186,TAM,,NWE,W 27-7,,,0,0,,0,0.0%,,,
4,1997,1997-11-23,12,24.193,TAM,@,CHI,L 7-13,,,0,0,,0,0.0%,,,
5,1997,1997-11-30,13,24.200,TAM,@,NYG,W 20-8,,1,1,3,3.00,0,100.0%,3.00,0,0
6,1997,1997-12-07,14,24.207,TAM,,GNB,L 6-17,,,0,0,,0,0.0%,,,
7,1997,1997-12-14,15,24.214,TAM,@,NYJ,L 0-31,,3,1,16,16.00,0,33.3%,5.33,0,0
8,1997,1997-12-21,16,24.221,TAM,,CHI,W 31-15,,1,1,16,16.00,0,100.0%,16.00,0,0
9,1998,1998-10-04,5,25.143,TAM,,NYG,W 20-3,,1,1,11,11.00,0,100.0%,11.00,0,0
10,1998,1998-11-15,10,25.185,TAM,@,JAX,L 24-29,,1,1,1,1.00,1,100.0%,1.00,1,6
11,1998,1998-12-13,14,25.213,TAM,,PIT,W 16-3,,1,,,,,0.0%,,,
12,1999,1999-09-12,1,26.121,TAM,,NYG,L 13-17,,,,,,,0.0%,,,
13,1999,1999-09-19,2,26.128,TAM,@,PHI,W 19-5,,,,,,,0.0%,,,
14,1999,1999-09-26,3,26.135,TAM,,DEN,W 13-10,,,,,,,0.0%,,,
15,1999,1999-10-03,4,26.142,TAM,@,MIN,L 14-21,,,,,,,0.0%,,,
16,1999,1999-10-10,5,26.149,TAM,@,GNB,L 23-26,,,,,,,0.0%,,,
17,1999,1999-10-24,6,26.163,TAM,,CHI,W 6-3,,,,,,,0.0%,,,
18,1999,1999-10-31,7,26.170,TAM,@,DET,L 3-20,,,,,,,0.0%,,,
19,1999,1999-11-07,8,26.177,TAM,@,NOR,W 31-16,,1,1,1,1.00,1,100.0%,1.00,1,6
20,1999,1999-11-14,9,26.184,TAM,,KAN,W 17-10,,,,,,,0.0%,,,
21,1999,1999-11-21,10,26.191,TAM,,ATL,W 19-10,,1,1,6,6.00,0,100.0%,6.00,0,0
