ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2016,2016-09-11,1,21.301,CIN,@,NYJ,W 23-22,,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0
2,2016,2016-09-18,2,21.308,CIN,@,PIT,L 16-24,,8,6,78,13.00,0,75.0%,9.75,0,0,,0,0,0
3,2016,2016-09-25,3,21.315,CIN,,DEN,L 17-29,,4,3,18,6.00,0,75.0%,4.50,0,0,,0,0,0
4,2016,2016-09-29,4,21.319,CIN,,MIA,W 22-7,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0
5,2016,2016-10-09,5,21.329,CIN,@,DAL,L 14-28,,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0
6,2016,2016-10-16,6,21.336,CIN,@,NWE,L 17-35,,5,4,79,19.75,0,80.0%,15.80,0,0,,0,0,0
7,2016,2016-10-23,7,21.343,CIN,,CLE,W 31-17,,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0
8,2016,2016-10-30,8,21.350,CIN,,WAS,T 27-27,,7,5,38,7.60,0,71.4%,5.43,1,3,3.00,0,0,0
9,2016,2016-11-14,9,21.365,CIN,@,NYG,L 20-21,,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0
10,2016,2016-11-20,10,22.005,CIN,,BUF,L 12-16,,8,6,54,9.00,1,75.0%,6.75,0,0,,0,1,6
11,2016,2016-11-27,11,22.012,CIN,@,BAL,L 14-19,,9,5,62,12.40,0,55.6%,6.89,0,0,,0,0,0
12,2016,2016-12-04,12,22.019,CIN,,PHI,W 32-14,*,6,4,66,16.50,0,66.7%,11.00,0,0,,0,0,0
13,2016,2016-12-11,13,22.026,CIN,@,CLE,W 23-10,,6,6,49,8.17,0,100.0%,8.17,2,40,20.00,0,0,0
14,2016,2016-12-18,14,22.033,CIN,,PIT,L 20-24,,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0
15,2016,2016-12-24,15,22.039,CIN,@,HOU,L 10-12,,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0
16,2016,2017-01-01,16,22.047,CIN,,BAL,W 27-10,*,3,2,39,19.50,0,66.7%,13.00,1,15,15.00,0,0,0
17,2017,2017-09-10,1,22.299,CIN,,BAL,L 0-20,,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0
18,2017,2017-09-24,3,22.313,CIN,@,GNB,L 24-27,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
19,2017,2017-10-01,4,22.320,CIN,@,CLE,W 31-7,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0
20,2017,2017-10-08,5,22.327,CIN,,BUF,W 20-16,,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0
21,2017,2017-11-19,10,23.004,CIN,@,DEN,W 20-17,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
22,2017,2017-11-26,11,23.011,CIN,,CLE,W 30-16,,2,2,17,8.50,1,100.0%,8.50,0,0,,0,1,6
23,2017,2017-12-04,12,23.019,CIN,,PIT,L 20-23,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0
24,2017,2017-12-10,13,23.025,CIN,,CHI,L 7-33,,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0
25,2017,2017-12-24,15,23.039,CIN,,DET,W 26-17,,6,5,39,7.80,0,83.3%,6.50,0,0,,0,0,0
26,2017,2017-12-31,16,23.046,CIN,@,BAL,W 31-27,,7,5,91,18.20,1,71.4%,13.00,0,0,,0,1,6
27,2018,2018-09-09,1,23.298,CIN,@,IND,W 34-23,*,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0
28,2018,2018-09-13,2,23.302,CIN,,BAL,W 34-23,*,9,6,91,15.17,1,66.7%,10.11,0,0,,0,1,6
29,2018,2018-09-23,3,23.312,CIN,@,CAR,L 21-31,*,7,6,132,22.00,1,85.7%,18.86,1,5,5.00,0,1,6
