ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1990,1990-09-09,1,22.228,SEA,@,CHI,L 0-17,,0,0,,0,,0,0,,0,,,1,23,23.00,0,2,19,9.50,0,0,0
2,1990,1990-09-16,2,22.235,SEA,,RAI,L 13-17,,0,0,,0,,0,0,,0,,,3,46,15.33,0,1,0,0.00,0,0,0
3,1990,1990-09-23,3,22.242,SEA,@,DEN,L 31-34,,0,0,,0,,0,0,,0,,,3,110,36.67,0,0,0,,0,0,0
4,1990,1990-10-01,4,22.250,SEA,,CIN,W 31-16,,0,0,,0,,0,0,,0,,,1,17,17.00,0,0,0,,0,0,0
5,1990,1990-10-07,5,22.256,SEA,@,NWE,W 33-20,,0,0,,0,,0,0,,0,,,2,31,15.50,0,0,0,,0,0,0
6,1990,1990-10-14,6,22.263,SEA,@,RAI,L 17-24,,0,0,,0,,0,0,,0,,,1,15,15.00,0,0,0,,0,0,0
7,1990,1990-10-21,7,22.270,SEA,,KAN,W 19-7,,0,0,,0,,0,0,,0,,,1,20,20.00,0,4,40,10.00,0,0,0
8,1990,1990-11-04,8,22.284,SEA,,SDG,L 14-31,,0,0,,0,,0,0,,0,,,2,47,23.50,0,0,0,,0,0,0
9,1990,1990-11-11,9,22.291,SEA,@,KAN,W 17-16,,0,0,,0,,0,0,,0,,,0,0,,0,5,28,5.60,0,0,0
10,1990,1990-11-18,10,22.298,SEA,,MIN,L 21-24,,0,0,,0,,0,0,,0,,,1,19,19.00,0,3,60,20.00,0,0,0
11,1990,1990-11-25,11,22.305,SEA,@,SDG,W 13-10,,0,0,,0,,0,0,,0,,,2,63,31.50,0,1,17,17.00,0,0,0
12,1990,1990-12-02,12,22.312,SEA,,HOU,W 13-10,,5,10,2.00,1,,0,0,,0,,,4,54,13.50,0,2,11,5.50,0,1,6
