ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1994,1994-09-04,1,21.243,IND,,HOU,W 45-21,,7,4,0.57,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
2,1994,1994-09-11,2,21.250,IND,@,TAM,L 10-24,,1,3,3.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
3,1994,1994-09-18,3,21.257,IND,@,PIT,L 21-31,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,
4,1994,1994-10-30,9,21.299,IND,,NYJ,W 28-25,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,
5,1994,1994-11-06,10,21.306,IND,@,MIA,L 21-22,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,
6,1994,1994-11-20,11,21.320,IND,@,CIN,W 17-13,,0,0,,0,1,1,29,29.00,0,100.0%,29.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
7,1994,1994-11-27,12,21.327,IND,,NWE,L 10-12,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,
8,1994,1994-12-04,13,21.334,IND,@,SEA,W 31-19,,5,50,10.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
9,1994,1994-12-11,14,21.341,IND,@,NWE,L 13-28,,2,-5,-2.50,0,2,1,13,13.00,0,50.0%,6.50,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
10,1994,1994-12-18,15,21.348,IND,,MIA,W 10-6,,3,28,9.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
11,1994,1994-12-24,16,21.354,IND,,BUF,W 10-9,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,56,28.00,0,0,0
12,1995,1995-09-03,1,22.242,IND,,CIN,L 21-24,,0,0,,0,7,6,50,8.33,0,85.7%,7.14,0,0,,0,0,0,,,,,,4,104,26.00,0,0,0
13,1995,1995-09-10,2,22.249,IND,@,NYJ,W 27-24,,2,2,1.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,2,41,20.50,0,0,0
14,1995,1995-09-17,3,22.256,IND,@,BUF,L 14-20,,2,5,2.50,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,2,45,22.50,0,0,0
15,1995,1995-10-01,4,22.270,IND,,STL,W 21-18,,5,14,2.80,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1995,1995-10-08,5,22.277,IND,@,MIA,W 27-24,,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,73,18.25,0,0,0
