ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1976,1976-11-21,11,25.072,DET,,CHI,W 14-10,,,,,,,,,,,,,,,,,,,,,,
2,1977,1977-09-18,1,26.008,DET,@,CHI,L 20-30,,,,,,,,,,,,,,,,,,,,,,
3,1977,1977-09-25,2,26.015,DET,,NOR,W 23-19,,,,,,,,,,,,,,,,,,,,,,
4,1977,1977-10-02,3,26.022,DET,,PHI,W 17-13,,,,,,,,,,,,,,,,,,,,,,
5,1977,1977-10-09,4,26.029,DET,@,MIN,L 7-14,,,,,,,,,,,,,,,,,,,,,,
6,1977,1977-10-16,5,26.036,DET,,GNB,W 10-6,,,,,,,,,,,,,,,,,,,,,,
7,1977,1977-10-23,6,26.043,DET,@,SFO,L 7-28,,3,8,37.50,44,0,1,16.7,0,0,5.50,-0.13,0,0,,0,0,0,,0,0,0
8,1977,1977-11-06,8,26.057,DET,,SDG,W 20-0,,,,,,,,,,,,,,,,,,,,,,
9,1977,1977-11-13,9,26.064,DET,@,ATL,L 6-17,,,,,,,,,,,,,,,,,,,,,,
10,1977,1977-11-20,10,26.071,DET,,TAM,W 16-7,,7,17,41.18,80,0,1,31.5,0,0,4.71,2.06,3,31,10.33,0,0,0,,0,0,0
11,1977,1977-11-24,11,26.075,DET,,CHI,L 14-31,,4,13,30.77,39,0,0,40.2,0,0,3.00,3.00,1,8,8.00,0,0,0,,0,0,0
12,1977,1977-12-04,12,26.085,DET,@,GNB,L 9-10,,,,,,,,,,,,,,,,,,,,,,
13,1977,1977-12-11,13,26.092,DET,@,BAL,W 13-10,*,17,32,53.13,129,0,1,50.1,0,0,4.03,2.63,2,7,3.50,0,0,0,,0,0,0
14,1977,1977-12-17,14,26.098,DET,,MIN,L 21-30,*,11,30,36.67,153,1,2,37.2,0,0,5.10,2.77,1,16,16.00,0,0,0,,0,0,0
15,1978,1978-09-03,1,26.358,DET,,GNB,L 7-13,,,,,,,,,,,,,,,,,,,,,,
16,1978,1978-09-09,2,26.364,DET,@,TAM,W 15-7,,1,4,25.00,14,0,0,41.7,0,0,3.50,3.50,0,0,,0,0,0,,0,0,0
17,1978,1978-09-17,3,27.007,DET,,CHI,L 0-19,,5,13,38.46,56,0,0,52.1,0,0,4.31,4.31,0,0,,0,0,0,,0,0,0
18,1978,1978-09-24,4,27.014,DET,@,SEA,L 16-28,,,,,,,,,,,,,,,,,,,,,,
19,1978,1978-10-01,5,27.021,DET,@,GNB,L 14-35,,8,17,47.06,113,2,1,83.7,0,0,6.65,6.35,2,14,7.00,0,0,0,,0,0,0
