ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1976,1976-10-03,4,23.287,DET,@,GNB,L 14-24,,,,,,,,
2,1976,1976-10-10,5,23.294,DET,,NWE,W 30-10,,,,,,,,
3,1976,1976-10-17,6,23.301,DET,@,WAS,L 7-20,,,,,,,,
4,1980,1980-09-07,1,27.261,CIN,,TAM,L 12-17,1,1,100.0,1,1,100.0,0,4
5,1980,1980-09-14,2,27.268,CIN,@,MIA,L 16-17,2,2,100.0,,2,0.0,0,2
6,1980,1980-09-21,3,27.275,CIN,,PIT,W 30-28,3,3,100.0,3,4,75.0,0,12
7,1980,1980-09-28,4,27.282,CIN,,HOU,L 10-13,1,1,100.0,1,1,100.0,0,4
8,1980,1980-10-05,5,27.289,CIN,@,GNB,L 9-14,,,,3,3,100.0,0,9
9,1980,1980-10-12,6,27.296,CIN,@,PIT,W 17-16,2,2,100.0,1,3,33.3,0,5
10,1980,1980-10-19,7,27.303,CIN,,MIN,W 14-0,2,2,100.0,,1,0.0,0,2
11,1980,1980-10-26,8,27.310,CIN,@,HOU,L 3-23,,,,1,2,50.0,0,3
12,1980,1980-11-02,9,27.317,CIN,,SDG,L 14-31,2,2,100.0,,1,0.0,0,2
13,1980,1980-11-09,10,27.324,CIN,@,OAK,L 17-28,2,2,100.0,1,2,50.0,0,5
