ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1992,1992-09-06,1,23.289,PIT,@,HOU,W 29-24,1,0,0,,0,0.0%,0.00
2,1992,1992-09-13,2,23.296,PIT,,NYJ,W 27-10,1,0,0,,0,0.0%,0.00
3,1992,1992-09-20,3,23.303,PIT,@,SDG,W 23-6,,0,0,,0,0.0%,
4,1992,1992-09-27,4,23.310,PIT,@,GNB,L 3-17,2,1,13,13.00,0,50.0%,6.50
5,1992,1992-10-11,5,23.324,PIT,@,CLE,L 9-17,,0,0,,0,0.0%,
6,1992,1992-10-19,6,23.332,PIT,,CIN,W 20-0,,0,0,,0,0.0%,
7,1992,1992-11-01,8,23.345,PIT,,HOU,W 21-20,,0,0,,0,0.0%,
8,1992,1992-11-08,9,23.352,PIT,@,BUF,L 20-28,3,3,44,14.67,0,100.0%,14.67
9,1992,1992-11-15,10,23.359,PIT,,DET,W 17-14,4,2,32,16.00,0,50.0%,8.00
10,1992,1992-11-22,11,24.000,PIT,,IND,W 30-14,2,1,9,9.00,0,50.0%,4.50
11,1992,1992-11-29,12,24.007,PIT,@,CIN,W 21-9,1,1,31,31.00,0,100.0%,31.00
12,1992,1992-12-06,13,24.014,PIT,,SEA,W 20-14,,0,0,,0,0.0%,
13,1992,1992-12-13,14,24.021,PIT,@,CHI,L 6-30,,0,0,,0,0.0%,
14,1992,1992-12-20,15,24.028,PIT,,MIN,L 3-6,2,1,7,7.00,0,50.0%,3.50
15,1992,1992-12-27,16,24.035,PIT,,CLE,W 23-13,1,0,0,,0,0.0%,0.00
16,1993,1993-09-05,1,24.287,PIT,,SFO,L 13-24,,0,0,,0,0.0%,
17,1993,1993-09-12,2,24.294,PIT,@,RAM,L 0-27,4,2,23,11.50,0,50.0%,5.75
18,1993,1993-09-19,3,24.301,PIT,,CIN,W 34-7,,0,0,,0,0.0%,
19,1993,1993-09-27,4,24.309,PIT,@,ATL,W 45-17,2,1,19,19.00,0,50.0%,9.50
20,1993,1993-10-10,5,24.322,PIT,,SDG,W 16-3,,0,0,,0,0.0%,
21,1993,1993-10-17,6,24.329,PIT,,NOR,W 37-14,,0,0,,0,0.0%,
22,1993,1993-10-24,7,24.336,PIT,@,CLE,L 23-28,,0,0,,0,0.0%,
23,1993,1993-11-07,8,24.350,PIT,@,CIN,W 24-16,,0,0,,0,0.0%,
24,1993,1993-11-15,9,24.358,PIT,,BUF,W 23-0,,0,0,,0,0.0%,
25,1993,1993-11-21,10,24.364,PIT,@,DEN,L 13-37,2,1,9,9.00,0,50.0%,4.50
26,1993,1993-11-28,11,25.006,PIT,@,HOU,L 3-23,,0,0,,0,0.0%,
27,1993,1993-12-05,12,25.013,PIT,,NWE,W 17-14,,0,0,,0,0.0%,
28,1993,1993-12-13,13,25.021,PIT,@,MIA,W 21-20,,0,0,,0,0.0%,
29,1993,1993-12-19,14,25.027,PIT,,HOU,L 17-26,2,0,0,,0,0.0%,0.00
30,1993,1993-12-26,15,25.034,PIT,@,SEA,L 6-16,,0,0,,0,0.0%,
31,1993,1994-01-02,16,25.041,PIT,,CLE,W 16-9,,0,0,,0,0.0%,
32,1994,1994-09-04,1,25.286,PIT,,DAL,L 9-26,,,,,,0.0%,
33,1994,1994-09-11,2,25.293,PIT,@,CLE,W 17-10,,,,,,0.0%,
34,1994,1994-10-23,7,25.335,PIT,@,NYG,W 10-6,,,,,,0.0%,
35,1994,1994-10-30,8,25.342,PIT,@,ARI,L 17-20,,,,,,0.0%,
36,1994,1994-11-06,9,25.349,PIT,@,HOU,W 12-9,,,,,,0.0%,
37,1994,1994-11-20,11,25.363,PIT,,MIA,W 16-13,,,,,,0.0%,
38,1994,1994-12-04,13,26.012,PIT,@,CIN,W 38-15,,,,,,0.0%,
