ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1996,1996-09-01,1,23.067,SEA,@,SDG,L 7-29,,,,,,,0.0%,,,,,,0,0,,0,,
2,1996,1996-09-08,2,23.074,SEA,,DEN,L 20-30,,0,0,0,,0,0.0%,,0,0,,0,2,19,9.50,0,0,0
3,1996,1996-09-15,3,23.081,SEA,,KAN,L 17-35,,0,0,0,,0,0.0%,,0,0,,0,1,8,8.00,0,0,0
4,1996,1996-09-22,4,23.088,SEA,@,TAM,W 17-13,,,,,,,0.0%,,,,,,0,0,,0,,
5,1996,1996-09-29,5,23.095,SEA,,GNB,L 10-31,,0,,,,,0.0%,,,,,,0,0,,0,,
6,1996,1996-10-06,6,23.102,SEA,@,MIA,W 22-15,,0,,,,,0.0%,,,,,,0,0,,0,,
7,1996,1996-10-17,7,23.113,SEA,@,KAN,L 16-34,,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,0,0
8,1997,1997-08-31,1,24.066,SEA,,NYJ,L 3-41,,,,,,,0.0%,,,,,,0,0,,0,,
9,1997,1997-09-07,2,24.073,SEA,,DEN,L 14-35,,0,0,0,,0,0.0%,,0,0,,0,1,16,16.00,0,0,0
10,1997,1997-09-14,3,24.080,SEA,@,IND,W 31-3,,,,,,,0.0%,,,,,,0,0,,0,,
11,1997,1997-09-21,4,24.087,SEA,,SDG,W 26-22,,,,,,,0.0%,,,,,,0,0,,0,,
12,1997,1997-09-28,5,24.094,SEA,@,KAN,L 17-20,,,,,,,0.0%,,,,,,0,0,,0,,
13,1997,1997-10-05,6,24.101,SEA,,TEN,W 16-13,,,,,,,0.0%,,,,,,0,0,,0,,
14,1997,1997-10-19,7,24.115,SEA,@,STL,W 17-9,,,,,,,0.0%,,,,,,0,0,,0,,
15,1997,1997-10-26,8,24.122,SEA,,OAK,W 45-34,,,,,,,0.0%,,,,,,0,0,,0,,
16,1997,1997-11-02,9,24.129,SEA,@,DEN,L 27-30,,,,,,,0.0%,,,,,,0,0,,0,,
17,1997,1997-11-09,10,24.136,SEA,@,SDG,W 37-31,,0,,,,,0.0%,,,,,,0,0,,0,,
18,1997,1997-11-16,11,24.143,SEA,@,NOR,L 17-20,,,,,,,0.0%,,,,,,0,0,,0,,
19,1998,1998-09-06,1,25.072,SEA,@,PHI,W 38-0,,0,0,0,,0,0.0%,,1,2,2.00,0,0,0,,0,0,0
20,1998,1998-09-13,2,25.079,SEA,,ARI,W 33-14,,,,,,,0.0%,,,,,,,,,,,
21,1998,1998-09-20,3,25.086,SEA,,WAS,W 24-14,,,,,,,0.0%,,,,,,,,,,,
22,1998,1998-09-27,4,25.093,SEA,@,PIT,L 10-13,,,,,,,0.0%,,,,,,,,,,,
23,1998,1998-10-04,5,25.100,SEA,@,KAN,L 6-17,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0
24,1998,1998-10-11,6,25.107,SEA,,DEN,L 16-21,,,,,,,0.0%,,,,,,,,,,,
25,1998,1998-10-25,7,25.121,SEA,@,SDG,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,1,12,12.00,0,0,0
26,1998,1998-11-01,8,25.128,SEA,,OAK,L 18-31,,,,,,,0.0%,,,,,,,,,,,
27,1998,1998-11-08,9,25.135,SEA,,KAN,W 24-12,,,,,,,0.0%,,,,,,,,,,,
28,1998,1998-11-15,10,25.142,SEA,@,OAK,L 17-20,,,,,,,0.0%,,,,,,,,,,,
29,1998,1998-11-29,12,25.156,SEA,,TEN,W 20-18,,,,,,,0.0%,,,,,,,,,,,
30,1998,1998-12-06,13,25.163,SEA,@,NYJ,L 31-32,,,,,,,0.0%,,,,,,,,,,,
31,1998,1998-12-13,14,25.170,SEA,,SDG,W 38-17,,,,,,,0.0%,,,,,,,,,,,
32,1998,1998-12-20,15,25.177,SEA,,IND,W 27-23,,,,,,,0.0%,,,,,,,,,,,
33,1998,1998-12-27,16,25.184,SEA,@,DEN,L 21-28,,0,0,0,,0,0.0%,,0,0,,0,2,13,6.50,0,0,0
34,1999,1999-09-12,1,26.078,SEA,,DET,L 20-28,*,6,5,25,5.00,0,83.3%,4.17,1,3,3.00,0,0,0,,0,0,0
35,1999,1999-09-19,2,26.085,SEA,@,CHI,W 14-13,,4,3,26,8.67,0,75.0%,6.50,1,2,2.00,0,0,0,,0,0,0
36,1999,1999-09-26,3,26.092,SEA,@,PIT,W 29-10,*,2,0,0,,0,0.0%,0.00,1,9,9.00,0,0,0,,0,0,0
37,1999,1999-10-03,4,26.099,SEA,,OAK,W 22-21,*,1,1,21,21.00,1,100.0%,21.00,1,4,4.00,0,0,0,,0,1,6
38,1999,1999-10-17,5,26.113,SEA,@,SDG,L 10-13,*,2,2,9,4.50,0,100.0%,4.50,4,7,1.75,0,0,0,,0,0,0
39,1999,1999-10-24,6,26.120,SEA,,BUF,W 26-16,*,4,3,37,12.33,0,75.0%,9.25,1,2,2.00,0,0,0,,0,0,0
40,1999,1999-11-01,7,26.128,SEA,@,GNB,W 27-7,,1,0,0,,0,0.0%,0.00,2,4,2.00,0,0,0,,0,0,0
41,1999,1999-11-07,8,26.134,SEA,,CIN,W 37-20,,0,,,,,0.0%,,,,,,,,,,,
42,1999,1999-11-14,9,26.141,SEA,,DEN,W 20-17,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
43,1999,1999-11-21,10,26.148,SEA,@,KAN,W 31-19,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
44,1999,1999-11-28,11,26.155,SEA,,TAM,L 3-16,,7,5,24,4.80,0,71.4%,3.43,1,4,4.00,0,0,0,,0,0,0
45,1999,1999-12-05,12,26.162,SEA,@,OAK,L 21-30,*,4,3,11,3.67,0,75.0%,2.75,1,3,3.00,0,0,0,,0,0,0
46,1999,1999-12-12,13,26.169,SEA,,SDG,L 16-19,,,,,,,0.0%,,,,,,,,,,,
47,1999,1999-12-19,14,26.176,SEA,@,DEN,L 30-36,,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,0,0
48,1999,1999-12-26,15,26.183,SEA,,KAN,W 23-14,*,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0
49,1999,2000-01-02,16,26.190,SEA,@,NYJ,L 9-19,,7,5,30,6.00,0,71.4%,4.29,1,0,0.00,0,0,0,,0,0,0
50,2000,2000-09-03,1,27.069,SEA,@,MIA,L 0-23,,3,2,9,4.50,0,66.7%,3.00,2,3,1.50,0,0,0,,0,0,0
51,2000,2000-09-10,2,27.076,SEA,,STL,L 34-37,,,,,,,0.0%,,,,,,,,,,,
52,2000,2000-09-17,3,27.083,SEA,,NOR,W 20-10,,,,,,,0.0%,,,,,,,,,,,
53,2000,2000-09-24,4,27.090,SEA,@,SDG,W 20-12,,,,,,,0.0%,,,,,,,,,,,
54,2000,2000-10-02,5,27.098,SEA,@,KAN,L 17-24,,,,,,,0.0%,,,,,,,,,,,
55,2000,2000-10-08,6,27.104,SEA,@,CAR,L 3-26,,,,,,,0.0%,,,,,,,,,,,
56,2000,2000-11-12,11,27.139,SEA,@,JAX,W 28-21,,,,,,,0.0%,,,,,,,,,,,
57,2000,2000-11-26,12,27.153,SEA,,DEN,L 31-38,,1,,,,,0.0%,,,,,,,,,,,
58,2000,2000-12-03,13,27.160,SEA,@,ATL,W 30-10,,,,,,,0.0%,,,,,,,,,,,
59,2000,2000-12-10,14,27.167,SEA,@,DEN,L 24-31,,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,,0,0,0
60,2000,2000-12-16,15,27.173,SEA,,OAK,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0
61,2000,2000-12-23,16,27.180,SEA,,BUF,L 23-42,,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0
