ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1986,1986-09-07,1,22.067,STL,,RAM,L 10-16,,,,,,,,
2,1986,1986-09-14,2,22.074,STL,@,ATL,L 13-33,,,,,,,,
3,1986,1986-09-21,3,22.081,STL,@,BUF,L 10-17,0,0,,0,1.0,0,0,0
4,1986,1986-09-29,4,22.089,STL,,DAL,L 7-31,,,,,,,,
5,1986,1986-10-05,5,22.095,STL,,NYG,L 6-13,,,,,,,,
6,1986,1986-10-12,6,22.102,STL,@,TAM,W 30-19,,,,,,,,
7,1986,1986-10-19,7,22.109,STL,@,WAS,L 21-28,,,,,,,,
8,1986,1986-10-26,8,22.116,STL,@,DAL,L 6-37,,,,,,,,
9,1986,1986-11-02,9,22.123,STL,,PHI,W 13-10,0,0,,0,1.0,0,0,0
10,1986,1986-11-09,10,22.130,STL,@,SFO,L 17-43,,,,,,,,
11,1986,1986-11-16,11,22.137,STL,,NOR,L 7-16,,,,,,,,
12,1986,1986-11-23,12,22.144,STL,,KAN,W 23-14,,,,,,,,
13,1986,1986-11-30,13,22.151,STL,,WAS,L 17-20,,,,,,,,
14,1986,1986-12-07,14,22.158,STL,@,PHI,T 10-10,0,0,,0,2.0,0,0,0
15,1986,1986-12-14,15,22.165,STL,@,NYG,L 7-27,,,,,,,,
16,1986,1986-12-21,16,22.172,STL,,TAM,W 21-17,,,,,,,,
17,1987,1987-09-13,1,23.073,STL,,DAL,W 24-13,,,,,,,,
18,1987,1987-09-20,2,23.080,STL,@,SDG,L 24-28,,,,,,,,
19,1987,1987-10-25,6,23.115,STL,@,NYG,L 7-30,,,,,,,,
20,1987,1987-11-01,7,23.122,STL,,PHI,L 23-28,,,,,,,,
21,1987,1987-11-08,8,23.129,STL,,TAM,W 31-28,,,,,,,,
22,1987,1987-11-15,9,23.136,STL,,RAM,L 24-27,,,,,,,,
23,1987,1987-11-22,10,23.143,STL,@,PHI,W 31-19,,,,,,,,
24,1987,1987-11-29,11,23.150,STL,@,ATL,W 34-21,0,0,,0,0.0,1,13,0
25,1987,1987-12-06,12,23.157,STL,,WAS,L 17-34,,,,,,,,
26,1987,1987-12-13,13,23.164,STL,,NYG,W 27-24,,,,,,,,
27,1987,1987-12-20,14,23.171,STL,@,TAM,W 31-14,0,0,,0,1.0,0,0,0
28,1987,1987-12-27,15,23.178,STL,@,DAL,L 16-21,,,,,,,,
29,1988,1988-09-04,1,24.064,PHO,@,CIN,L 14-21,,,,,,,,
30,1988,1988-09-12,2,24.072,PHO,,DAL,L 14-17,,,,,,,,
31,1988,1988-09-18,3,24.078,PHO,@,TAM,W 30-24,0,0,,0,1.0,0,0,0
32,1988,1988-09-25,4,24.085,PHO,,WAS,W 30-21,,,,,,,,
33,1988,1988-10-02,5,24.092,PHO,@,RAM,W 41-27,,,,,,,,
34,1988,1988-10-09,6,24.099,PHO,,PIT,W 31-14,,,,,,,,
35,1988,1988-10-16,7,24.106,PHO,@,WAS,L 17-33,,,,,,,,
36,1988,1988-10-23,8,24.113,PHO,,CLE,L 21-29,,,,,,,,
37,1988,1988-10-30,9,24.120,PHO,@,DAL,W 16-10,,,,,,,,
38,1988,1988-11-06,10,24.127,PHO,,SFO,W 24-23,,,,,,,,
39,1988,1988-11-13,11,24.134,PHO,,NYG,W 24-17,,,,,,,,
40,1988,1988-11-20,12,24.141,PHO,@,HOU,L 20-38,,,,,,,,
41,1988,1988-11-27,13,24.148,PHO,@,PHI,L 21-31,,,,,,,,
42,1988,1988-12-04,14,24.155,PHO,@,NYG,L 7-44,,,,,,,,
43,1988,1988-12-10,15,24.161,PHO,,PHI,L 17-23,,,,,,,,
44,1988,1988-12-18,16,24.169,PHO,,GNB,L 17-26,,,,,,,,
45,1989,1989-09-10,1,25.070,PHO,@,DET,W 16-13,,,,,,,,
46,1989,1989-09-17,2,25.077,PHO,@,SEA,W 34-24,,,,,,,,
47,1989,1989-09-24,3,25.084,PHO,@,NYG,L 7-35,,,,,,,,
48,1989,1989-10-01,4,25.091,PHO,,SDG,L 13-24,,,,,,,,
49,1989,1989-10-08,5,25.098,PHO,@,WAS,L 28-30,,,,,,,,
50,1989,1989-10-15,6,25.105,PHO,,PHI,L 5-17,,,,,,,,
51,1989,1989-10-22,7,25.112,PHO,,ATL,W 34-20,0,0,,0,1.0,0,0,0
52,1989,1989-10-29,8,25.119,PHO,@,DAL,W 19-10,,,,,,,,
53,1989,1989-11-05,9,25.126,PHO,,NYG,L 13-20,,,,,,,,
54,1989,1989-11-12,10,25.133,PHO,,DAL,W 24-20,,,,,,,,
55,1989,1989-11-19,11,25.140,PHO,@,RAM,L 14-37,0,0,,0,1.0,0,0,0
56,1989,1989-11-26,12,25.147,PHO,,TAM,L 13-14,,,,,,,,
57,1989,1989-12-03,13,25.154,PHO,,WAS,L 10-29,,,,,,,,
58,1989,1989-12-10,14,25.161,PHO,@,RAI,L 14-16,,,,,,,,
59,1989,1989-12-16,15,25.167,PHO,,DEN,L 0-37,,,,,,,,
60,1989,1989-12-24,16,25.175,PHO,@,PHI,L 14-31,,,,,,,,
61,1990,1990-09-09,1,26.069,PHO,@,WAS,L 0-31,,,,,,,,
62,1990,1990-09-16,2,26.076,PHO,@,PHI,W 23-21,,,,,,,,
63,1990,1990-09-23,3,26.083,PHO,@,NOR,L 7-28,,,,,,,,
64,1990,1990-09-30,4,26.090,PHO,,WAS,L 10-38,,,,,,,,
65,1990,1990-10-14,5,26.104,PHO,,DAL,W 20-3,,,,,,,,
66,1990,1990-10-21,6,26.111,PHO,@,NYG,L 19-20,,,,,,,,
67,1990,1990-10-28,7,26.118,PHO,,CHI,L 21-31,,,,,,,,
68,1990,1990-11-04,8,26.125,PHO,@,MIA,L 3-23,,,,,,,,
69,1990,1990-11-11,9,26.132,PHO,@,BUF,L 14-45,0,0,,0,0.0,1,0,0
70,1990,1990-11-18,10,26.139,PHO,,GNB,L 21-24,,,,,,,,
71,1990,1990-11-25,11,26.146,PHO,,NWE,W 34-14,0,0,,0,1.0,0,0,0
72,1990,1990-12-02,12,26.153,PHO,,IND,W 20-17,,,,,,,,
73,1990,1990-12-09,13,26.160,PHO,@,ATL,W 24-13,,,,,,,,
74,1990,1990-12-16,14,26.167,PHO,@,DAL,L 10-41,,,,,,,,
75,1990,1990-12-23,15,26.174,PHO,,NYG,L 21-24,0,0,,0,1.0,0,0,0
76,1990,1990-12-29,16,26.180,PHO,,PHI,L 21-23,0,0,,0,1.0,0,0,0
77,1991,1991-10-20,7,27.110,DET,@,SFO,L 3-35,0,0,,0,,,,
78,1991,1991-10-27,8,27.117,DET,,DAL,W 34-10,0,0,,0,,,,
79,1991,1991-11-03,9,27.124,DET,@,CHI,L 10-20,0,0,,0,,,,
80,1991,1991-11-10,10,27.131,DET,@,TAM,L 21-30,0,0,,0,,,,
81,1991,1991-11-17,11,27.138,DET,,RAM,W 21-10,0,0,,0,,,,
82,1991,1991-11-24,12,27.145,DET,@,MIN,W 34-14,0,0,,0,,,,
83,1991,1991-11-28,13,27.149,DET,,CHI,W 16-6,1,0,0.00,0,0.0,0,0,0
84,1991,1991-12-08,14,27.159,DET,,NYJ,W 34-20,0,0,,0,,,,
85,1991,1991-12-15,15,27.166,DET,@,GNB,W 21-17,0,0,,0,,,,
86,1991,1991-12-22,16,27.173,DET,@,BUF,W 17-14,0,0,,0,,,,
87,1992,1992-09-06,1,28.066,RAI,@,DEN,L 13-17,,,,,,,,
88,1992,1992-09-13,2,28.073,RAI,@,CIN,L 21-24,,,,,,,,
89,1992,1992-09-20,3,28.080,RAI,,CLE,L 16-28,,,,,,,,
90,1992,1992-09-28,4,28.088,RAI,@,KAN,L 7-27,,,,,,,,
91,1992,1992-10-04,5,28.094,RAI,,NYG,W 13-10,,,,,,,,
92,1992,1992-10-11,6,28.101,RAI,,BUF,W 20-3,,,,,,,,
93,1992,1992-10-18,7,28.108,RAI,@,SEA,W 19-0,,,,,,,,
94,1992,1992-10-25,8,28.115,RAI,,DAL,L 13-28,,,,,,,,
95,1992,1992-11-08,9,28.129,RAI,@,PHI,L 10-31,,,,,,,,
96,1992,1992-11-15,10,28.136,RAI,,SEA,W 20-3,,,,,,,,
97,1992,1992-11-22,11,28.143,RAI,,DEN,W 24-0,,,,,,,,
98,1992,1992-11-29,12,28.150,RAI,@,SDG,L 3-27,,,,,,,,
99,1992,1992-12-06,13,28.157,RAI,,KAN,W 28-7,,,,,,,,
100,1992,1992-12-14,14,28.165,RAI,@,MIA,L 7-20,,,,,,,,
101,1992,1992-12-20,15,28.171,RAI,,SDG,L 14-36,,,,,,,,
102,1992,1992-12-26,16,28.177,RAI,@,WAS,W 21-20,,,,,,,,
