ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1976,1976-09-19,2,23.188,PIT,,CLE,W 31-14,,,,,,,,,,,,,,,,,,
2,1976,1976-10-10,5,23.209,PIT,@,CLE,L 16-18,,3,5,60.00,59,0,0,101.2,0,0,11.80,11.80,2,30,15.00,1,1,6
3,1976,1976-10-17,6,23.216,PIT,,CIN,W 23-6,*,5,12,41.67,58,0,1,22.2,0,0,4.83,1.08,3,21,7.00,0,0,0
4,1976,1976-10-24,7,23.223,PIT,@,NYG,W 27-0,*,12,19,63.16,120,0,0,81.0,0,0,6.32,6.32,1,17,17.00,0,0,0
5,1976,1976-10-31,8,23.230,PIT,,SDG,W 23-0,*,2,6,33.33,20,0,0,43.7,0,0,3.33,3.33,4,17,4.25,0,0,0
6,1976,1976-11-07,9,23.237,PIT,@,KAN,W 45-0,,1,2,50.00,20,0,0,85.4,0,0,10.00,10.00,0,0,,0,0,0
7,1976,1976-11-14,10,23.244,PIT,,MIA,W 14-3,,4,6,66.67,102,0,0,109.7,0,0,17.00,17.00,0,0,,0,0,0
8,1976,1976-11-21,11,23.251,PIT,,HOU,W 32-16,*,8,13,61.54,132,0,1,63.6,0,0,10.15,6.69,0,0,,0,0,0
9,1976,1976-11-28,12,23.258,PIT,@,CIN,W 7-3,*,10,15,66.67,163,0,1,75.1,0,0,10.87,7.87,7,20,2.86,0,0,0
10,1976,1976-12-05,13,23.265,PIT,,TAM,W 42-0,*,6,7,85.71,84,0,0,116.7,0,0,12.00,12.00,1,1,1.00,1,1,6
11,1977,1977-09-19,1,24.188,PIT,,SFO,W 27-0,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
12,1977,1977-10-09,4,24.208,PIT,@,HOU,L 10-27,,2,6,33.33,19,0,0,43.1,0,0,3.17,3.17,1,0,0.00,0,0,0
13,1978,1978-09-17,3,25.186,PIT,@,CIN,W 28-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-3,-3.00,0,0,0
14,1978,1978-10-01,5,25.200,PIT,@,NYJ,W 28-17,,,,,,,,,,,,,,,,,,
15,1978,1978-10-08,6,25.207,PIT,,ATL,W 31-7,,0,0,,0,0,,,,,,,0,0,,0,0,
16,1978,1978-10-15,7,25.214,PIT,@,CLE,W 34-14,,0,0,,0,0,0,,0,0,,,1,-2,-2.00,0,0,0
17,1978,1978-10-23,8,25.222,PIT,,HOU,L 17-24,,,,,,,,,,,,,,,,,,
18,1978,1978-10-29,9,25.228,PIT,,KAN,W 27-24,,1,2,50.00,10,0,0,64.6,0,0,5.00,5.00,0,0,,0,0,0
19,1978,1978-11-27,13,25.257,PIT,@,SFO,W 24-7,,,,,,,,,,,,,,,,,,
20,1978,1978-12-09,15,25.269,PIT,,BAL,W 35-13,,1,3,33.33,7,0,0,42.4,0,0,2.33,2.33,0,0,,0,0,0
21,1978,1978-12-16,16,25.276,PIT,@,DEN,W 21-17,,3,5,60.00,29,0,2,36.7,0,0,5.80,-12.20,3,12,4.00,0,0,0
22,1979,1979-09-03,1,26.172,PIT,@,NWE,W 16-13,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
23,1979,1979-09-16,3,26.185,PIT,@,STL,W 24-21,,3,4,75.00,36,0,0,102.1,0,0,9.00,9.00,0,0,,0,0,0
24,1979,1979-09-23,4,26.192,PIT,,BAL,W 17-13,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0
25,1979,1979-10-22,8,26.221,PIT,,DEN,W 42-7,,3,3,100.00,27,0,0,104.2,0,0,9.00,9.00,0,0,,0,0,0
26,1979,1979-11-04,10,26.234,PIT,,WAS,W 38-7,,5,7,71.43,79,0,0,108.6,0,0,11.29,11.29,2,0,0.00,0,0,0
27,1979,1979-11-11,11,26.241,PIT,@,KAN,W 30-3,,0,0,,0,0,0,,0,0,,,1,-2,-2.00,0,0,0
28,1979,1979-11-18,12,26.248,PIT,@,SDG,L 7-35,,2,2,100.00,11,0,0,89.6,0,0,5.50,5.50,0,0,,0,0,0
29,1979,1979-12-16,16,26.276,PIT,,BUF,W 28-0,,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0
30,1980,1980-09-21,3,27.190,WAS,@,OAK,L 21-24,,,,,,,,,,,,,,,,,,
31,1980,1980-09-28,4,27.197,WAS,,SEA,L 0-14,,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00,0,0,,0,0,0
32,1980,1980-10-19,7,27.218,WAS,,STL,W 23-0,,1,1,100.00,9,0,0,104.2,0,0,9.00,9.00,2,-4,-2.00,0,0,0
33,1980,1980-11-16,11,27.246,WAS,,PHI,L 0-24,,1,2,50.00,5,0,0,56.2,0,0,2.50,2.50,0,0,,0,0,0
34,1980,1980-11-23,12,27.253,WAS,@,DAL,L 10-14,,5,9,55.56,63,0,1,38.0,0,0,7.00,2.00,2,6,3.00,0,0,0
35,1980,1980-11-30,13,27.260,WAS,@,ATL,L 6-10,*,14,18,77.78,127,0,1,72.9,0,0,7.06,4.56,3,5,1.67,0,0,0
36,1980,1980-12-21,16,27.281,WAS,@,STL,W 31-7,,0,0,,0,0,0,,0,0,,,2,-2,-1.00,0,0,0
