ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2013,2013-09-08,1,23.364,KAN,@,JAX,W 28-2,
2,2013,2013-09-29,4,24.020,KAN,,NYG,W 31-7,
3,2013,2013-12-29,16,24.111,KAN,@,SDG,L 24-27,*
4,2015,2015-11-22,10,26.074,STL,@,BAL,L 13-16,
5,2015,2015-11-29,11,26.081,STL,@,CIN,L 7-31,
6,2015,2015-12-06,12,26.088,STL,,ARI,L 3-27,
7,2015,2015-12-13,13,26.095,STL,,DET,W 21-14,
8,2015,2015-12-17,14,26.099,STL,,TAM,W 31-23,
9,2015,2015-12-27,15,26.109,STL,@,SEA,W 23-17,
10,2015,2016-01-03,16,26.116,STL,@,SFO,L 16-19,
11,2016,2016-10-20,7,27.041,CHI,@,GNB,L 10-26,*
12,2016,2016-10-31,8,27.052,CHI,,MIN,W 20-10,*
13,2016,2016-11-20,10,27.072,CHI,@,NYG,L 16-22,
14,2016,2016-11-27,11,27.079,CHI,,TEN,L 21-27,*
15,2016,2016-12-04,12,27.086,CHI,,SFO,W 26-6,*
16,2016,2016-12-11,13,27.093,CHI,@,DET,L 17-20,
17,2016,2016-12-18,14,27.100,CHI,,GNB,L 27-30,
18,2016,2017-01-01,16,27.114,CHI,@,MIN,L 10-38,
19,2018,2018-09-09,1,29.000,CHI,@,GNB,L 23-24,*
20,2018,2018-09-17,2,29.008,CHI,,SEA,W 24-17,*
21,2018,2018-09-23,3,29.014,CHI,@,ARI,W 16-14,*
