ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,22.287,ARI,,SEA,W 20-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
2,2012,2012-09-16,2,22.294,ARI,@,NWE,W 20-18,,,,,,,0.0%,,,,,,,,,,
3,2012,2012-09-23,3,22.301,ARI,,PHI,W 27-6,,2,1,8,8.00,1,50.0%,4.00,0,0,,0,1,6,0.0,0,0
4,2012,2012-09-30,4,22.308,ARI,,MIA,W 24-21,,8,4,35,8.75,0,50.0%,4.38,0,0,,0,0,0,0.0,0,0
5,2012,2012-10-04,5,22.312,ARI,@,STL,L 3-17,,3,1,17,17.00,0,33.3%,5.67,0,0,,0,0,0,0.0,0,0
6,2012,2012-10-14,6,22.322,ARI,,BUF,L 16-19,,3,1,24,24.00,0,33.3%,8.00,0,0,,0,0,0,0.0,0,0
7,2012,2012-10-21,7,22.329,ARI,@,MIN,L 14-21,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
8,2012,2012-10-29,8,22.337,ARI,,SFO,L 3-24,,11,5,36,7.20,0,45.5%,3.27,0,0,,0,0,0,0.0,0,0
9,2012,2012-11-04,9,22.343,ARI,@,GNB,L 17-31,,7,5,80,16.00,0,71.4%,11.43,0,0,,0,0,0,0.0,0,0
10,2012,2012-11-18,10,22.357,ARI,@,ATL,L 19-23,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,0
11,2012,2012-11-25,11,22.364,ARI,,STL,L 17-31,,4,4,35,8.75,0,100.0%,8.75,0,0,,0,0,0,0.0,0,0
12,2012,2012-12-02,12,23.005,ARI,@,NYJ,L 6-7,*,10,2,22,11.00,0,20.0%,2.20,0,0,,0,0,0,0.0,0,0
13,2012,2012-12-09,13,23.012,ARI,@,SEA,L 0-58,,5,2,30,15.00,0,40.0%,6.00,0,0,,0,0,0,0.0,0,0
14,2012,2012-12-16,14,23.019,ARI,,DET,W 38-10,*,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,0.0,0,0
15,2012,2012-12-23,15,23.026,ARI,,CHI,L 13-28,,8,6,47,7.83,0,75.0%,5.88,0,0,,0,0,0,0.0,0,0
16,2012,2012-12-30,16,23.033,ARI,@,SFO,L 13-27,*,14,8,166,20.75,1,57.1%,11.86,0,0,,0,1,6,0.0,0,0
17,2013,2013-09-08,1,23.285,ARI,@,STL,L 24-27,*,6,4,82,20.50,0,66.7%,13.67,0,0,,0,0,0,0.0,0,0
18,2013,2013-09-15,2,23.292,ARI,,DET,W 25-21,*,7,3,22,7.33,0,42.9%,3.14,0,0,,0,0,0,0.0,0,0
19,2013,2013-09-22,3,23.299,ARI,@,NOR,L 7-31,*,6,4,49,12.25,0,66.7%,8.17,0,0,,0,0,0,0.0,0,0
20,2013,2013-09-29,4,23.306,ARI,@,TAM,W 13-10,*,10,5,87,17.40,0,50.0%,8.70,0,0,,0,0,0,0.0,0,0
21,2013,2013-10-06,5,23.313,ARI,,CAR,W 22-6,*,7,5,61,12.20,0,71.4%,8.71,0,0,,0,0,0,0.0,0,0
22,2013,2013-10-13,6,23.320,ARI,@,SFO,L 20-32,*,6,5,44,8.80,1,83.3%,7.33,0,0,,0,1,6,0.0,1,0
23,2013,2013-10-17,7,23.324,ARI,,SEA,L 22-34,*,10,5,58,11.60,0,50.0%,5.80,0,0,,0,0,0,0.0,0,0
24,2013,2013-10-27,8,23.334,ARI,,ATL,W 27-13,*,4,3,30,10.00,1,75.0%,7.50,0,0,,0,1,6,0.0,0,0
25,2013,2013-11-10,9,23.348,ARI,,HOU,W 27-24,*,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,0.0,0,0
26,2013,2013-11-17,10,23.355,ARI,@,JAX,W 27-14,*,11,6,193,32.17,1,54.5%,17.55,0,0,,0,1,6,0.0,0,0
27,2013,2013-11-24,11,23.362,ARI,,IND,W 40-11,*,7,7,104,14.86,0,100.0%,14.86,0,0,,0,0,0,0.0,0,0
28,2013,2013-12-01,12,24.004,ARI,@,PHI,L 21-24,*,10,5,99,19.80,1,50.0%,9.90,0,0,,0,1,6,0.0,0,0
29,2013,2013-12-08,13,24.011,ARI,,STL,W 30-10,*,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,0.0,0,0
30,2013,2013-12-15,14,24.018,ARI,@,TEN,W 37-34,*,5,2,33,16.50,0,40.0%,6.60,0,0,,0,0,0,0.0,0,0
31,2013,2013-12-22,15,24.025,ARI,@,SEA,W 17-10,*,5,1,31,31.00,1,20.0%,6.20,0,0,,0,1,6,0.0,0,0
32,2013,2013-12-29,16,24.032,ARI,,SFO,L 20-23,*,12,6,91,15.17,0,50.0%,7.58,0,0,,0,0,0,0.0,0,0
