ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,23.054,SFO,,NYY,L 17-21,1,1,1.00,0,2,21,10.50,0,0,0,,0,0,,,,,,
2,1950,1950-09-24,2,23.061,SFO,,CHI,L 20-32,4,6,1.50,0,2,15,7.50,0,0,0,,0,0,,,,,,
3,1950,1950-10-01,3,23.068,SFO,,RAM,L 14-35,4,16,4.00,0,3,58,19.33,1,0,0,,0,0,,,,,,
4,1950,1950-10-08,4,23.075,SFO,@,DET,L 7-24,2,3,1.50,0,1,-3,-3.00,0,0,0,,0,0,,,,,,
5,1950,1950-10-12,5,23.079,SFO,@,NYY,L 24-29,3,10,3.33,0,8,124,15.50,1,0,0,,0,0,,,,,,
6,1950,1950-10-22,6,23.089,SFO,,DET,W 28-27,4,-3,-0.75,0,4,31,7.75,1,0,0,,0,0,,,,,,
7,1950,1950-10-29,7,23.096,SFO,,BAL,W 17-14,8,24,3.00,0,3,23,7.67,0,0,0,,0,0,,,,,,
8,1950,1950-11-05,8,23.103,SFO,@,RAM,L 21-28,8,66,8.25,1,3,49,16.33,0,0,0,,0,0,,,,,,
9,1950,1950-12-10,12,23.138,SFO,,GNB,W 30-14,4,6,1.50,0,4,56,14.00,0,0,0,,0,0,,,,,,
10,1951,1951-11-11,7,24.109,SFO,,NYY,W 19-14,0,0,,0,1,8,8.00,0,0,0,,0,0,,,,,,
11,1951,1951-11-18,8,24.116,SFO,,CRD,L 21-27,1,5,5.00,0,0,0,,0,0,0,,0,0,,,,,,
12,1954,1954-10-10,3,27.077,SFO,@,GNB,W 23-17,2,1,0.50,0,0,0,,0,7,13,53.85,40,0,1,27.7,0,0,3.08,-0.38
