ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2004,2004-12-05,12,26.013,JAX,,PIT,L 16-17,,
2,2004,2005-01-02,16,26.041,JAX,@,OAK,W 13-6,,
3,2005,2005-11-27,11,27.005,JAX,@,ARI,W 24-17,,
4,2005,2005-12-04,12,27.012,JAX,@,CLE,W 20-14,,
5,2005,2005-12-11,13,27.019,JAX,,IND,L 18-26,,1.0
6,2005,2005-12-18,14,27.026,JAX,,SFO,W 10-9,,
7,2005,2005-12-24,15,27.032,JAX,@,HOU,W 38-20,,
8,2006,2006-10-15,5,27.327,HOU,@,DAL,L 6-34,,
9,2006,2006-10-22,6,27.334,HOU,,JAX,W 27-7,,
10,2006,2006-10-29,7,27.341,HOU,@,TEN,L 22-28,*,
11,2006,2006-11-05,8,27.348,HOU,@,NYG,L 10-14,*,
12,2006,2006-11-12,9,27.355,HOU,@,JAX,W 13-10,*,
13,2006,2006-11-19,10,27.362,HOU,,BUF,L 21-24,*,
14,2006,2006-11-26,11,28.004,HOU,@,NYJ,L 11-26,*,1.0
15,2006,2006-12-03,12,28.011,HOU,@,OAK,W 23-14,*,
16,2006,2006-12-10,13,28.018,HOU,,TEN,L 20-26,*,
17,2006,2006-12-17,14,28.025,HOU,@,NWE,L 7-40,,
18,2006,2006-12-24,15,28.032,HOU,,IND,W 27-24,*,
19,2006,2006-12-31,16,28.039,HOU,,CLE,W 14-6,*,1.0
20,2007,2007-09-09,1,28.291,HOU,,KAN,W 20-3,,
21,2007,2007-09-16,2,28.298,HOU,@,CAR,W 34-21,,1.0
22,2007,2007-09-23,3,28.305,HOU,,IND,L 24-30,,
23,2007,2007-09-30,4,28.312,HOU,@,ATL,L 16-26,*,
24,2007,2007-10-07,5,28.319,HOU,,MIA,W 22-19,,
25,2007,2007-10-14,6,28.326,HOU,@,JAX,L 17-37,*,1.0
26,2007,2007-10-21,7,28.333,HOU,,TEN,L 36-38,,
27,2007,2007-10-28,8,28.340,HOU,@,SDG,L 10-35,,
28,2007,2007-11-04,9,28.347,HOU,@,OAK,W 24-17,,
29,2007,2007-11-18,10,28.361,HOU,,NOR,W 23-10,,
30,2007,2007-11-25,11,29.003,HOU,@,CLE,L 17-27,,
31,2007,2007-12-02,12,29.010,HOU,@,TEN,L 20-28,,
32,2007,2007-12-09,13,29.017,HOU,,TAM,W 28-14,*,
33,2007,2007-12-13,14,29.021,HOU,,DEN,W 31-13,,
34,2007,2007-12-23,15,29.031,HOU,@,IND,L 15-38,,
35,2007,2007-12-30,16,29.038,HOU,,JAX,W 42-28,,
