ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1969,1969-12-21,14,23.099,ATL,,MIN,W 10-3,0,0,,0,2,0,0
2,1970,1970-09-20,1,24.007,ATL,@,NOR,W 14-3,,,,,,,
3,1970,1970-09-27,2,24.014,ATL,@,GNB,L 24-27,0,0,,0,1,1,0
4,1970,1970-10-04,3,24.021,ATL,,SFO,W 21-20,,,,,,,
5,1970,1970-10-11,4,24.028,ATL,@,DAL,L 0-13,,,,,,,
6,1970,1970-10-18,5,24.035,ATL,@,DEN,L 10-24,,,,,,,
7,1970,1970-10-25,6,24.042,ATL,,NOR,W 32-14,0,0,,0,1,8,0
8,1970,1970-11-01,7,24.049,ATL,,CHI,L 14-23,,,,,,,
9,1970,1970-11-08,8,24.056,ATL,@,RAM,T 10-10,1,10,10.00,0,0,0,0
10,1970,1970-11-15,9,24.063,ATL,@,PHI,T 13-13,,,,,,,
11,1970,1970-11-22,10,24.070,ATL,,RAM,L 7-17,,,,,,,
12,1970,1970-12-06,12,24.084,ATL,@,SFO,L 20-24,,,,,,,
13,1970,1970-12-13,13,24.091,ATL,,PIT,W 27-16,0,0,,0,1,2,0
14,1970,1970-12-20,14,24.098,ATL,,MIN,L 7-37,,,,,,,
