ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1965,1965-11-21,10,21.353,RAM,@,SFO,L 27-30,,0,0,,0,0,0,,0,0,,,5,203,40.60,0
2,1965,1965-11-28,11,21.360,RAM,,GNB,W 21-10,,0,0,,0,0,0,,0,0,,,3,134,44.67,0
3,1965,1965-12-05,12,22.002,RAM,@,STL,W 27-3,,0,0,,0,0,0,,0,0,,,3,103,34.33,0
4,1965,1965-12-12,13,22.009,RAM,,CLE,W 42-7,,0,0,,0,0,0,,0,0,,,4,181,45.25,0
5,1965,1965-12-18,14,22.015,RAM,,BAL,L 17-20,,0,0,,0,0,0,,0,0,,,9,378,42.00,0
6,1966,1966-09-11,1,22.282,RAM,@,ATL,W 19-14,,0,0,,0,0,0,,0,0,,,2,76,38.00,0
7,1966,1966-09-16,2,22.287,RAM,,CHI,W 31-17,,0,0,,0,0,0,,0,0,,,5,207,41.40,0
8,1966,1966-09-25,3,22.296,RAM,@,GNB,L 13-24,,0,0,,0,0,0,,0,0,,,7,293,41.86,0
9,1966,1966-09-30,4,22.301,RAM,,SFO,W 34-3,,0,0,,0,0,0,,0,0,,,5,228,45.60,0
10,1966,1966-10-09,5,22.310,RAM,@,DET,W 14-7,,0,0,,0,0,0,,0,0,,,4,160,40.00,0
11,1966,1966-10-16,6,22.317,RAM,@,MIN,L 7-35,,0,0,,0,0,0,,0,0,,,4,149,37.25,0
12,1966,1966-10-23,7,22.324,RAM,@,CHI,L 10-17,,0,0,,0,0,0,,0,0,,,6,258,43.00,0
13,1966,1966-10-30,8,22.331,RAM,,BAL,L 3-17,,0,0,,0,0,0,,0,0,,,4,145,36.25,0
14,1966,1966-11-06,9,22.338,RAM,@,SFO,L 13-21,,0,0,,0,0,0,,0,0,,,5,216,43.20,0
15,1966,1966-11-13,10,22.345,RAM,,NYG,W 55-14,,0,0,,0,0,0,,0,0,,,1,42,42.00,0
16,1966,1966-11-20,11,22.352,RAM,,MIN,W 21-6,,0,0,,0,0,0,,0,0,,,7,332,47.43,0
17,1966,1966-11-27,12,22.359,RAM,@,BAL,W 23-7,,0,0,,0,0,0,,0,0,,,7,303,43.29,0
