ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
18,1966,1966-12-04,13,23.001,RAM,,DET,W 23-3,,0,0,,0,0,0,,0,0,,,8,347,43.38,0
19,1966,1966-12-18,14,23.015,RAM,,GNB,L 23-27,,1,1,100.00,47,0,0,118.7,0,0,47.00,47.00,6,284,47.33,0
20,1967,1967-09-17,1,23.288,RAM,@,NOR,W 27-13,,0,0,,0,0,0,,0,0,,,5,222,44.40,0
21,1967,1967-09-22,2,23.293,RAM,,MIN,W 39-3,,0,0,,0,0,0,,0,0,,,5,234,46.80,0
22,1967,1967-10-01,3,23.302,RAM,@,DAL,W 35-13,,0,0,,0,0,0,,0,0,,,4,154,38.50,0
23,1967,1967-10-08,4,23.309,RAM,,SFO,L 24-27,,0,0,,0,0,0,,0,0,,,5,258,51.60,0
24,1967,1967-10-15,5,23.316,RAM,@,BAL,T 24-24,,0,0,,0,0,0,,0,0,,,4,174,43.50,0
25,1967,1967-10-22,6,23.323,RAM,,WAS,T 28-28,,0,0,,0,0,0,,0,0,,,8,326,40.75,0
26,1967,1967-10-29,7,23.330,RAM,@,CHI,W 28-17,,0,0,,0,0,0,,0,0,,,8,323,40.38,0
27,1967,1967-11-05,8,23.337,RAM,@,SFO,W 17-7,,0,0,,0,0,0,,0,0,,,6,276,46.00,0
28,1967,1967-11-12,9,23.344,RAM,,PHI,W 33-17,,0,0,,0,0,0,,0,0,,,5,181,36.20,1
29,1967,1967-11-19,10,23.351,RAM,@,ATL,W 31-3,,0,0,,0,0,0,,0,0,,,3,134,44.67,0
30,1967,1967-11-23,11,23.355,RAM,@,DET,W 31-7,,0,0,,0,0,0,,0,0,,,6,239,39.83,0
31,1967,1967-12-03,12,24.000,RAM,,ATL,W 20-3,,0,0,,0,0,0,,0,0,,,2,76,38.00,0
32,1967,1967-12-09,13,24.006,RAM,,GNB,W 27-24,,0,0,,0,0,0,,0,0,,,2,77,38.50,0
33,1967,1967-12-17,14,24.014,RAM,,BAL,W 34-10,,0,0,,0,0,0,,0,0,,,5,197,39.40,0
34,1968,1968-11-03,8,24.336,CHI,@,GNB,W 13-10,,0,0,,0,0,0,,0,0,,,5,196,39.20,0
35,1968,1968-11-10,9,24.343,CHI,,SFO,W 27-19,,0,0,,0,0,0,,0,0,,,2,52,26.00,0
36,1968,1968-11-17,10,24.350,CHI,,ATL,L 13-16,,0,0,,0,0,0,,0,0,,,3,113,37.67,0
37,1968,1968-11-24,11,24.357,CHI,,DAL,L 3-34,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,6,247,41.17,0
38,1968,1968-12-01,12,24.364,CHI,@,NOR,W 23-17,,0,0,,0,0,0,,0,0,,,6,207,34.50,0
39,1968,1968-12-08,13,25.005,CHI,@,RAM,W 17-16,,0,0,,0,0,0,,0,0,,,7,192,27.43,2
40,1968,1968-12-15,14,25.012,CHI,,GNB,L 27-28,,0,0,,0,0,0,,0,0,,,6,224,37.33,0
41,1969,1969-11-09,8,25.341,SFO,@,RAM,L 30-41,,0,0,,0,0,0,,0,0,,,4,158,39.50,0
42,1969,1969-11-16,9,25.348,SFO,,BAL,W 20-17,,0,0,,0,0,0,,0,0,,,4,172,43.00,0
43,1969,1969-11-23,10,25.355,SFO,@,NOR,L 38-43,,0,0,,0,0,0,,0,0,,,3,135,45.00,0
44,1969,1969-11-27,11,25.359,SFO,@,DAL,T 24-24,,0,0,,0,0,0,,0,0,,,5,203,40.60,0
45,1969,1969-12-06,12,26.003,SFO,,CHI,W 42-21,,0,0,,0,0,0,,0,0,,,6,276,46.00,0
46,1969,1969-12-14,13,26.011,SFO,@,MIN,L 7-10,,0,0,,0,0,0,,0,0,,,7,244,34.86,0
47,1969,1969-12-21,14,26.018,SFO,,PHI,W 14-13,,0,0,,0,0,0,,0,0,,,7,263,37.57,0
