ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1979,1979-10-21,8,22.094,DET,@,NOR,L 7-17,,,,,,,,
2,1979,1979-10-28,9,22.101,DET,,BUF,L 17-20,,,,,,,,
3,1979,1979-11-04,10,22.108,DET,@,CHI,L 7-35,,,,,,,,
4,1979,1979-11-11,11,22.115,DET,,TAM,L 14-16,,,,,,,,
5,1979,1979-11-18,12,22.122,DET,@,MIN,L 7-14,,,,,,,,
6,1979,1979-11-22,13,22.126,DET,,CHI,W 20-0,,,,,,,,
7,1979,1979-12-02,14,22.136,DET,@,PHI,L 7-44,,,,,,,,
8,1979,1979-12-09,15,22.143,DET,,MIA,L 10-28,,,,,,,,
9,1979,1979-12-15,16,22.149,DET,,GNB,L 13-18,,,,,,,,
10,1980,1980-09-14,2,23.057,DET,@,GNB,W 29-7,,,,,,,,
11,1980,1980-09-21,3,23.064,DET,,STL,W 20-7,,,,,,,,
12,1980,1980-09-28,4,23.071,DET,,MIN,W 27-7,,,,,,,,
13,1980,1980-10-05,5,23.078,DET,@,ATL,L 28-43,,,,,,,,
14,1980,1980-10-12,6,23.085,DET,,NOR,W 24-13,,,,,,,,
15,1981,1981-09-06,1,24.049,DET,,SFO,W 24-17,0,0,,0,,,,
16,1981,1981-09-13,2,24.056,DET,@,SDG,L 23-28,0,0,,0,,,,
17,1981,1981-09-20,3,24.063,DET,@,MIN,L 24-26,0,0,,0,,,,
18,1981,1981-09-27,4,24.070,DET,,OAK,W 16-0,0,0,,0,,,,
19,1981,1981-10-04,5,24.077,DET,@,TAM,L 10-28,1,0,0.00,0,0.0,0,0,0
20,1981,1981-10-11,6,24.084,DET,@,DEN,L 21-27,0,0,,0,,,,
21,1981,1981-10-19,7,24.092,DET,,CHI,W 48-17,0,0,,0,,,,
22,1981,1981-10-25,8,24.098,DET,,GNB,W 31-27,0,0,,0,,,,
23,1981,1981-11-01,9,24.105,DET,@,RAM,L 13-20,0,0,,0,,,,
24,1981,1981-11-08,10,24.112,DET,@,WAS,L 31-33,0,0,,0,,,,
25,1981,1981-11-15,11,24.119,DET,,DAL,W 27-24,0,0,,0,,,,
26,1981,1981-11-22,12,24.126,DET,@,CHI,W 23-7,0,0,,0,,,,
27,1981,1981-11-26,13,24.130,DET,,KAN,W 27-10,0,0,,0,,,,
28,1981,1981-12-06,14,24.140,DET,@,GNB,L 17-31,0,0,,0,,,,
29,1981,1981-12-12,15,24.146,DET,,MIN,W 45-7,0,0,,0,,,,
30,1981,1981-12-20,16,24.154,DET,,TAM,L 17-20,0,0,,0,,,,
31,1982,1982-09-12,1,25.055,DET,,CHI,W 17-10,,,,,,,,
32,1982,1982-09-19,2,25.062,DET,@,RAM,W 19-14,,,,,,,,
33,1982,1982-11-21,3,25.125,DET,@,CHI,L 17-20,,,,,,,,
34,1982,1982-11-25,4,25.129,DET,,NYG,L 6-13,,,,,,,,
35,1982,1982-12-06,5,25.140,DET,,NYJ,L 13-28,,,,,,,,
36,1982,1982-12-12,6,25.146,DET,@,GNB,W 30-10,,,,,,,,
37,1982,1982-12-19,7,25.153,DET,,MIN,L 31-34,,,,,,,,
38,1982,1982-12-26,8,25.160,DET,@,TAM,L 21-23,,,,,,,,
39,1982,1983-01-02,9,25.167,DET,,GNB,W 27-24,,,,,,,,
40,1983,1983-09-04,1,26.047,DET,@,TAM,W 11-0,,,,,,,,
41,1983,1983-09-11,2,26.054,DET,,CLE,L 26-31,,,,,,,,
42,1983,1983-09-18,3,26.061,DET,,ATL,L 14-30,0,0,,0,1.0,0,0,0
43,1983,1983-09-25,4,26.068,DET,@,MIN,L 17-20,,,,,,,,
44,1983,1983-10-02,5,26.075,DET,@,RAM,L 10-21,,,,,,,,
45,1983,1983-10-09,6,26.082,DET,,GNB,W 38-14,,,,,,,,
46,1983,1983-10-16,7,26.089,DET,,CHI,W 31-17,,,,,,,,
47,1983,1983-10-23,8,26.096,DET,@,WAS,L 17-38,,,,,,,,
48,1983,1983-10-30,9,26.103,DET,@,CHI,W 38-17,,,,,,,,
49,1983,1983-11-07,10,26.111,DET,,NYG,W 15-9,,,,,,,,
50,1983,1983-11-13,11,26.117,DET,@,HOU,L 17-27,,,,,,,,
51,1983,1983-11-20,12,26.124,DET,@,GNB,W 23-20,,,,,,,,
52,1983,1983-11-24,13,26.128,DET,,PIT,W 45-3,,,,,,,,
53,1983,1983-12-05,14,26.139,DET,,MIN,W 13-2,,,,,,,,
54,1983,1983-12-11,15,26.145,DET,@,CIN,L 9-17,,,,,,,,
55,1983,1983-12-18,16,26.152,DET,,TAM,W 23-20,,,,,,,,
56,1985,1985-09-08,1,28.051,DET,@,ATL,W 28-27,,,,,,,,
57,1985,1985-09-15,2,28.058,DET,,DAL,W 26-21,0,0,,0,0.0,1,20,0
58,1985,1985-09-22,3,28.065,DET,@,IND,L 6-14,,,,,,,,
59,1985,1985-09-29,4,28.072,DET,,TAM,W 30-9,,,,,,,,
60,1985,1985-10-06,5,28.079,DET,@,GNB,L 10-43,,,,,,,,
61,1985,1985-10-13,6,28.086,DET,@,WAS,L 3-24,,,,,,,,
62,1985,1985-10-20,7,28.093,DET,,SFO,W 23-21,,,,,,,,
63,1986,1986-09-07,1,29.050,DET,@,MIN,W 13-10,,,,,,,,
64,1986,1986-09-14,2,29.057,DET,,DAL,L 7-31,,,,,,,,
65,1986,1986-09-21,3,29.064,DET,,TAM,L 20-24,,,,,,,,
66,1986,1986-09-28,4,29.071,DET,@,CLE,L 21-24,,,,,,,,
67,1986,1986-10-05,5,29.078,DET,,HOU,W 24-13,,,,,,,,
68,1986,1986-10-12,6,29.085,DET,@,GNB,W 21-14,,,,,,,,
69,1986,1986-10-19,7,29.092,DET,@,RAM,L 10-14,0,0,,0,0.5,0,0,0
70,1986,1986-10-26,8,29.099,DET,@,CHI,L 7-13,,,,,,,,
71,1986,1986-11-02,9,29.106,DET,,CIN,L 17-24,,,,,,,,
72,1986,1986-11-09,10,29.113,DET,,MIN,L 10-24,,,,,,,,
73,1986,1986-11-16,11,29.120,DET,@,PHI,W 13-11,,,,,,,,
74,1986,1986-11-23,12,29.127,DET,@,TAM,W 38-17,,,,,,,,
75,1986,1986-11-27,13,29.131,DET,,GNB,L 40-44,,,,,,,,
76,1986,1986-12-07,14,29.141,DET,@,PIT,L 17-27,,,,,,,,
77,1986,1986-12-15,15,29.149,DET,,CHI,L 13-16,,,,,,,,
78,1986,1986-12-21,16,29.155,DET,,ATL,L 6-20,,,,,,,,
79,1987,1987-10-04,3,30.077,KAN,@,RAI,L 17-35,,,,,,,,
80,1987,1987-10-11,4,30.084,KAN,@,MIA,L 0-42,,,,,,,,
81,1987,1987-10-18,5,30.091,KAN,,DEN,L 17-26,,,,,,,,
82,1987,1987-11-08,8,30.112,KAN,,PIT,L 16-17,,,,,,,,
83,1987,1987-11-15,9,30.119,KAN,,NYJ,L 9-16,,,,,,,,
84,1987,1987-11-22,10,30.126,KAN,,GNB,L 3-23,,,,,,,,
85,1987,1987-11-26,11,30.130,KAN,@,DET,W 27-20,,,,,,,,
86,1987,1987-12-06,12,30.140,KAN,@,CIN,L 27-30,,,,,,,,
87,1987,1987-12-13,13,30.147,KAN,,RAI,W 16-10,,,,,,,,
88,1987,1987-12-19,14,30.153,KAN,@,DEN,L 17-20,,,,,,,,
89,1987,1987-12-27,15,30.161,KAN,,SEA,W 41-20,,,,,,,,
