ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
24,1977,1977-11-21,10,23.310,GNB,@,WAS,L 9-10,,,,,,,,
25,1977,1977-11-27,11,23.316,GNB,,MIN,L 6-13,0,0,,0,1,0,0.00,0
26,1977,1977-12-04,12,23.323,GNB,,DET,W 10-9,,,,,,,,
27,1977,1977-12-11,13,23.330,GNB,@,CHI,L 10-21,,,,,,,,
28,1977,1977-12-18,14,23.337,GNB,,SFO,W 16-14,,,,,,,,
29,1978,1978-09-10,2,24.238,GNB,,NOR,W 28-17,,,,,,,,
30,1978,1978-09-17,3,24.245,GNB,,OAK,L 3-28,,,,,,,,
31,1978,1978-09-24,4,24.252,GNB,@,SDG,W 24-3,,,,,,,,
32,1978,1978-10-01,5,24.259,GNB,,DET,W 35-14,,,,,,,,
33,1978,1978-10-08,6,24.266,GNB,,CHI,W 24-14,,,,,,,,
34,1978,1978-10-15,7,24.273,GNB,,SEA,W 45-28,,,,,,,,
35,1978,1978-10-22,8,24.280,GNB,@,MIN,L 7-21,,,,,,,,
36,1978,1978-10-29,9,24.287,GNB,,TAM,W 9-7,,,,,,,,
37,1978,1978-11-05,10,24.294,GNB,@,PHI,L 3-10,,,,,,,,
38,1978,1978-11-12,11,24.301,GNB,,DAL,L 14-42,,,,,,,,
39,1978,1978-11-19,12,24.308,GNB,@,DEN,L 3-16,0,0,,0,1,9,9.00,0
40,1978,1978-11-26,13,24.315,GNB,,MIN,T 10-10,,,,,,,,
41,1978,1978-12-03,14,24.322,GNB,@,TAM,W 17-7,,,,,,,,
42,1978,1978-12-10,15,24.329,GNB,@,CHI,L 0-14,,,,,,,,
43,1978,1978-12-17,16,24.336,GNB,@,RAM,L 14-31,,,,,,,,
44,1979,1979-09-02,1,25.230,GNB,@,CHI,L 3-6,,,,,,,,
45,1979,1979-09-09,2,25.237,GNB,,NOR,W 28-19,,,,,,,,
46,1979,1979-09-16,3,25.244,GNB,,TAM,L 10-21,,,,,,,,
47,1979,1979-09-23,4,25.251,GNB,@,MIN,L 21-27,,,,,,,,
48,1979,1979-10-01,5,25.259,GNB,,NWE,W 27-14,,,,,,,,
49,1979,1979-10-07,6,25.265,GNB,@,ATL,L 7-25,,,,,,,,
50,1979,1979-10-14,7,25.272,GNB,,DET,W 24-16,,,,,,,,
51,1979,1979-10-21,8,25.279,GNB,@,TAM,L 3-21,,,,,,,,
52,1979,1979-10-28,9,25.286,GNB,@,MIA,L 7-27,,,,,,,,
53,1979,1979-11-04,10,25.293,GNB,,NYJ,L 22-27,,,,,,,,
54,1979,1979-11-11,11,25.300,GNB,,MIN,W 19-7,,,,,,,,
55,1979,1979-11-18,12,25.307,GNB,@,BUF,L 12-19,,,,,,,,
56,1979,1979-11-25,13,25.314,GNB,,PHI,L 10-21,1,23,23.00,0,0,0,,0
57,1979,1979-12-02,14,25.321,GNB,@,WAS,L 21-38,,,,,,,,
58,1979,1979-12-09,15,25.328,GNB,,CHI,L 14-15,,,,,,,,
59,1979,1979-12-15,16,25.334,GNB,@,DET,W 18-13,,,,,,,,
60,1980,1980-09-07,1,26.236,GNB,,CHI,W 12-6,,,,,,,,
61,1980,1980-09-14,2,26.243,GNB,,DET,L 7-29,,,,,,,,
62,1980,1980-09-21,3,26.250,GNB,@,RAM,L 21-51,,,,,,,,
63,1980,1980-09-28,4,26.257,GNB,,DAL,L 7-28,,,,,,,,
64,1980,1980-10-05,5,26.264,GNB,,CIN,W 14-9,,,,,,,,
65,1980,1980-10-12,6,26.271,GNB,@,TAM,T 14-14,,,,,,,,
66,1980,1980-10-19,7,26.278,GNB,@,CLE,L 21-26,,,,,,,,
67,1980,1980-10-26,8,26.285,GNB,,MIN,W 16-3,,,,,,,,
68,1980,1980-11-02,9,26.292,GNB,@,PIT,L 20-22,,,,,,,,
69,1980,1980-11-09,10,26.299,GNB,,SFO,W 23-16,,,,,,,,
70,1980,1980-11-16,11,26.306,GNB,@,NYG,L 21-27,,,,,,,,
71,1980,1980-11-23,12,26.313,GNB,@,MIN,W 25-13,,,,,,,,
72,1980,1980-11-30,13,26.320,GNB,,TAM,L 17-20,,,,,,,,
73,1980,1980-12-07,14,26.327,GNB,@,CHI,L 7-61,,,,,,,,
74,1980,1980-12-14,15,26.334,GNB,,HOU,L 3-22,,,,,,,,
75,1980,1980-12-21,16,26.341,GNB,@,DET,L 3-24,,,,,,,,
