ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1976,1976-09-12,1,22.241,GNB,,SFO,L 14-26,,,,,,,,
2,1976,1976-09-19,2,22.248,GNB,@,STL,L 0-29,,,,,,,,
3,1976,1976-09-26,3,22.255,GNB,@,CIN,L 7-28,,,,,,,,
4,1976,1976-10-03,4,22.262,GNB,,DET,W 24-14,,,,,,,,
5,1976,1976-10-10,5,22.269,GNB,,SEA,W 27-20,,,,,,,,
6,1976,1976-10-17,6,22.276,GNB,,PHI,W 28-13,,,,,,,,
7,1976,1976-10-24,7,22.283,GNB,@,OAK,L 14-18,,,,,,,,
8,1976,1976-10-31,8,22.290,GNB,@,DET,L 6-27,,,,,,,,
9,1976,1976-11-07,9,22.297,GNB,,NOR,W 32-27,,,,,,,,
10,1976,1976-11-14,10,22.304,GNB,@,CHI,L 13-24,,,,,,,,
11,1976,1976-11-21,11,22.311,GNB,,MIN,L 10-17,,,,,,,,
12,1976,1976-11-28,12,22.318,GNB,,CHI,L 10-16,,,,,,,,
13,1976,1976-12-05,13,22.325,GNB,@,MIN,L 9-20,,,,,,,,
14,1976,1976-12-12,14,22.332,GNB,@,ATL,W 24-20,,,,,,,,
15,1977,1977-09-18,1,23.246,GNB,@,NOR,W 24-20,,,,,,,,
16,1977,1977-09-25,2,23.253,GNB,,HOU,L 10-16,,,,,,,,
17,1977,1977-10-02,3,23.260,GNB,@,MIN,L 7-19,,,,,,,,
18,1977,1977-10-09,4,23.267,GNB,,CIN,L 7-17,,,,,,,,
19,1977,1977-10-16,5,23.274,GNB,@,DET,L 6-10,,,,,,,,
20,1977,1977-10-23,6,23.281,GNB,@,TAM,W 13-0,,,,,,,,
21,1977,1977-10-30,7,23.288,GNB,,CHI,L 0-26,,,,,,,,
22,1977,1977-11-06,8,23.295,GNB,@,KAN,L 10-20,,,,,,,,
23,1977,1977-11-13,9,23.302,GNB,,RAM,L 6-24,,,,,,,,
