ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2002,2002-09-15,2,24.205,SDG,,HOU,W 24-3,,,,,,,0.0%,,,,,,,,,,,
2,2002,2002-10-13,6,24.233,SDG,,KAN,W 35-34,,,,,,,0.0%,,,,,,,,,,,
3,2002,2002-10-20,7,24.240,SDG,@,OAK,W 27-21,,,,,,,0.0%,,,,,,,,,,,
4,2002,2002-11-03,8,24.254,SDG,,NYJ,L 13-44,,0,,,,,0.0%,,,,,,,,,,,
5,2002,2002-11-10,9,24.261,SDG,@,STL,L 24-28,,,,,,,0.0%,,,,,,,,,,,
6,2002,2002-11-17,10,24.268,SDG,,SFO,W 20-17,,0,,,,,0.0%,,,,,,,,,,,
7,2002,2002-11-24,11,24.275,SDG,@,MIA,L 3-30,,,,,,,0.0%,,,,,,,,,,,
8,2002,2002-12-01,12,24.282,SDG,,DEN,W 30-27,,0,,,,,0.0%,,,,,,,,,,,
9,2002,2002-12-08,13,24.289,SDG,,OAK,L 7-27,,,,,,,0.0%,,,,,,,,,,,
10,2002,2002-12-15,14,24.296,SDG,@,BUF,L 13-20,,,,,,,0.0%,,,,,,,,,,,
11,2002,2002-12-22,15,24.303,SDG,@,KAN,L 22-24,,0,,,,,0.0%,,,,,,,,,,,
12,2002,2002-12-29,16,24.310,SDG,,SEA,L 28-31,,0,,,,,0.0%,,,,,,,,,,,
13,2003,2003-11-02,8,25.253,STL,@,SFO,L 10-30,,,,,,,0.0%,,,,,,,,,,,
14,2003,2003-11-16,10,25.267,STL,@,CHI,W 23-21,,0,,,,,0.0%,,,,,,,,,,,
15,2003,2003-11-23,11,25.274,STL,@,ARI,W 30-27,*,,,,,,0.0%,,,,,,,,,,,
16,2003,2003-11-30,12,25.281,STL,,MIN,W 48-17,*,0,,,,,0.0%,,,,,,,,,,,
17,2003,2003-12-08,13,25.289,STL,@,CLE,W 26-20,,0,0,0,,0,0.0%,,0,0,,0,1,1,1.00,0,0,0
18,2003,2003-12-14,14,25.295,STL,,SEA,W 27-22,*,1,,,,,0.0%,,,,,,,,,,,
19,2003,2003-12-21,15,25.302,STL,,CIN,W 27-10,,,,,,,0.0%,,,,,,,,,,,
20,2003,2003-12-28,16,25.309,STL,@,DET,L 20-30,*,,,,,,0.0%,,,,,,,,,,,
21,2004,2004-09-12,1,26.203,STL,,ARI,W 17-10,*,1,,,,,0.0%,,,,,,,,,,,
22,2004,2004-09-19,2,26.210,STL,@,ATL,L 17-34,,0,,,,,0.0%,,,,,,,,,,,
23,2004,2004-09-26,3,26.217,STL,,NOR,L 25-28,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0
24,2004,2004-10-03,4,26.224,STL,@,SFO,W 24-14,,1,0,0,,0,0.0%,0.00,1,2,2.00,1,0,0,,0,1,6
25,2004,2004-10-10,5,26.231,STL,@,SEA,W 33-27,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
26,2004,2004-10-18,6,26.239,STL,,TAM,W 28-21,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
27,2004,2004-10-24,7,26.245,STL,@,MIA,L 14-31,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0
28,2004,2004-11-07,8,26.259,STL,,NWE,L 22-40,,1,,,,,0.0%,,,,,,,,,,,
29,2004,2004-11-14,9,26.266,STL,,SEA,W 23-12,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
30,2004,2004-11-21,10,26.273,STL,@,BUF,L 17-37,,0,0,0,,0,0.0%,,0,0,,0,1,9,9.00,0,0,0
31,2004,2004-11-29,11,26.281,STL,@,GNB,L 17-45,,,,,,,0.0%,,,,,,,,,,,
32,2004,2004-12-05,12,26.287,STL,,SFO,W 16-6,,3,3,11,3.67,0,100.0%,3.67,2,4,2.00,0,0,0,,0,0,0
33,2004,2004-12-12,13,26.294,STL,@,CAR,L 7-20,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
34,2004,2004-12-19,14,26.301,STL,@,ARI,L 7-31,*,0,,,,,0.0%,,,,,,,,,,,
35,2004,2004-12-27,15,26.309,STL,,PHI,W 20-7,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
36,2004,2005-01-02,16,26.315,STL,,NYJ,W 32-29,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
