ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-11-13,9,23.151,GNB,@,TEN,L 25-47,,1,4,25.00,8,0,0,39.6,0,0,2.00,2.00,0,0,,0,0,0,0,,0,0.0%,,0,0
2,2016,2016-11-20,10,23.158,GNB,@,WAS,L 24-42,,1,3,33.33,9,0,1,2.8,0,0,3.00,-12.00,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
3,2016,2016-12-11,13,23.179,GNB,,SEA,W 38-10,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
4,2016,2016-12-24,15,23.192,GNB,,MIN,W 38-25,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0
5,2017,2017-09-28,4,24.105,GNB,,CHI,W 35-14,,1,1,100.00,0,0,0,79.2,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0
6,2017,2017-10-15,6,24.122,GNB,@,MIN,L 10-23,,18,33,54.55,157,1,3,39.6,4,20,4.76,1.27,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
7,2017,2017-10-22,7,24.129,GNB,,NOR,L 17-26,*,12,25,48.00,87,0,1,39.9,1,8,3.48,1.68,3,44,14.67,1,0,0,0,,0,0.0%,,1,6
8,2017,2017-11-06,8,24.144,GNB,,DET,L 17-30,*,26,38,68.42,245,0,0,86.0,3,12,6.45,6.45,4,22,5.50,1,0,0,0,,0,0.0%,,1,6
9,2017,2017-11-12,9,24.150,GNB,@,CHI,W 23-16,*,18,25,72.00,212,1,0,110.7,3,30,8.48,9.28,2,16,8.00,0,0,0,0,,0,0.0%,,0,0
10,2017,2017-11-19,10,24.157,GNB,,BAL,L 0-23,*,21,36,58.33,239,0,3,43.6,6,49,6.64,2.89,3,19,6.33,0,0,0,0,,0,0.0%,,0,0
11,2017,2017-11-26,11,24.164,GNB,@,PIT,L 28-31,*,17,26,65.38,245,3,0,134.3,4,18,9.42,11.73,1,6,6.00,0,0,0,0,,0,0.0%,,0,0
12,2017,2017-12-03,12,24.171,GNB,,TAM,W 26-20,*,13,22,59.09,84,0,1,48.3,2,7,3.82,1.77,7,66,9.43,0,0,0,0,,0,0.0%,,0,0
13,2017,2017-12-10,13,24.178,GNB,@,CLE,W 27-21,*,35,46,76.09,265,3,0,111.2,1,9,5.76,7.07,7,31,4.43,0,0,0,0,,0,0.0%,,0,0
14,2017,2017-12-23,15,24.191,GNB,,MIN,L 0-16,*,17,40,42.50,130,0,2,30.2,1,4,3.25,1.00,5,48,9.60,0,0,0,0,,0,0.0%,,0,0
15,2017,2017-12-31,16,24.199,GNB,@,DET,L 11-35,*,14,24,58.33,172,1,2,59.7,4,40,7.17,4.25,3,15,5.00,0,1,1,10,10.00,0,100.0%,10.00,0,0
