ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-09-03,1,22.349,PHI,,TAM,L 6-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
2,1995,1995-09-10,2,22.356,PHI,@,ARI,W 31-19,,0,0,0,,0,0.0%,,1,1,1.00,1,0,0,,0,1,6
3,1995,1995-09-17,3,22.363,PHI,,SDG,L 21-27,,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
4,1995,1995-09-24,4,23.005,PHI,@,OAK,L 17-48,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
5,1995,1995-10-01,5,23.012,PHI,@,NOR,W 15-10,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0
6,1995,1995-10-08,6,23.019,PHI,,WAS,W 37-34,,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,0,0
7,1995,1995-10-15,7,23.026,PHI,@,NYG,W 17-14,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,1,1,1.00,0,0,0
8,1995,1995-10-29,8,23.040,PHI,,STL,W 20-9,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,
9,1995,1995-11-06,9,23.048,PHI,@,DAL,L 12-34,,0,0,0,,0,0.0%,,2,0,0.00,0,0,0,,0,0,0
10,1995,1995-11-12,10,23.054,PHI,,DEN,W 31-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
11,1995,1995-11-19,11,23.061,PHI,,NYG,W 28-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
12,1995,1995-11-26,12,23.068,PHI,@,WAS,W 14-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
13,1995,1995-12-03,13,23.075,PHI,@,SEA,L 14-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
14,1997,1997-11-09,10,25.051,NOR,@,OAK,W 13-10,,1,1,-4,-4.00,0,100.0%,-4.00,0,0,,0,0,0,,0,0,0
15,1997,1997-11-16,11,25.058,NOR,,SEA,W 20-17,,1,1,1,1.00,0,100.0%,1.00,2,2,1.00,0,0,0,,0,0,0
16,1997,1997-11-23,12,25.065,NOR,@,ATL,L 3-20,,2,2,20,10.00,0,100.0%,10.00,5,13,2.60,0,0,0,,0,0,0
17,1997,1997-11-30,13,25.072,NOR,@,CAR,W 16-13,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0
18,1997,1997-12-07,14,25.079,NOR,,STL,L 27-34,,0,0,0,,0,0.0%,,0,0,,0,1,15,15.00,0,0,0
19,1997,1997-12-14,15,25.086,NOR,,ARI,W 27-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
20,1997,1997-12-21,16,25.093,NOR,@,KAN,L 13-25,,0,0,0,,0,0.0%,,0,0,,0,1,11,11.00,0,0,0
21,1999,1999-09-19,1,27.000,SDG,@,CIN,W 34-7,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
22,1999,1999-09-26,2,27.007,SDG,,IND,L 19-27,*,,,,,,0.0%,,,,,,,,,,,
23,1999,1999-10-03,3,27.014,SDG,,KAN,W 21-14,*,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,0,0
