ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-16,2,22.110,SDG,,TEN,W 38-10,,1,1,31,31.00,0,100.0%,31.00,,0,0,0.0,0,0
2,2012,2012-11-18,10,22.173,SDG,@,DEN,L 23-30,,3,3,25,8.33,0,100.0%,8.33,,0,0,0.0,0,0
3,2012,2012-11-25,11,22.180,SDG,,BAL,L 13-16,*,,,,,,0.0%,,,,,,,
4,2012,2012-12-02,12,22.187,SDG,,CIN,L 13-20,,,,,,,0.0%,,,,,,,
5,2013,2013-09-09,1,23.103,SDG,,HOU,L 28-31,,1,,,,,0.0%,,,,,,,
6,2013,2013-09-15,2,23.109,SDG,@,PHI,W 33-30,,,,,,,0.0%,,,,,,,
7,2013,2013-09-22,3,23.116,SDG,@,TEN,L 17-20,*,2,2,48,24.00,0,100.0%,24.00,,0,0,0.0,0,0
8,2013,2013-09-29,4,23.123,SDG,,DAL,W 30-21,,0,0,0,,0,0.0%,,,0,0,0.0,1,0
9,2013,2013-10-06,5,23.130,SDG,@,OAK,L 17-27,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
10,2013,2013-10-14,6,23.138,SDG,,IND,W 19-9,,1,1,25,25.00,0,100.0%,25.00,,0,0,0.0,3,0
11,2013,2013-10-20,7,23.144,SDG,@,JAX,W 24-6,,3,2,40,20.00,0,66.7%,13.33,,0,0,0.0,0,0
12,2013,2013-11-03,8,23.158,SDG,@,WAS,L 24-30,*,1,1,10,10.00,0,100.0%,10.00,,0,0,0.0,1,0
13,2013,2013-11-10,9,23.165,SDG,,DEN,L 20-28,*,1,1,25,25.00,0,100.0%,25.00,,0,0,0.0,0,0
14,2013,2013-11-17,10,23.172,SDG,@,MIA,L 16-20,*,5,4,81,20.25,0,80.0%,16.20,,0,0,0.0,0,0
15,2013,2013-11-24,11,23.179,SDG,@,KAN,W 41-38,,5,3,80,26.67,1,60.0%,16.00,,1,6,0.0,1,0
16,2013,2013-12-01,12,23.186,SDG,,CIN,L 10-17,*,6,2,45,22.50,1,33.3%,7.50,,1,6,0.0,0,0
17,2013,2013-12-08,13,23.193,SDG,,NYG,W 37-14,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,2,0
18,2013,2013-12-12,14,23.197,SDG,@,DEN,W 27-20,*,,,,,,0.0%,,,,,,,
19,2013,2013-12-22,15,23.207,SDG,,OAK,W 26-13,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,1,0
20,2013,2013-12-29,16,23.214,SDG,,KAN,W 27-24,*,2,1,22,22.00,1,50.0%,11.00,,1,6,0.0,1,0
21,2014,2014-09-08,1,24.102,SDG,@,ARI,L 17-18,,2,2,24,12.00,0,100.0%,12.00,,0,0,0.0,0,0
22,2014,2014-09-14,2,24.108,SDG,,SEA,W 30-21,*,,,,,,0.0%,,,,,,,
23,2014,2014-09-21,3,24.115,SDG,@,BUF,W 22-10,,6,4,64,16.00,0,66.7%,10.67,,0,0,0.0,0,0
24,2014,2014-10-05,5,24.129,SDG,,NYJ,W 31-0,*,1,1,8,8.00,0,100.0%,8.00,,0,0,0.0,0,0
25,2014,2014-10-12,6,24.136,SDG,@,OAK,W 31-28,,5,4,60,15.00,0,80.0%,12.00,,0,0,0.0,0,0
26,2014,2014-10-19,7,24.143,SDG,,KAN,L 20-23,,,,,,,0.0%,,,,,,,
27,2014,2014-10-23,8,24.147,SDG,@,DEN,L 21-35,,1,1,9,9.00,0,100.0%,9.00,,0,0,0.0,1,0
28,2014,2014-11-02,9,24.157,SDG,@,MIA,L 0-37,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
29,2014,2014-11-16,10,24.171,SDG,,OAK,W 13-6,*,2,1,11,11.00,0,50.0%,5.50,,0,0,0.0,0,0
30,2014,2014-11-23,11,24.178,SDG,,STL,W 27-24,,3,2,34,17.00,0,66.7%,11.33,,0,0,0.0,3,0
31,2014,2014-11-30,12,24.185,SDG,@,BAL,W 34-33,,2,2,1,0.50,0,100.0%,0.50,,0,0,0.0,0,0
32,2014,2014-12-07,13,24.192,SDG,,NWE,L 14-23,,2,2,15,7.50,0,100.0%,7.50,,0,0,0.0,0,0
33,2014,2014-12-20,15,24.205,SDG,@,SFO,W 38-35,,,,,,,0.0%,,,,,,,
34,2014,2014-12-28,16,24.213,SDG,@,KAN,L 7-19,,,,,,,0.0%,,,,,,,
35,2015,2015-09-13,1,25.107,SDG,,DET,W 33-28,*,6,5,74,14.80,1,83.3%,12.33,,1,6,0.0,0,0
36,2015,2015-09-20,2,25.114,SDG,@,CIN,L 19-24,*,6,5,47,9.40,0,83.3%,7.83,,0,0,0.0,0,0
37,2015,2015-10-04,4,25.128,SDG,,CLE,W 30-27,,6,4,53,13.25,1,66.7%,8.83,,1,6,0.0,0,0
38,2015,2015-10-12,5,25.136,SDG,,PIT,L 20-24,*,5,5,50,10.00,0,100.0%,10.00,,0,0,0.0,0,0
39,2015,2015-10-18,6,25.142,SDG,@,GNB,L 20-27,*,4,3,35,11.67,1,75.0%,8.75,,1,6,0.0,0,0
40,2015,2015-10-25,7,25.149,SDG,,OAK,L 29-37,*,9,4,45,11.25,1,44.4%,5.00,2,1,10,0.0,0,0
41,2015,2015-11-01,8,25.156,SDG,@,BAL,L 26-29,*,1,1,10,10.00,0,100.0%,10.00,,0,0,0.0,0,0
42,2015,2015-11-22,10,25.177,SDG,,KAN,L 3-33,*,3,1,9,9.00,0,33.3%,3.00,,0,0,0.0,0,0
43,2015,2015-11-29,11,25.184,SDG,@,JAX,W 31-25,,1,1,19,19.00,0,100.0%,19.00,,0,0,0.0,0,0
44,2015,2015-12-06,12,25.191,SDG,,DEN,L 3-17,*,6,2,21,10.50,0,33.3%,3.50,,0,0,0.0,0,0
45,2015,2015-12-13,13,25.198,SDG,@,KAN,L 3-10,*,6,2,26,13.00,0,33.3%,4.33,,0,0,0.0,0,0
46,2015,2015-12-20,14,25.205,SDG,,MIA,W 30-14,*,3,2,13,6.50,0,66.7%,4.33,,0,0,0.0,0,0
47,2015,2015-12-24,15,25.209,SDG,@,OAK,L 20-23,*,7,2,27,13.50,0,28.6%,3.86,,0,0,0.0,0,0
48,2016,2016-11-13,9,26.168,PIT,,DAL,L 30-35,,4,3,30,10.00,0,75.0%,7.50,,0,0,0.0,0,0
49,2016,2016-11-20,10,26.175,PIT,@,CLE,W 24-9,,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
50,2016,2016-11-24,11,26.179,PIT,@,IND,W 28-7,,3,2,67,33.50,0,66.7%,22.33,,0,0,0.0,0,0
51,2016,2016-12-04,12,26.189,PIT,,NYG,W 24-14,,11,6,110,18.33,1,54.5%,10.00,,1,6,0.0,0,0
52,2016,2016-12-11,13,26.196,PIT,@,BUF,W 27-20,*,6,2,25,12.50,0,33.3%,4.17,,0,0,0.0,0,0
