ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,21.103,MIN,@,DET,L 24-34,,0,0,,0,0.0,0,0
2,2013,2013-09-15,2,21.110,MIN,@,CHI,L 30-31,,0,0,,0,0.0,0,1
3,2013,2013-09-22,3,21.117,MIN,,CLE,L 27-31,,0,0,,0,0.0,1,0
4,2013,2013-09-29,4,21.124,MIN,,PIT,W 34-27,,0,0,,0,0.5,0,1
5,2013,2013-10-13,5,21.138,MIN,,CAR,L 10-35,,0,0,,0,1.0,2,0
6,2013,2013-10-21,6,21.146,MIN,@,NYG,L 7-23,,1,9,9.00,0,0.0,0,0
7,2013,2013-10-27,7,21.152,MIN,,GNB,L 31-44,,,,,,,,
8,2013,2013-11-03,8,21.159,MIN,@,DAL,L 23-27,,1,0,0.00,0,0.0,0,0
9,2013,2013-11-07,9,21.163,MIN,,WAS,W 34-27,*,0,0,,0,0.0,0,2
10,2013,2013-11-17,10,21.173,MIN,@,SEA,L 20-41,,0,0,,0,0.0,1,1
11,2013,2013-11-24,11,21.180,MIN,@,GNB,T 26-26,,0,0,,0,0.0,0,1
12,2013,2013-12-01,12,21.187,MIN,,CHI,W 23-20,,0,0,,0,1.0,2,0
13,2013,2013-12-08,13,21.194,MIN,@,BAL,L 26-29,,0,0,,0,0.0,1,1
14,2013,2013-12-15,14,21.201,MIN,,PHI,W 48-30,,0,0,,0,0.0,0,0
15,2013,2013-12-22,15,21.208,MIN,@,CIN,L 14-42,,0,0,,0,0.0,1,2
16,2013,2013-12-29,16,21.215,MIN,,DET,W 14-13,,0,0,,0,0.0,1,1
17,2014,2014-09-07,1,22.102,MIN,@,STL,W 34-6,*,0,0,,0,0.0,2,0
18,2014,2014-09-14,2,22.109,MIN,,NWE,L 7-30,*,0,0,,0,0.0,1,0
19,2014,2014-09-21,3,22.116,MIN,@,NOR,L 9-20,,0,0,,0,0.0,2,0
20,2014,2014-09-28,4,22.123,MIN,,ATL,W 41-28,*,0,0,,0,0.0,1,2
21,2014,2014-10-02,5,22.127,MIN,@,GNB,L 10-42,*,0,0,,0,1.0,1,1
22,2014,2014-10-12,6,22.137,MIN,,DET,L 3-17,*,0,0,,0,0.0,0,1
23,2014,2014-10-19,7,22.144,MIN,@,BUF,L 16-17,*,0,0,,0,1.0,3,2
24,2014,2014-10-26,8,22.151,MIN,@,TAM,W 19-13,*,0,0,,0,1.0,7,1
25,2014,2014-11-02,9,22.158,MIN,,WAS,W 29-26,*,0,0,,0,0.5,1,4
26,2014,2014-11-16,10,22.172,MIN,@,CHI,L 13-21,*,0,0,,0,0.0,5,0
27,2014,2014-11-30,12,22.186,MIN,,CAR,W 31-13,,0,0,,0,1.0,1,0
28,2014,2014-12-07,13,22.193,MIN,,NYJ,W 30-24,,0,0,,0,0.0,1,0
29,2014,2014-12-21,15,22.207,MIN,@,MIA,L 35-37,*,0,0,,0,0.0,3,0
30,2014,2014-12-28,16,22.214,MIN,,CHI,W 13-9,*,0,0,,0,0.0,1,2
31,2015,2015-09-14,1,23.109,MIN,@,SFO,L 3-20,*,0,0,,0,0.0,0,0
32,2015,2015-09-20,2,23.115,MIN,,DET,W 26-16,*,0,0,,0,0.0,0,2
33,2015,2015-09-27,3,23.122,MIN,,SDG,W 31-14,*,0,0,,0,0.5,1,2
34,2015,2015-10-04,4,23.129,MIN,@,DEN,L 20-23,*,0,0,,0,0.0,0,1
35,2015,2015-10-18,5,23.143,MIN,,KAN,W 16-10,*,0,0,,0,0.5,2,1
36,2015,2015-11-15,9,23.171,MIN,@,OAK,W 30-14,,0,0,,0,0.0,0,0
37,2015,2015-11-22,10,23.178,MIN,,GNB,L 13-30,*,0,0,,0,0.0,2,1
38,2015,2015-11-29,11,23.185,MIN,@,ATL,W 20-10,*,0,0,,0,0.0,1,2
39,2015,2015-12-06,12,23.192,MIN,,SEA,L 7-38,*,0,0,,0,0.0,6,1
40,2015,2015-12-10,13,23.196,MIN,@,ARI,L 20-23,*,0,0,,0,0.0,1,1
41,2015,2015-12-20,14,23.206,MIN,,CHI,W 38-17,*,0,0,,0,0.5,1,2
42,2015,2015-12-27,15,23.213,MIN,,NYG,W 49-17,*,0,0,,0,0.0,0,0
43,2015,2016-01-03,16,23.220,MIN,@,GNB,W 20-13,*,0,0,,0,1.0,5,2
44,2016,2016-09-11,1,24.106,MIN,@,TEN,W 25-16,,0,0,,0,0.0,0,0
