ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,23.027,KAN,@,DEN,L 20-34,,,,,,
2,1989,1989-09-17,2,23.034,KAN,,RAI,W 24-19,,,,,,
3,1989,1989-09-24,3,23.041,KAN,@,SDG,L 6-21,,,,,,
4,1989,1989-10-01,4,23.048,KAN,,CIN,L 17-21,,,,,,
5,1989,1989-10-08,5,23.055,KAN,@,SEA,W 20-16,,,,,,
6,1989,1989-10-15,6,23.062,KAN,@,RAI,L 14-20,,,,,,
7,1989,1989-10-22,7,23.069,KAN,,DAL,W 36-28,,,,,,
8,1989,1989-10-29,8,23.076,KAN,@,PIT,L 17-23,,,,,,
9,1989,1989-11-05,9,23.083,KAN,,SEA,W 20-10,,,,,,
10,1989,1989-11-12,10,23.090,KAN,,DEN,L 13-16,,,,,,
11,1989,1989-11-19,11,23.097,KAN,@,CLE,T 10-10,,,,,,
12,1989,1989-11-26,12,23.104,KAN,,HOU,W 34-0,,,,,,
13,1989,1989-12-03,13,23.111,KAN,,MIA,W 26-21,,,,,,
14,1989,1989-12-10,14,23.118,KAN,@,GNB,W 21-3,,,,,,
15,1989,1989-12-17,15,23.125,KAN,,SDG,L 13-20,,,,,,
16,1989,1989-12-24,16,23.132,KAN,@,MIA,W 27-24,0,0,0.5,0,0,0
17,1990,1990-09-09,1,24.026,KAN,,MIN,W 24-21,,,,,,
18,1990,1990-09-17,2,24.034,KAN,@,DEN,L 23-24,,,,,,
19,1990,1990-09-23,3,24.040,KAN,@,GNB,W 17-3,1,6,0.0,1,33,1
20,1990,1990-09-30,4,24.047,KAN,,CLE,W 34-0,,,,,,
21,1990,1990-10-07,5,24.054,KAN,@,IND,L 19-23,,,,,,
22,1990,1990-10-14,6,24.061,KAN,,DET,W 43-24,0,0,0.0,1,0,0
23,1990,1990-10-21,7,24.068,KAN,@,SEA,L 7-19,,,,,,
24,1990,1990-11-04,8,24.082,KAN,,RAI,W 9-7,,,,,,
25,1990,1990-11-11,9,24.089,KAN,,SEA,L 16-17,,,,,,
26,1990,1990-11-18,10,24.096,KAN,,SDG,W 27-10,0,0,0.0,1,0,0
27,1990,1990-11-25,11,24.103,KAN,@,RAI,W 27-24,,,,,,
28,1990,1990-12-02,12,24.110,KAN,@,NWE,W 37-7,,,,,,
29,1990,1990-12-09,13,24.117,KAN,,DEN,W 31-20,,,,,,
30,1990,1990-12-16,14,24.124,KAN,,HOU,L 10-27,,,,,,
31,1990,1990-12-23,15,24.131,KAN,@,SDG,W 24-21,,,,,,
32,1990,1990-12-29,16,24.137,KAN,@,CHI,W 21-10,,,,,,
33,1991,1991-09-01,1,25.018,KAN,,ATL,W 14-3,,,,,,
34,1991,1991-09-08,2,25.025,KAN,,NOR,L 10-17,,,,,,
35,1991,1991-12-16,15,25.124,NOR,,RAI,W 27-0,,,,,,
36,1991,1991-12-22,16,25.130,NOR,@,PHO,W 27-3,0,0,0.0,1,4,0
