ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
38,1985,1985-09-29,4,25.127,TAM,@,DET,L 9-30,,,,,,,
39,1985,1985-10-06,5,25.134,TAM,,CHI,L 19-27,,,,,,,
40,1985,1985-10-13,6,25.141,TAM,,RAM,L 27-31,,,,,,,
41,1985,1985-10-20,7,25.148,TAM,@,MIA,L 38-41,,,,,,,
42,1985,1985-11-03,9,25.162,TAM,@,NYG,L 20-22,,,,,,,
43,1985,1985-11-10,10,25.169,TAM,,STL,W 16-0,,,,,,,
44,1985,1985-11-17,11,25.176,TAM,@,NYJ,L 28-62,,,,,,,
45,1985,1985-12-01,13,25.190,TAM,@,GNB,L 0-21,,,,,,,
46,1985,1985-12-08,14,25.197,TAM,@,MIN,L 7-26,,,,,,,
47,1985,1985-12-15,15,25.204,TAM,,IND,L 23-31,,,,,,,
48,1985,1985-12-22,16,25.211,TAM,,GNB,L 17-20,,,,,,,
49,1986,1986-09-07,1,26.105,TAM,,SFO,L 7-31,,,,,,,
50,1986,1986-09-14,2,26.112,TAM,,MIN,L 10-23,,,,,,,
51,1986,1986-09-21,3,26.119,TAM,@,DET,W 24-20,,,,,,,
52,1986,1986-09-28,4,26.126,TAM,,ATL,L 20-23,,,,,,,
53,1986,1986-10-05,5,26.133,TAM,@,RAM,L 20-26,,,,,,,
54,1986,1986-10-12,6,26.140,TAM,,STL,L 19-30,,,,,,,
55,1986,1986-10-19,7,26.147,TAM,@,NOR,L 7-38,,,,,,,
56,1986,1986-10-26,8,26.154,TAM,@,KAN,L 20-27,,,,,,,
57,1986,1986-11-02,9,26.161,TAM,,BUF,W 34-28,,,,,,,
58,1986,1986-11-09,10,26.168,TAM,,CHI,L 3-23,,,,,,,
59,1986,1986-11-16,11,26.175,TAM,@,GNB,L 7-31,,,,,,,
60,1986,1986-11-23,12,26.182,TAM,,DET,L 17-38,,,,,,,
61,1986,1986-11-30,13,26.189,TAM,@,MIN,L 13-45,,,,,,,
62,1986,1986-12-07,14,26.196,TAM,@,CHI,L 14-48,,,,,,,
63,1986,1986-12-14,15,26.203,TAM,,GNB,L 7-21,,,,,,,
64,1986,1986-12-21,16,26.210,TAM,@,STL,L 17-21,,,,,,,
65,1987,1987-09-13,1,27.111,NWE,,MIA,W 28-21,,,,,,,
66,1987,1987-09-21,2,27.119,NWE,@,NYJ,L 24-43,,,,,,,
67,1987,1987-10-04,3,27.132,NWE,,CLE,L 10-20,,,,,,,
68,1987,1987-10-11,4,27.139,NWE,,BUF,W 14-7,,,,,,,
69,1987,1987-10-18,5,27.146,NWE,@,HOU,W 21-7,,,,,,,
70,1987,1987-10-25,6,27.153,NWE,@,IND,L 16-30,,,,,,,
71,1987,1987-11-01,7,27.160,NWE,,RAI,W 26-23,,,,,,,
72,1987,1987-11-08,8,27.167,NWE,@,NYG,L 10-17,,,,,,,
73,1987,1987-11-15,9,27.174,NWE,,DAL,L 17-23,,,,,,,
74,1987,1987-11-22,10,27.181,NWE,,IND,W 24-0,,,,,,,
75,1987,1987-11-29,11,27.188,NWE,,PHI,L 31-34,,,,,,,
76,1987,1987-12-13,13,27.202,NWE,,NYJ,W 42-20,,,,,,,
77,1987,1987-12-20,14,27.209,NWE,@,BUF,W 13-7,,,,,,,
78,1987,1987-12-28,15,27.217,NWE,@,MIA,W 24-10,,,,,,,
79,1988,1988-09-04,1,28.102,NWE,,NYJ,W 28-3,,0,0,,0,,
80,1988,1988-09-18,3,28.116,NWE,,BUF,L 14-16,,0,0,,0,,
81,1988,1988-09-25,4,28.123,NWE,@,HOU,L 6-31,,0,0,,0,,
82,1988,1988-10-02,5,28.130,NWE,,IND,W 21-17,,0,0,,0,,
83,1988,1988-10-09,6,28.137,NWE,@,GNB,L 3-45,,0,0,,0,,
84,1988,1988-10-16,7,28.144,NWE,,CIN,W 27-21,,0,0,,0,,
85,1988,1988-10-23,8,28.151,NWE,@,BUF,L 20-23,,0,0,,0,,
86,1988,1988-10-30,9,28.158,NWE,,CHI,W 30-7,,0,0,,0,,
87,1988,1988-11-06,10,28.165,NWE,,MIA,W 21-10,,0,0,,0,,
88,1988,1988-11-13,11,28.172,NWE,@,NYJ,W 14-13,,0,0,,0,,
89,1988,1988-11-20,12,28.179,NWE,@,MIA,W 6-3,,0,0,,0,,
90,1988,1988-11-27,13,28.186,NWE,@,IND,L 21-24,,0,0,,0,,
91,1988,1988-12-04,14,28.193,NWE,,SEA,W 13-7,,1,4,4.00,0,,
92,1988,1988-12-11,15,28.200,NWE,,TAM,W 10-7,,0,0,,0,,
93,1988,1988-12-17,16,28.206,NWE,@,DEN,L 10-21,,0,0,,0,,
94,1989,1989-09-10,1,29.108,NWE,@,NYJ,W 27-24,,,,,,,
95,1989,1989-09-17,2,29.115,NWE,,MIA,L 10-24,,,,,,,
96,1989,1989-09-24,3,29.122,NWE,,SEA,L 3-24,,,,,,,
97,1989,1989-10-01,4,29.129,NWE,@,BUF,L 10-31,,,,,,,
98,1989,1989-10-08,5,29.136,NWE,,HOU,W 23-13,,,,,,,
99,1989,1989-10-15,6,29.143,NWE,@,ATL,L 15-16,,,,,,,
100,1989,1989-10-22,7,29.150,NWE,@,SFO,L 20-37,,,,,,,
101,1989,1989-10-29,8,29.157,NWE,@,IND,W 23-20,,,,,,,
102,1989,1989-11-05,9,29.164,NWE,,NYJ,L 26-27,,,,,,,
103,1989,1989-11-12,10,29.171,NWE,,NOR,L 24-28,,,,,,,
104,1989,1989-11-19,11,29.178,NWE,,BUF,W 33-24,,,,,,,
105,1989,1989-11-26,12,29.185,NWE,@,RAI,L 21-24,,,,,,,
106,1989,1989-12-03,13,29.192,NWE,,IND,W 22-16,,,,,,,
107,1989,1989-12-17,15,29.206,NWE,@,PIT,L 10-28,,,,,,,
108,1990,1990-12-02,12,30.191,DEN,,RAI,L 20-23,,,,,,,
109,1990,1990-12-09,13,30.198,DEN,@,KAN,L 20-31,,,,,,,
110,1990,1990-12-16,14,30.205,DEN,,SDG,W 20-10,,,,,,,
111,1990,1990-12-23,15,30.212,DEN,@,SEA,L 12-17,,,,,,,
112,1990,1990-12-30,16,30.219,DEN,,GNB,W 22-13,,,,,,,
113,1991,1991-09-08,2,31.106,DEN,@,RAI,L 13-16,,,,,,,
114,1991,1991-09-15,3,31.113,DEN,,SEA,W 16-10,,,,,,,
115,1991,1991-09-22,4,31.120,DEN,,SDG,W 27-19,,,,,,,
116,1991,1991-10-06,6,31.134,DEN,@,HOU,L 14-42,,,,,,,
117,1991,1991-12-22,16,31.211,DEN,@,SDG,W 17-14,,,,,,,
118,1992,1992-10-25,8,32.153,SEA,@,NYG,L 10-23,,,,,,0.0%,
119,1992,1992-11-15,10,32.174,SEA,@,RAI,L 3-20,,,,,,0.0%,
120,1992,1992-12-06,13,32.195,SEA,@,PIT,L 14-20,,,,,,0.0%,
121,1992,1992-12-13,14,32.202,SEA,,PHI,L 17-20,,,,,,0.0%,
122,1992,1992-12-20,15,32.209,SEA,@,DEN,L 6-10,,,,,,0.0%,
123,1992,1992-12-27,16,32.216,SEA,,SDG,L 14-31,,,,,,0.0%,
