ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1987,1987-12-06,12,24.297,SFO,@,GNB,W 23-12,,1,13,13.00,0,,,0,0
2,1987,1987-12-14,13,24.305,SFO,,CHI,W 41-0,,0,0,,0,,,,
3,1987,1987-12-20,14,24.311,SFO,,ATL,W 35-7,,1,22,22.00,0,,,0,0
4,1987,1987-12-27,15,24.318,SFO,,RAM,W 48-0,,0,0,,0,,,,
5,1988,1988-10-09,6,25.240,SFO,,DEN,L 13-16,,0,0,,0,,,,
6,1988,1988-10-16,7,25.247,SFO,@,RAM,W 24-21,,2,4,2.00,0,,,0,0
7,1988,1988-10-24,8,25.255,SFO,@,CHI,L 9-10,,0,0,,0,,,,
8,1988,1988-10-30,9,25.261,SFO,,MIN,W 24-21,,3,26,8.67,0,,,0,0
9,1988,1988-11-06,10,25.268,SFO,@,PHO,L 23-24,,1,3,3.00,1,,,1,6
10,1988,1988-11-13,11,25.275,SFO,,RAI,L 3-9,,0,0,,0,,,,
11,1988,1988-11-21,12,25.283,SFO,,WAS,W 37-21,,1,18,18.00,1,,,1,6
12,1988,1988-11-27,13,25.289,SFO,@,SDG,W 48-10,,0,0,,0,,,,
13,1988,1988-12-04,14,25.296,SFO,@,ATL,W 13-3,,0,0,,0,,,,
14,1988,1988-12-11,15,25.303,SFO,,NOR,W 30-17,,1,6,6.00,0,,,0,0
15,1988,1988-12-18,16,25.310,SFO,,RAM,L 16-38,,0,0,,0,,,,
16,1989,1989-09-10,1,26.210,SFO,@,IND,W 30-24,,0,0,,0,,,,
17,1989,1989-09-17,2,26.217,SFO,@,TAM,W 20-16,,3,26,8.67,0,,,0,0
18,1989,1989-09-24,3,26.224,SFO,@,PHI,W 38-28,,3,65,21.67,1,,,1,6
19,1989,1989-10-01,4,26.231,SFO,,RAM,L 12-13,,5,51,10.20,0,,,0,0
20,1989,1989-10-08,5,26.238,SFO,@,NOR,W 24-20,,2,16,8.00,0,,,0,0
21,1989,1989-10-15,6,26.245,SFO,@,DAL,W 31-14,,1,36,36.00,1,,,1,6
22,1989,1989-10-22,7,26.252,SFO,,NWE,W 37-20,,1,17,17.00,0,,,0,0
23,1989,1989-10-29,8,26.259,SFO,@,NYJ,W 23-10,,2,24,12.00,1,,,1,6
24,1989,1989-11-06,9,26.267,SFO,,NOR,W 31-13,,1,17,17.00,0,,,0,0
25,1989,1989-11-12,10,26.273,SFO,,ATL,W 45-3,,2,47,23.50,0,,,0,0
26,1989,1989-11-19,11,26.280,SFO,,GNB,L 17-21,,2,16,8.00,0,,,0,0
27,1989,1989-11-27,12,26.288,SFO,,NYG,W 34-24,,5,53,10.60,1,,,1,6
28,1989,1989-12-03,13,26.294,SFO,@,ATL,W 23-10,,3,32,10.67,0,,,0,0
29,1989,1989-12-11,14,26.302,SFO,@,RAM,W 30-27,,7,85,12.14,0,,,0,0
30,1989,1989-12-17,15,26.308,SFO,,BUF,W 21-10,,0,0,,0,,,,
31,1989,1989-12-24,16,26.315,SFO,,CHI,W 26-0,,3,15,5.00,0,,,0,0
32,1990,1990-09-10,1,27.210,SFO,@,NOR,W 13-12,,3,29,9.67,1,,,1,6
33,1990,1990-09-16,2,27.216,SFO,,WAS,W 26-13,,5,69,13.80,0,,,0,0
34,1990,1990-09-23,3,27.223,SFO,,ATL,W 19-13,,5,125,25.00,1,,,1,6
35,1990,1990-10-07,4,27.237,SFO,@,HOU,W 24-21,,4,65,16.25,0,,,0,0
36,1990,1990-10-14,5,27.244,SFO,@,ATL,W 45-35,,5,56,11.20,0,,,0,0
37,1990,1990-10-21,6,27.251,SFO,,PIT,W 27-7,,0,0,,0,,,,
38,1990,1990-10-28,7,27.258,SFO,,CLE,W 20-17,,3,32,10.67,0,,,0,0
39,1990,1990-11-04,8,27.265,SFO,@,GNB,W 24-20,,5,57,11.40,1,,,1,6
40,1990,1990-11-11,9,27.272,SFO,@,DAL,W 24-6,,3,43,14.33,0,,,0,0
41,1990,1990-11-18,10,27.279,SFO,,TAM,W 31-7,,6,74,12.33,2,,,2,12
42,1990,1990-11-25,11,27.286,SFO,,RAM,L 17-28,,3,30,10.00,0,,,0,0
43,1990,1990-12-03,12,27.294,SFO,,NYG,W 7-3,,3,31,10.33,0,,,0,0
44,1990,1990-12-09,13,27.300,SFO,@,CIN,W 20-17,,2,27,13.50,0,,,0,0
45,1990,1990-12-17,14,27.308,SFO,@,RAM,W 26-10,,1,15,15.00,0,,,0,0
46,1990,1990-12-23,15,27.314,SFO,,NOR,L 10-13,,4,51,12.75,0,,,0,0
47,1990,1990-12-30,16,27.321,SFO,@,MIN,W 20-17,,4,43,10.75,0,,,0,0
