ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2006,2006-09-10,1,24.149,BAL,@,TAM,W 27-0,,,0,0,,0,0.0%,,0,0,,0,0,0
2,2006,2006-09-17,2,24.156,BAL,,OAK,W 28-6,,0,0,0,,0,0.0%,,0,0,,0,0,0
3,2006,2006-09-24,3,24.163,BAL,@,CLE,W 15-14,,,0,0,,0,0.0%,,0,0,,0,0,0
4,2006,2006-10-01,4,24.170,BAL,,SDG,W 16-13,,,0,0,,0,0.0%,,0,0,,0,0,0
5,2006,2006-10-09,5,24.178,BAL,@,DEN,L 3-13,,,0,0,,0,0.0%,,0,0,,0,0,0
6,2006,2006-10-15,6,24.184,BAL,,CAR,L 21-23,,,0,0,,0,0.0%,,0,0,,0,0,0
7,2006,2006-10-29,7,24.198,BAL,@,NOR,W 35-22,,0,0,0,,0,0.0%,,0,0,,0,0,0
8,2006,2006-11-05,8,24.205,BAL,,CIN,W 26-20,*,0,0,0,,0,0.0%,,1,11,11.00,0,0,0
9,2006,2006-11-12,9,24.212,BAL,@,TEN,W 27-26,*,,0,0,,0,0.0%,,0,0,,0,0,0
10,2006,2006-11-19,10,24.219,BAL,,ATL,W 24-10,,,0,0,,0,0.0%,,0,0,,0,0,0
11,2006,2006-11-26,11,24.226,BAL,,PIT,W 27-0,*,0,0,0,,0,0.0%,,0,0,,0,0,0
12,2006,2006-11-30,12,24.230,BAL,@,CIN,L 7-13,,,0,0,,0,0.0%,,0,0,,0,0,0
13,2006,2006-12-10,13,24.240,BAL,@,KAN,W 20-10,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
14,2006,2006-12-17,14,24.247,BAL,,CLE,W 27-17,,,0,0,,0,0.0%,,0,0,,0,0,0
15,2006,2006-12-24,15,24.254,BAL,@,PIT,W 31-7,,,0,0,,0,0.0%,,0,0,,0,0,0
16,2006,2006-12-31,16,24.261,BAL,,BUF,W 19-7,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
17,2007,2007-09-10,1,25.149,BAL,@,CIN,L 20-27,,,0,0,,0,0.0%,,0,0,,0,0,0
18,2007,2007-09-16,2,25.155,BAL,,NYJ,W 20-13,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0
19,2007,2007-09-23,3,25.162,BAL,,ARI,W 26-23,,,0,0,,0,0.0%,,0,0,,0,0,0
20,2007,2007-09-30,4,25.169,BAL,@,CLE,L 13-27,,6,6,34,5.67,1,100.0%,5.67,0,0,,0,1,6
21,2007,2007-10-07,5,25.176,BAL,@,SFO,W 9-7,*,7,4,28,7.00,0,57.1%,4.00,0,0,,0,0,0
22,2007,2007-10-14,6,25.183,BAL,,STL,W 22-3,,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0
23,2007,2007-10-21,7,25.190,BAL,@,BUF,L 14-19,*,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0
24,2007,2007-11-05,8,25.205,BAL,@,PIT,L 7-38,*,6,4,25,6.25,0,66.7%,4.17,0,0,,0,0,0
25,2007,2007-11-11,9,25.211,BAL,,CIN,L 7-21,,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0
26,2007,2007-11-18,10,25.218,BAL,,CLE,L 30-33,*,9,6,53,8.83,0,66.7%,5.89,0,0,,0,0,0
27,2007,2007-11-25,11,25.225,BAL,@,SDG,L 14-32,*,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0
28,2007,2007-12-03,12,25.233,BAL,,NWE,L 24-27,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
29,2007,2007-12-09,13,25.239,BAL,,IND,L 20-44,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
30,2007,2007-12-16,14,25.246,BAL,@,MIA,L 16-22,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
31,2007,2007-12-23,15,25.253,BAL,@,SEA,L 6-27,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0
