ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2001,2001-10-28,7,23.108,NYJ,@,CAR,W 13-12,,0,,,,,0.0%,
2,2001,2001-11-04,8,23.115,NYJ,@,NOR,W 16-9,,,,,,,0.0%,
3,2001,2001-11-11,9,23.122,NYJ,,KAN,W 27-7,,,,,,,0.0%,
4,2001,2001-11-18,10,23.129,NYJ,@,MIA,W 24-0,,,,,,,0.0%,
5,2001,2001-12-02,11,23.143,NYJ,,NWE,L 16-17,,,,,,,0.0%,
6,2001,2001-12-09,12,23.150,NYJ,@,PIT,L 7-18,,0,,,,,0.0%,
7,2001,2001-12-16,13,23.157,NYJ,,CIN,W 15-14,,0,,,,,0.0%,
8,2001,2001-12-23,14,23.164,NYJ,@,IND,W 29-28,,,,,,,0.0%,
9,2001,2001-12-30,15,23.171,NYJ,,BUF,L 9-14,,,,,,,0.0%,
10,2001,2002-01-06,16,23.178,NYJ,@,OAK,W 24-22,,0,,,,,0.0%,
11,2002,2002-09-29,4,24.079,NYJ,@,JAX,L 3-28,,1,1,13,13.00,0,100.0%,13.00
12,2002,2002-10-06,5,24.086,NYJ,,KAN,L 25-29,,,,,,,0.0%,
