ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,23.088,BUF,@,NYG,W 23-20,,,,,,,,,
2,1996,1996-09-08,2,23.095,BUF,,NWE,W 17-10,,,,,,,,,
3,1996,1996-09-16,3,23.103,BUF,@,PIT,L 6-24,,,,,,,,,
4,1996,1996-09-22,4,23.109,BUF,,DAL,W 10-7,,,,,,,,,
5,1996,1996-10-06,5,23.123,BUF,,IND,W 16-13,,,,,,,,,
6,1996,1996-10-13,6,23.130,BUF,,MIA,L 7-21,,,,,,,,,
7,1996,1996-10-20,7,23.137,BUF,@,NYJ,W 25-22,,,,,,,,,
8,1996,1996-10-27,8,23.144,BUF,@,NWE,L 25-28,,,,,,,,,
9,1996,1996-11-03,9,23.151,BUF,,WAS,W 38-13,,,,,,,,,
10,1996,1996-11-10,10,23.158,BUF,@,PHI,W 24-17,,,,,,,,,
11,1996,1996-11-17,11,23.165,BUF,,CIN,W 31-17,,,,,,,,,
12,1996,1996-11-24,12,23.172,BUF,,NYJ,W 35-10,,,,,,,,,
13,1996,1996-12-01,13,23.179,BUF,@,IND,L 10-13,,,,,,,,,
14,1996,1996-12-08,14,23.186,BUF,@,SEA,L 18-26,,,,,,,,,
15,1996,1996-12-16,15,23.194,BUF,@,MIA,L 14-16,,,,,,,,,
16,1996,1996-12-22,16,23.200,BUF,,KAN,W 20-9,,,,,,,,,
17,1997,1997-08-31,1,24.087,BUF,,MIN,L 13-34,,,,,,,,,
18,1997,1997-09-07,2,24.094,BUF,@,NYJ,W 28-22,,0,0,,0,0.5,0,0,0
19,1997,1997-09-14,3,24.101,BUF,@,KAN,L 16-22,,,,,,,,,
20,1997,1997-09-21,4,24.108,BUF,,IND,W 37-35,,,,,,,,,
21,1997,1997-10-05,5,24.122,BUF,,DET,W 22-13,,,,,,,,,
22,1997,1997-10-12,6,24.129,BUF,@,NWE,L 6-33,,,,,,,,,
23,1997,1997-10-20,7,24.137,BUF,@,IND,W 9-6,,0,0,,0,1.0,0,0,0
24,1997,1997-10-26,8,24.143,BUF,,DEN,L 20-23,,0,0,,0,1.0,0,0,0
25,1997,1997-11-02,9,24.150,BUF,,MIA,W 9-6,,0,0,,0,1.0,1,0,0
26,1997,1997-11-09,10,24.157,BUF,,NWE,L 10-31,,,,,,,,,
27,1997,1997-11-17,11,24.165,BUF,@,MIA,L 13-30,,,,,,,,,
28,1997,1997-11-23,12,24.171,BUF,@,TEN,L 14-31,,,,,,,,,
29,1997,1997-11-30,13,24.178,BUF,,NYJ,W 20-10,,0,0,,0,0.0,1,12,0
30,1997,1997-12-07,14,24.185,BUF,@,CHI,L 3-20,,0,0,,0,1.0,0,0,0
31,1997,1997-12-14,15,24.192,BUF,,JAX,L 14-20,,,,,,,,,
32,1997,1997-12-20,16,24.198,BUF,@,GNB,L 21-31,,,,,,,,,
33,1998,1998-09-06,1,25.093,BUF,@,SDG,L 14-16,,,,,,,,,
34,1998,1998-09-13,2,25.100,BUF,@,MIA,L 7-13,,,,,,,,,
35,1998,1998-09-20,3,25.107,BUF,,STL,L 33-34,,,,,,,,,
36,1998,1998-10-04,4,25.121,BUF,,SFO,W 26-21,,,,,,,,,
37,1998,1998-10-18,6,25.135,BUF,,JAX,W 17-16,,,,,,,,,
38,1998,1998-11-01,8,25.149,BUF,,MIA,W 30-24,,,,,,,,,
39,1998,1998-11-08,9,25.156,BUF,@,NYJ,L 12-34,,,,,,,,,
40,1998,1998-11-15,10,25.163,BUF,,NWE,W 13-10,,,,,,,,,
41,1998,1998-12-27,16,25.205,BUF,@,NOR,W 45-33,,,,,,,,,
42,1999,1999-09-12,1,26.099,BUF,@,IND,L 14-31,,,,,,,,,
43,1999,1999-09-19,2,26.106,BUF,,NYJ,W 17-3,,,,,,,,,
44,1999,1999-09-26,3,26.113,BUF,,PHI,W 26-0,,,,,,,,,
45,1999,1999-10-04,4,26.121,BUF,@,MIA,W 23-18,,,,,,,,,
46,1999,1999-10-10,5,26.127,BUF,,PIT,W 24-21,,,,,,,,,
47,1999,1999-10-17,6,26.134,BUF,,OAK,L 14-20,,,,,,,,,
48,1999,1999-10-24,7,26.141,BUF,@,SEA,L 16-26,,,,,,,,,
49,1999,1999-10-31,8,26.148,BUF,@,BAL,W 13-10,,,,,,,,,
50,1999,1999-11-07,9,26.155,BUF,@,WAS,W 34-17,,,,,,,,,
51,1999,1999-11-14,10,26.162,BUF,,MIA,W 23-3,,,,,,,,,
52,1999,1999-11-21,11,26.169,BUF,@,NYJ,L 7-17,,0,0,,0,0.5,0,0,0
53,1999,1999-11-28,12,26.176,BUF,,NWE,W 17-7,,,,,,,,,
54,1999,1999-12-12,13,26.190,BUF,,NYG,L 17-19,,,,,,,,,
55,1999,1999-12-19,14,26.197,BUF,@,ARI,W 31-21,,,,,,,,,
56,1999,1999-12-26,15,26.204,BUF,@,NWE,W 13-10,,,,,,,,,
57,1999,2000-01-02,16,26.211,BUF,,IND,W 31-6,,,,,,,,,
58,2000,2000-09-10,2,27.097,STL,@,SEA,W 37-34,,,,,,,,,
59,2000,2000-09-17,3,27.104,STL,,SFO,W 41-24,,,,,,,,,
60,2000,2000-09-24,4,27.111,STL,@,ATL,W 41-20,*,,,,,,,,
61,2000,2000-10-01,5,27.118,STL,,SDG,W 57-31,,,,,,,,,
62,2000,2000-10-15,6,27.132,STL,,ATL,W 45-29,,0,0,,0,1.0,0,0,0
63,2000,2000-10-22,7,27.139,STL,@,KAN,L 34-54,,,,,,,,,
64,2000,2000-10-29,8,27.146,STL,@,SFO,W 34-24,*,,,,,,,,
65,2000,2000-11-05,9,27.153,STL,,CAR,L 24-27,*,0,0,,0,1.0,0,0,0
66,2000,2000-11-12,10,27.160,STL,@,NYG,W 38-24,,,,,,,,,
67,2000,2000-11-20,11,27.168,STL,,WAS,L 20-33,,,,,,,,,
68,2000,2000-11-26,12,27.174,STL,,NOR,L 24-31,,,,,,,,,
69,2000,2000-12-03,13,27.181,STL,@,CAR,L 3-16,,,,,,,,,
70,2000,2000-12-10,14,27.188,STL,,MIN,W 40-29,,,,,,,,,
71,2000,2000-12-18,15,27.196,STL,@,TAM,L 35-38,,1,17,17.00,0,0.0,0,0,0
72,2000,2000-12-24,16,27.202,STL,@,NOR,W 26-21,,,,,,,,,
73,2001,2001-09-09,1,28.096,STL,@,PHI,W 20-17,,0,0,,0,1.0,0,0,0
74,2001,2001-09-23,2,28.110,STL,@,SFO,W 30-26,,,,,,,,,
75,2001,2001-09-30,3,28.117,STL,,MIA,W 42-10,,,,,,,,,
76,2001,2001-10-08,4,28.125,STL,@,DET,W 35-0,,,,,,,,,
77,2001,2001-10-14,5,28.131,STL,,NYG,W 15-14,,,,,,,,,
78,2001,2001-10-21,6,28.138,STL,@,NYJ,W 34-14,,,,,,,,,
79,2001,2001-10-28,7,28.145,STL,,NOR,L 31-34,,,,,,,,,
80,2001,2001-11-11,8,28.159,STL,,CAR,W 48-14,,,,,,,,,
81,2001,2001-11-18,9,28.166,STL,@,NWE,W 24-17,,,,,,,,,
82,2001,2001-11-26,10,28.174,STL,,TAM,L 17-24,,0,0,,0,1.0,0,0,0
83,2001,2001-12-02,11,28.180,STL,@,ATL,W 35-6,,,,,,,,,
84,2001,2001-12-09,12,28.187,STL,,SFO,W 27-14,,,,,,,,,
85,2001,2001-12-17,13,28.195,STL,@,NOR,W 34-21,,,,,,,,,
86,2001,2001-12-23,14,28.201,STL,@,CAR,W 38-32,,,,,,,,,
87,2001,2001-12-30,15,28.208,STL,,IND,W 42-17,,,,,,,,,
88,2001,2002-01-06,16,28.215,STL,,ATL,W 31-13,,,,,,,,,
89,2002,2002-09-05,1,29.092,SFO,@,NYG,W 16-13,,,,,,,,,
90,2002,2002-09-15,2,29.102,SFO,,DEN,L 14-24,,,,,,,,,
