ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,27.263,PIT,,NYG,L 7-18,2,0,0.00,0
2,1950,1950-09-24,2,27.270,PIT,@,DET,L 7-10,4,67,16.75,1
3,1950,1950-10-01,3,27.277,PIT,@,WAS,W 26-7,4,0,0.00,1
4,1950,1950-10-07,4,27.283,PIT,,CLE,L 17-30,1,41,41.00,0
5,1950,1950-10-15,5,27.291,PIT,@,NYG,W 17-6,1,58,58.00,1
6,1950,1950-10-29,7,27.305,PIT,@,CLE,L 7-45,1,20,20.00,0
7,1950,1950-11-05,8,27.312,PIT,@,PHI,W 9-7,1,10,10.00,0
8,1950,1950-12-03,11,27.340,PIT,,WAS,L 7-24,1,65,65.00,1
9,1950,1950-12-10,12,27.347,PIT,,CRD,W 28-7,0,0,,0
10,1951,1951-10-14,3,28.290,PIT,,SFO,L 24-28,5,149,29.80,2
11,1951,1951-10-21,4,28.297,PIT,@,CLE,L 0-17,2,17,8.50,0
12,1951,1951-10-28,5,28.304,PIT,@,CRD,W 28-14,1,33,33.00,1
13,1951,1951-11-18,8,28.325,PIT,,WAS,L 7-22,2,20,10.00,0
14,1951,1951-12-02,10,28.339,PIT,@,NYG,L 0-14,5,47,9.40,0
15,1951,1951-12-09,11,28.346,PIT,,CLE,L 0-28,6,80,13.33,0
16,1951,1951-12-16,12,28.353,PIT,@,WAS,W 20-10,3,47,15.67,0
17,1952,1952-10-04,2,29.281,PIT,,CLE,L 20-21,4,65,16.25,2
18,1952,1952-10-12,3,29.289,PIT,@,PHI,L 21-26,1,54,54.00,1
19,1952,1952-10-19,4,29.296,PIT,,WAS,L 24-28,4,82,20.50,2
20,1952,1952-10-26,5,29.303,PIT,@,CRD,W 34-28,5,67,13.40,1
21,1952,1952-11-02,6,29.310,PIT,@,WAS,W 24-23,3,65,21.67,0
22,1952,1952-11-09,7,29.317,PIT,,DET,L 6-31,4,37,9.25,0
23,1952,1952-11-16,8,29.324,PIT,@,CLE,L 28-29,9,120,13.33,1
24,1952,1952-11-23,9,29.331,PIT,,CRD,W 17-14,4,53,13.25,0
25,1952,1952-11-30,10,29.338,PIT,,NYG,W 63-7,2,33,16.50,1
26,1952,1952-12-07,11,29.345,PIT,@,SFO,W 24-7,6,50,8.33,0
27,1952,1952-12-14,12,29.352,PIT,@,RAM,L 14-28,10,202,20.20,1
28,1953,1953-09-27,1,30.273,PIT,@,DET,L 21-38,6,107,17.83,2
29,1953,1953-10-03,2,30.279,PIT,,NYG,W 24-14,5,41,8.20,1
30,1953,1953-10-11,3,30.287,PIT,,CRD,W 31-28,6,80,13.33,0
31,1953,1953-10-17,4,30.293,PIT,@,PHI,L 7-23,5,64,12.80,0
32,1953,1953-10-24,5,30.300,PIT,,GNB,W 31-14,4,46,11.50,0
33,1953,1953-11-01,6,30.308,PIT,,PHI,L 7-35,8,84,10.50,0
34,1953,1953-11-08,7,30.315,PIT,@,CLE,L 16-34,6,68,11.33,0
35,1953,1953-11-15,8,30.322,PIT,@,NYG,W 14-10,2,19,9.50,0
36,1953,1953-11-22,9,30.329,PIT,,CLE,L 16-20,3,46,15.33,0
37,1953,1953-11-29,10,30.336,PIT,,WAS,L 9-17,8,92,11.50,0
38,1953,1953-12-06,11,30.343,PIT,@,CRD,W 21-17,3,32,10.67,1
39,1953,1953-12-13,12,30.350,PIT,@,WAS,W 14-13,6,64,10.67,0
40,1954,1954-09-26,1,31.272,PIT,@,GNB,W 21-20,7,69,9.86,1
41,1954,1954-10-02,2,31.278,PIT,,WAS,W 37-7,4,71,17.75,1
42,1954,1954-10-09,3,31.285,PIT,@,PHI,L 22-24,1,9,9.00,0
43,1954,1954-10-17,4,31.293,PIT,,CLE,W 55-27,2,47,23.50,0
44,1954,1954-10-23,5,31.299,PIT,,PHI,W 17-7,3,98,32.67,1
45,1954,1954-10-31,6,31.307,PIT,@,CRD,L 14-17,6,74,12.33,1
46,1954,1954-11-07,7,31.314,PIT,,NYG,L 6-30,3,34,11.33,0
47,1954,1954-11-14,8,31.321,PIT,@,WAS,L 14-17,6,74,12.33,1
48,1954,1954-11-20,9,31.327,PIT,,SFO,L 3-31,3,56,18.67,0
49,1954,1954-11-28,10,31.335,PIT,,CRD,W 20-17,3,25,8.33,0
50,1954,1954-12-05,11,31.342,PIT,@,NYG,L 3-24,2,27,13.50,0
51,1955,1955-09-26,1,32.272,PIT,,CRD,W 14-7,4,51,12.75,0
52,1955,1955-10-02,2,32.278,PIT,@,RAM,L 26-27,2,26,13.00,0
53,1955,1955-10-09,3,32.285,PIT,,NYG,W 30-23,2,61,30.50,0
54,1955,1955-10-15,4,32.291,PIT,,PHI,W 13-7,3,25,8.33,0
55,1955,1955-10-23,5,32.299,PIT,@,NYG,W 19-17,3,30,10.00,0
56,1955,1955-10-30,6,32.306,PIT,@,PHI,L 0-24,1,6,6.00,0
57,1955,1955-11-05,7,32.312,PIT,@,CRD,L 13-27,5,35,7.00,0
58,1955,1955-11-13,8,32.320,PIT,,DET,L 28-31,5,55,11.00,0
59,1955,1955-11-20,9,32.327,PIT,@,CLE,L 14-41,4,76,19.00,2
60,1955,1955-11-27,10,32.334,PIT,,WAS,L 14-23,2,35,17.50,0
61,1955,1955-12-11,12,32.348,PIT,@,WAS,L 17-28,5,88,17.60,0
62,1956,1956-09-30,1,33.277,PIT,,WAS,W 30-13,1,16,16.00,0
