ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-08,1,22.306,OAK,,DEN,L 14-41,,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,0.0,0,0
2,2008,2008-09-14,2,22.312,OAK,@,KAN,W 23-8,,1,,,,,0.0%,,,,,,,,,,
3,2008,2008-09-21,3,22.319,OAK,@,BUF,L 23-24,,,,,,,0.0%,,,,,,,,,,
4,2008,2008-09-28,4,22.326,OAK,,SDG,L 18-28,,1,,,,,0.0%,,,,,,,,,,
5,2008,2008-10-12,5,22.340,OAK,@,NOR,L 3-34,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,0.0,0,0
6,2008,2008-10-19,6,22.347,OAK,,NYJ,W 16-13,*,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,0.0,0,0
7,2008,2008-10-26,7,22.354,OAK,@,BAL,L 10-29,*,5,3,76,25.33,0,60.0%,15.20,0,0,,0,0,0,0.0,0,0
8,2008,2008-11-02,8,22.361,OAK,,ATL,L 0-24,*,1,,,,,0.0%,,,,,,,,,,
9,2008,2008-11-09,9,23.002,OAK,,CAR,L 6-17,*,2,0,0,,0,0.0%,0.00,1,-2,-2.00,0,0,0,0.0,0,0
10,2008,2008-11-16,10,23.009,OAK,@,MIA,L 15-17,*,1,,,,,0.0%,,,,,,,,,,
11,2008,2008-11-23,11,23.016,OAK,@,DEN,W 31-10,,0,,,,,0.0%,,,,,,,,,,
12,2008,2008-11-30,12,23.023,OAK,,KAN,L 13-20,,,,,,,0.0%,,,,,,,,,,
13,2008,2008-12-04,13,23.027,OAK,@,SDG,L 7-34,,1,,,,,0.0%,,,,,,,,,,
14,2008,2008-12-14,14,23.037,OAK,,NWE,L 26-49,,5,1,4,4.00,0,20.0%,0.80,0,0,,0,0,0,0.0,0,0
15,2008,2008-12-21,15,23.044,OAK,,HOU,W 27-16,*,3,3,52,17.33,1,100.0%,17.33,0,0,,0,1,6,0.0,0,0
16,2008,2008-12-28,16,23.051,OAK,@,TAM,W 31-24,,3,3,46,15.33,1,100.0%,15.33,0,0,,0,1,6,0.0,0,0
17,2009,2009-11-15,9,24.008,OAK,,KAN,L 10-16,*,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,0.0,0,0
18,2009,2009-11-22,10,24.015,OAK,,CIN,W 20-17,*,4,2,41,20.50,0,50.0%,10.25,0,0,,0,0,0,0.0,1,0
19,2009,2009-11-26,11,24.019,OAK,@,DAL,L 7-24,*,7,2,32,16.00,0,28.6%,4.57,0,0,,0,0,0,0.0,0,0
20,2009,2009-12-06,12,24.029,OAK,@,PIT,W 27-24,*,6,3,45,15.00,1,50.0%,7.50,0,0,,0,1,6,0.0,0,0
21,2009,2009-12-13,13,24.036,OAK,,WAS,L 13-34,*,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,1,0
22,2009,2009-12-20,14,24.043,OAK,@,DEN,W 20-19,*,7,5,37,7.40,1,71.4%,5.29,0,0,,0,1,6,0.0,0,0
23,2009,2009-12-27,15,24.050,OAK,@,CLE,L 9-23,*,11,4,64,16.00,0,36.4%,5.82,0,0,,0,0,0,0.0,0,0
24,2009,2010-01-03,16,24.057,OAK,,BAL,L 13-21,*,9,8,99,12.38,0,88.9%,11.00,0,0,,0,0,0,0.0,0,0
25,2010,2010-12-05,12,25.028,OAK,@,SDG,W 28-13,,1,,,,,0.0%,,,,,,,,,,
26,2010,2010-12-12,13,25.035,OAK,@,JAX,L 31-38,,1,,,,,0.0%,,,,,,,,,,
27,2010,2010-12-19,14,25.042,OAK,,DEN,W 39-23,,,,,,,0.0%,,,,,,,,,,
28,2010,2010-12-26,15,25.049,OAK,,IND,L 26-31,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
29,2010,2011-01-02,16,25.056,OAK,@,KAN,W 31-10,,5,3,24,8.00,1,60.0%,4.80,0,0,,0,1,6,0.0,0,0
30,2011,2011-09-12,1,25.309,OAK,@,DEN,W 23-20,,,,,,,0.0%,,,,,,,,,,
31,2011,2011-09-18,2,25.315,OAK,@,BUF,L 35-38,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
32,2011,2011-09-25,3,25.322,OAK,,NYJ,W 34-24,,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,0.0,0,0
33,2011,2011-10-02,4,25.329,OAK,,NWE,L 19-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
34,2011,2011-10-09,5,25.336,OAK,@,HOU,W 25-20,,3,2,25,12.50,1,66.7%,8.33,0,0,,0,1,6,0.0,0,0
35,2011,2011-10-16,6,25.343,OAK,,CLE,W 24-17,,,,,,,0.0%,,,,,,,,,,
36,2011,2011-11-06,8,25.364,OAK,,DEN,L 24-38,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0
37,2011,2011-11-10,9,26.003,OAK,@,SDG,W 24-17,,,,,,,0.0%,,,,,,,,,,
38,2011,2011-11-20,10,26.013,OAK,@,MIN,W 27-21,,2,1,11,11.00,1,50.0%,5.50,0,0,,0,1,6,0.0,0,0
39,2011,2011-11-27,11,26.020,OAK,,CHI,W 25-20,*,8,4,58,14.50,0,50.0%,7.25,0,0,,0,0,0,0.0,0,0
40,2011,2011-12-04,12,26.027,OAK,@,MIA,L 14-34,*,7,6,89,14.83,0,85.7%,12.71,0,0,,0,0,0,0.0,0,0
41,2011,2011-12-11,13,26.034,OAK,@,GNB,L 16-46,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,0.0,0,0
42,2011,2011-12-18,14,26.041,OAK,,DET,L 27-28,*,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,0.0,0,0
43,2011,2011-12-24,15,26.047,OAK,@,KAN,W 16-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
44,2011,2012-01-01,16,26.055,OAK,,SDG,L 26-38,,,,,,,0.0%,,,,,,,,,,
45,2012,2012-09-09,1,26.307,NYJ,,BUF,W 48-28,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
46,2012,2012-09-16,2,26.314,NYJ,@,PIT,L 10-27,,,,,,,0.0%,,,,,,,,,,
47,2012,2012-09-23,3,26.321,NYJ,@,MIA,W 23-20,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,0.0,0,0
48,2012,2012-09-30,4,26.328,NYJ,,SFO,L 0-34,*,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0,0,0.0,0,0
49,2012,2012-10-08,5,26.336,NYJ,,HOU,L 17-23,*,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,0.0,0,0
50,2012,2012-10-14,6,26.342,NYJ,,IND,W 35-9,*,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,0.0,0,0
51,2012,2012-10-21,7,26.349,NYJ,@,NWE,L 26-29,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
52,2012,2012-10-28,8,26.356,NYJ,,MIA,L 9-30,,5,4,29,7.25,1,80.0%,5.80,0,0,,0,1,6,0.0,0,0
53,2012,2012-11-11,9,27.004,NYJ,@,SEA,L 7-28,,,,,,,0.0%,,,,,,,,,,
54,2012,2012-11-18,10,27.011,NYJ,@,STL,W 27-13,*,5,4,48,12.00,1,80.0%,9.60,0,0,,0,1,6,0.0,0,0
55,2012,2012-11-22,11,27.015,NYJ,,NWE,L 19-49,*,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,0.0,0,0
56,2012,2012-12-02,12,27.025,NYJ,,ARI,W 7-6,,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,0.0,0,0
57,2012,2012-12-09,13,27.032,NYJ,@,JAX,W 17-10,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,0.0,0,0
58,2012,2012-12-17,14,27.040,NYJ,@,TEN,L 10-14,*,,,,,,0.0%,,,,,,,,,,
59,2012,2012-12-23,15,27.046,NYJ,,SDG,L 17-27,,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,0.0,0,0
