ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2006,2006-10-15,5,23.246,DAL,,HOU,W 34-6,,,0,0,,0,0.0%,,0,0,,0,0,0
2,2006,2006-10-23,6,23.254,DAL,,NYG,L 22-36,,,0,0,,0,0.0%,,0,0,,0,0,0
3,2006,2006-10-29,7,23.260,DAL,@,CAR,W 35-14,,,0,0,,0,0.0%,,0,0,,0,0,0
4,2006,2006-11-12,9,23.274,DAL,@,ARI,W 27-10,,,0,0,,0,0.0%,,0,0,,0,0,0
5,2007,2007-09-09,1,24.210,DAL,,NYG,W 45-35,,0,0,0,,0,0.0%,,1,16,16.00,0,0,0
6,2007,2007-09-16,2,24.217,DAL,@,MIA,W 37-20,,1,1,2,2.00,1,100.0%,2.00,1,0,0.00,0,1,6
7,2007,2007-09-23,3,24.224,DAL,@,CHI,W 34-10,,,0,0,,0,0.0%,,0,0,,0,0,0
8,2007,2007-09-30,4,24.231,DAL,,STL,W 35-7,,,0,0,,0,0.0%,,0,0,,0,0,0
9,2007,2007-10-08,5,24.239,DAL,@,BUF,W 25-24,,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2007,2007-10-14,6,24.245,DAL,,NWE,L 27-48,,,0,0,,0,0.0%,,0,0,,0,0,0
11,2007,2007-10-21,7,24.252,DAL,,MIN,W 24-14,,,0,0,,0,0.0%,,0,0,,0,0,0
12,2007,2007-11-04,8,24.266,DAL,@,PHI,W 38-17,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
13,2007,2007-11-11,9,24.273,DAL,@,NYG,W 31-20,,1,1,15,15.00,1,100.0%,15.00,0,0,,0,1,6
14,2007,2007-11-18,10,24.280,DAL,,WAS,W 28-23,,,0,0,,0,0.0%,,0,0,,0,0,0
15,2007,2007-11-22,11,24.284,DAL,,NYJ,W 34-3,,,0,0,,0,0.0%,,0,0,,0,0,0
16,2007,2007-11-29,12,24.291,DAL,,GNB,W 37-27,,,0,0,,0,0.0%,,0,0,,0,0,0
17,2007,2007-12-09,13,24.301,DAL,@,DET,W 28-27,,0,0,0,,0,0.0%,,1,11,11.00,0,0,0
18,2007,2007-12-16,14,24.308,DAL,,PHI,L 6-10,,,0,0,,0,0.0%,,0,0,,0,0,0
19,2007,2007-12-22,15,24.314,DAL,@,CAR,W 20-13,,,0,0,,0,0.0%,,0,0,,0,0,0
20,2007,2007-12-30,16,24.322,DAL,@,WAS,L 6-27,,0,0,0,,0,0.0%,,0,0,,0,0,0
21,2008,2008-09-07,1,25.209,DAL,@,CLE,W 28-10,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
22,2008,2008-09-15,2,25.217,DAL,,PHI,W 41-37,*,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0
23,2008,2008-09-21,3,25.223,DAL,@,GNB,W 27-16,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
24,2008,2008-09-28,4,25.230,DAL,,WAS,L 24-26,,1,1,-4,-4.00,0,100.0%,-4.00,0,0,,0,0,0
25,2008,2008-10-05,5,25.237,DAL,,CIN,W 31-22,*,1,,,,,0.0%,,,,,,,
26,2008,2008-10-12,6,25.244,DAL,@,ARI,L 24-30,,1,1,4,4.00,0,100.0%,4.00,1,4,4.00,0,0,0
27,2008,2008-10-19,7,25.251,DAL,@,STL,L 14-34,,,,,,,0.0%,,,,,,,
28,2008,2008-10-26,8,25.258,DAL,,TAM,W 13-9,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0
29,2008,2008-11-02,9,25.265,DAL,@,NYG,L 14-35,*,,,,,,0.0%,,,,,,,
30,2008,2008-11-16,10,25.279,DAL,@,WAS,W 14-10,,,,,,,0.0%,,,,,,,
31,2008,2008-11-23,11,25.286,DAL,,SFO,W 35-22,,1,,,,,0.0%,,,,,,,
32,2008,2008-11-27,12,25.290,DAL,,SEA,W 34-9,,,,,,,0.0%,,,,,,,
33,2008,2008-12-07,13,25.300,DAL,@,PIT,L 13-20,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
34,2008,2008-12-14,14,25.307,DAL,,NYG,W 20-8,,,,,,,0.0%,,,,,,,
35,2008,2008-12-20,15,25.313,DAL,,BAL,L 24-33,*,,,,,,0.0%,,,,,,,
36,2008,2008-12-28,16,25.321,DAL,@,PHI,L 6-44,*,,,,,,0.0%,,,,,,,
