ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,1995,1995-10-15,6,25.135,NOR,,MIA,W 33-30,,,,,,,,
2,1995,1995-10-22,7,25.142,NOR,@,CAR,L 3-20,,,,,,,,
3,1995,1995-10-29,8,25.149,NOR,@,SFO,W 11-7,,,,,,,,
4,1995,1995-11-05,9,25.156,NOR,,STL,W 19-10,,,,,,,,
5,1995,1995-11-12,10,25.163,NOR,,IND,W 17-14,,,,,,,,
6,1995,1995-11-19,11,25.170,NOR,@,MIN,L 24-43,,,,,,,,
7,1995,1995-11-26,12,25.177,NOR,,CAR,W 34-26,,,,,,,,
8,1995,1995-12-03,13,25.184,NOR,@,NWE,W 31-17,,,,,,,,
9,1995,1995-12-10,14,25.191,NOR,@,ATL,L 14-19,,,,,,,,
10,1995,1995-12-16,15,25.197,NOR,,GNB,L 23-34,,,,,,,,
11,1995,1995-12-24,16,25.205,NOR,@,NYJ,W 12-0,,,,,,,,
12,1996,1996-09-01,1,26.091,NOR,@,SFO,L 11-27,,,,,,,,
13,1996,1996-09-08,2,26.098,NOR,,CAR,L 20-22,,,,,,,,
14,1996,1996-09-15,3,26.105,NOR,@,CIN,L 15-30,,,,,,,,
15,1996,1996-09-22,4,26.112,NOR,,ARI,L 14-28,,,,,,,,
16,1996,1996-10-06,6,26.126,NOR,,JAX,W 17-13,,,,,,,,
17,1996,1996-10-13,7,26.133,NOR,,CHI,W 27-24,,,,,,,,
18,1996,1996-10-20,8,26.140,NOR,@,CAR,L 7-19,,,,,,,,
19,1996,1996-11-03,9,26.154,NOR,,SFO,L 17-24,,,,,,,,
20,1996,1996-11-10,10,26.161,NOR,,HOU,L 14-31,,,,,,,,
21,1996,1996-11-17,11,26.168,NOR,@,ATL,L 15-17,,,,,,,,
22,1996,1996-11-24,12,26.175,NOR,@,TAM,L 7-13,,,,,,,,
23,1996,1996-12-01,13,26.182,NOR,,STL,L 10-26,,,,,,,,
24,1996,1996-12-08,14,26.189,NOR,,ATL,L 15-31,,,,,,,,
25,1996,1996-12-15,15,26.196,NOR,@,NYG,W 17-3,,,,,,,,
26,1996,1996-12-21,16,26.202,NOR,@,STL,L 13-14,,,,,,,,
27,1997,1997-08-31,1,27.090,NOR,@,STL,L 24-38,,,,,,,,
