ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2015,2015-10-11,4,22.125,NWE,@,DAL,W 30-6,,,0,0,0.0,0,0
2,2015,2015-10-18,5,22.132,NWE,@,IND,W 34-27,,,0,0,0.0,0,0
3,2015,2015-10-25,6,22.139,NWE,,NYJ,W 30-23,,,0,0,0.0,0,0
4,2015,2015-10-29,7,22.143,NWE,,MIA,W 36-7,,,0,0,0.0,0,0
5,2015,2015-11-08,8,22.153,NWE,,WAS,W 27-10,,,0,0,0.0,0,0
6,2015,2015-11-15,9,22.160,NWE,@,NYG,W 27-26,,,0,0,0.0,0,0
7,2015,2015-11-23,10,22.168,NWE,,BUF,W 20-13,,,0,0,0.0,0,0
8,2015,2015-11-29,11,22.174,NWE,@,DEN,L 24-30,,,0,0,0.0,0,0
9,2015,2015-12-06,12,22.181,NWE,,PHI,L 28-35,,,0,0,0.0,0,0
10,2015,2015-12-13,13,22.188,NWE,@,HOU,W 27-6,,,0,0,0.0,0,0
11,2015,2015-12-20,14,22.195,NWE,,TEN,W 33-16,,,0,0,0.0,0,0
12,2015,2015-12-27,15,22.202,NWE,@,NYJ,L 20-26,,,0,0,0.0,0,0
13,2015,2016-01-03,16,22.209,NWE,@,MIA,L 10-20,,,0,0,0.0,0,0
14,2016,2016-09-11,1,23.095,NWE,@,ARI,W 23-21,,,0,0,0.0,0,0
15,2016,2016-09-18,2,23.102,NWE,,MIA,W 31-24,,,0,0,0.0,0,0
16,2016,2016-09-22,3,23.106,NWE,,HOU,W 27-0,,,0,0,0.0,0,0
17,2016,2016-10-02,4,23.116,NWE,,BUF,L 0-16,,,0,0,0.0,0,0
18,2016,2016-10-09,5,23.123,NWE,@,CLE,W 33-13,,,0,0,0.0,0,0
19,2016,2016-10-16,6,23.130,NWE,,CIN,W 35-17,,,0,0,0.0,0,0
20,2016,2016-10-23,7,23.137,NWE,@,PIT,W 27-16,,,0,0,0.0,0,0
21,2016,2016-10-30,8,23.144,NWE,@,BUF,W 41-25,,,0,0,0.0,1,0
22,2016,2016-11-13,9,23.158,NWE,,SEA,L 24-31,,,0,0,0.0,0,0
23,2016,2016-11-20,10,23.165,NWE,@,SFO,W 30-17,,,0,0,0.0,0,0
24,2016,2016-11-27,11,23.172,NWE,@,NYJ,W 22-17,,,0,0,0.0,0,0
25,2016,2016-12-04,12,23.179,NWE,,LAR,W 26-10,,,0,0,0.0,0,0
26,2016,2016-12-12,13,23.187,NWE,,BAL,W 30-23,,,0,0,0.0,0,0
27,2016,2016-12-18,14,23.193,NWE,@,DEN,W 16-3,,,0,0,0.0,0,0
28,2016,2016-12-24,15,23.199,NWE,,NYJ,W 41-3,,,0,0,0.0,0,0
29,2016,2017-01-01,16,23.207,NWE,@,MIA,W 35-14,,,0,0,0.0,0,0
30,2017,2017-09-07,1,24.091,NWE,,KAN,L 27-42,,,0,0,0.0,0,0
31,2017,2017-09-17,2,24.101,NWE,@,NOR,W 36-20,,,0,0,0.0,0,0
32,2017,2017-09-24,3,24.108,NWE,,HOU,W 36-33,,,0,0,0.0,0,0
33,2017,2017-10-05,5,24.119,NWE,@,TAM,W 19-14,,,0,0,0.0,0,0
34,2017,2017-10-15,6,24.129,NWE,@,NYJ,W 24-17,,,0,0,0.0,0,0
35,2017,2017-10-22,7,24.136,NWE,,ATL,W 23-7,,,0,0,0.0,0,0
36,2017,2017-10-29,8,24.143,NWE,,LAC,W 21-13,,1,0,2,0.0,0,0
37,2017,2017-11-12,9,24.157,NWE,@,DEN,W 41-16,,,0,0,0.0,0,0
38,2017,2017-11-19,10,24.164,NWE,@,OAK,W 33-8,,,0,0,0.0,0,0
39,2017,2017-11-26,11,24.171,NWE,,MIA,W 35-17,,,0,0,0.0,0,0
40,2017,2017-12-03,12,24.178,NWE,@,BUF,W 23-3,,,0,0,0.0,0,0
41,2017,2017-12-24,15,24.199,NWE,,BUF,W 37-16,,,0,0,0.0,0,0
42,2017,2017-12-31,16,24.206,NWE,,NYJ,W 26-6,,,0,0,0.0,0,0
43,2018,2018-09-09,1,25.093,NWE,,HOU,W 27-20,,,0,0,0.0,0,0
44,2018,2018-09-16,2,25.100,NWE,@,JAX,L 20-31,,,0,0,0.0,0,0
45,2018,2018-09-23,3,25.107,NWE,@,DET,L 10-26,,,0,0,0.0,0,0
