ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2000,2000-10-15,7,24.353,CHI,,MIN,L 16-28,*,1,,,,,0.0%,
2,2000,2000-10-22,8,24.360,CHI,@,PHI,L 9-13,,,,,,,0.0%,
3,2000,2000-11-12,10,25.015,CHI,@,BUF,L 3-20,,1,1,4,4.00,0,100.0%,4.00
4,2000,2000-11-19,11,25.022,CHI,,TAM,W 13-10,,,,,,,0.0%,
5,2000,2000-11-26,12,25.029,CHI,@,NYJ,L 10-17,,,,,,,0.0%,
6,2000,2000-12-03,13,25.036,CHI,,GNB,L 6-28,,,,,,,0.0%,
7,2000,2000-12-10,14,25.043,CHI,,NWE,W 24-17,,2,2,14,7.00,0,100.0%,7.00
8,2000,2000-12-17,15,25.050,CHI,@,SFO,L 0-17,,1,,,,,0.0%,
9,2000,2000-12-24,16,25.057,CHI,@,DET,W 23-20,*,1,1,10,10.00,0,100.0%,10.00
10,2001,2001-09-09,1,25.316,CHI,@,BAL,L 6-17,,,,,,,0.0%,
11,2001,2001-09-23,2,25.330,CHI,,MIN,W 17-10,,,,,,,0.0%,
12,2001,2001-10-07,3,25.344,CHI,@,ATL,W 31-3,,,,,,,0.0%,
13,2001,2001-10-14,4,25.351,CHI,,ARI,W 20-13,,0,,,,,0.0%,
14,2001,2001-10-21,5,25.358,CHI,@,CIN,W 24-0,,,,,,,0.0%,
15,2001,2001-10-28,6,26.000,CHI,,SFO,W 37-31,,,,,,,0.0%,
