ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1985,1985-09-08,1,22.133,HOU,,MIA,W 26-23,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,0,0,
2,1985,1985-09-15,2,22.140,HOU,@,WAS,L 13-16,,0,0,,0,,,0,0,,0,1,23,23.00,0,3,25,8.33,0,0,0
3,1985,1985-09-22,3,22.147,HOU,@,PIT,L 0-20,,0,0,,0,,,0,0,,0,2,54,27.00,0,1,6,6.00,0,0,0
4,1985,1985-09-29,4,22.154,HOU,,DAL,L 10-17,,0,0,,0,,,0,0,,0,1,20,20.00,0,3,26,8.67,0,0,0
5,1985,1985-10-06,5,22.161,HOU,@,DEN,L 20-31,,0,0,,0,,,0,0,,0,2,48,24.00,0,0,0,,0,0,0
6,1985,1985-10-13,6,22.168,HOU,,CLE,L 6-21,,0,0,,0,,,0,0,,0,0,0,,0,3,18,6.00,0,0,0
7,1985,1985-10-20,7,22.175,HOU,,CIN,W 44-27,,0,0,,0,,,0,0,,0,1,23,23.00,0,3,40,13.33,0,0,0
8,1985,1985-10-27,8,22.182,HOU,@,STL,W 20-10,,0,0,,0,,,0,0,,0,1,38,38.00,0,2,27,13.50,0,0,0
9,1985,1985-11-03,9,22.189,HOU,,KAN,W 23-20,,0,0,,0,,,2,-4,-2.00,0,4,110,27.50,0,1,4,4.00,0,0,0
10,1985,1985-11-24,12,22.210,HOU,,SDG,W 37-35,,0,0,,0,,,0,0,,0,3,76,25.33,0,0,0,,0,0,0
11,1985,1985-12-01,13,22.217,HOU,@,CIN,L 27-45,,0,0,,0,,,0,0,,0,5,135,27.00,0,0,0,,0,0,0
12,1985,1985-12-08,14,22.224,HOU,,NYG,L 14-35,,1,19,19.00,0,,,0,0,,0,2,41,20.50,0,3,8,2.67,0,0,0
13,1985,1985-12-15,15,22.231,HOU,@,CLE,L 21-28,,1,9,9.00,0,,,0,0,,0,3,56,18.67,0,3,31,10.33,0,0,0
14,1985,1985-12-22,16,22.238,HOU,@,IND,L 16-34,,0,0,,0,,,0,0,,0,1,18,18.00,0,2,30,15.00,0,0,0
15,1986,1986-09-07,1,23.132,HOU,@,GNB,W 31-3,,1,26,26.00,0,,,0,0,,0,1,31,31.00,0,1,6,6.00,0,0,0
16,1986,1986-09-14,2,23.139,HOU,,CLE,L 20-23,,1,28,28.00,0,,,0,0,,0,1,17,17.00,0,4,5,1.25,0,0,0
17,1986,1986-09-21,3,23.146,HOU,@,KAN,L 13-27,,3,40,13.33,0,,,0,0,,0,1,20,20.00,0,2,24,12.00,0,0,0
