ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1985,1985-09-08,1,23.192,ATL,,DET,L 27-28,,0,0,,0,,,0,0,,0,0,0,,0,0,
2,1985,1985-09-15,2,23.199,ATL,@,SFO,L 16-35,,0,0,,0,,,0,0,,0,1,8,8.00,0,0,0
3,1985,1985-09-22,3,23.206,ATL,,DEN,L 28-44,,0,0,,0,,,0,0,,0,1,11,11.00,0,0,0
4,1985,1985-09-29,4,23.213,ATL,@,RAM,L 6-17,,0,0,,0,,,1,3,3.00,0,0,0,,0,0,0
5,1985,1985-10-06,5,23.220,ATL,,SFO,L 17-38,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0
6,1985,1985-10-13,6,23.227,ATL,@,SEA,L 26-30,,1,29,29.00,0,,,0,0,,0,0,0,,0,0,0
7,1985,1985-10-20,7,23.234,ATL,,NOR,W 31-24,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0
8,1985,1985-10-27,8,23.241,ATL,@,DAL,L 10-24,,0,0,,0,,,0,0,,0,1,0,0.00,0,0,0
9,1985,1985-11-03,9,23.248,ATL,,WAS,L 10-44,,0,0,,0,,,0,0,,0,0,0,,0,0,
10,1985,1985-11-10,10,23.255,ATL,@,PHI,L 17-23,,0,0,,0,,,0,0,,0,0,0,,0,0,
11,1985,1985-11-17,11,23.262,ATL,,RAM,W 30-14,,0,0,,0,,,0,0,,0,0,0,,0,0,
12,1985,1985-11-24,12,23.269,ATL,@,CHI,L 0-36,,0,0,,0,,,0,0,,0,1,14,14.00,0,0,0
13,1985,1985-12-01,13,23.276,ATL,,RAI,L 24-34,,0,0,,0,,,0,0,,0,0,0,,0,0,
14,1985,1985-12-08,14,23.283,ATL,@,KAN,L 10-38,,0,0,,0,,,0,0,,0,0,0,,0,0,
15,1985,1985-12-15,15,23.290,ATL,,MIN,W 14-13,,0,0,,0,,,0,0,,0,0,0,,0,0,
16,1985,1985-12-22,16,23.297,ATL,@,NOR,W 16-10,,0,0,,0,,,0,0,,0,0,0,,0,0,
17,1986,1986-09-07,1,24.191,ATL,@,NOR,W 31-10,,0,0,,0,,,0,0,,0,,,,,0,
18,1986,1986-09-14,2,24.198,ATL,,STL,W 33-13,,2,21,10.50,0,,,0,0,,0,0,0,,0,0,0
19,1986,1986-09-21,3,24.205,ATL,@,DAL,W 37-35,,2,39,19.50,1,,,0,0,,0,0,0,,0,1,6
20,1986,1986-09-28,4,24.212,ATL,@,TAM,W 23-20,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0
21,1986,1986-10-05,5,24.219,ATL,,PHI,L 0-16,,3,15,5.00,0,,,0,0,,0,0,0,,0,0,0
22,1986,1986-10-12,6,24.226,ATL,,RAM,W 26-14,,0,0,,0,,,0,0,,0,,,,,0,
23,1986,1986-10-19,7,24.233,ATL,,SFO,T 10-10,,0,0,,0,,,0,0,,0,,,,,0,
