ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2004,2004-09-12,1,23.336,DAL,@,MIN,L 17-35,,5,35,7.00,1,0,0,0,,0,0.0%,,3,97,32.33,0,1,6
2,2004,2004-09-19,2,23.343,DAL,,CLE,W 19-12,,4,15,3.75,0,0,0,0,,0,0.0%,,2,40,20.00,0,0,0
3,2004,2004-09-27,3,23.351,DAL,@,WAS,W 21-18,,4,10,2.50,0,0,0,0,,0,0.0%,,2,24,12.00,0,0,0
4,2004,2004-10-10,4,23.364,DAL,,NYG,L 10-26,,4,28,7.00,0,0,0,0,,0,0.0%,,3,58,19.33,0,0,0
5,2004,2004-10-17,5,24.005,DAL,,PIT,L 20-24,,2,-3,-1.50,0,0,0,0,,0,0.0%,,2,37,18.50,0,0,0
6,2004,2004-10-24,6,24.012,DAL,@,GNB,L 20-41,,0,0,,0,3,1,4,4.00,0,33.3%,1.33,2,32,16.00,0,0,0
7,2004,2004-10-31,7,24.019,DAL,,DET,W 31-21,,0,0,,0,0,0,0,,0,0.0%,,3,85,28.33,0,0,0
8,2004,2004-11-07,8,24.026,DAL,@,CIN,L 3-26,,6,39,6.50,0,0,0,0,,0,0.0%,,4,90,22.50,0,0,0
9,2004,2004-11-15,9,24.034,DAL,,PHI,L 21-49,,2,4,2.00,0,0,0,0,,0,0.0%,,5,153,30.60,0,0,0
10,2004,2004-11-21,10,24.040,DAL,@,BAL,L 10-30,,0,0,,0,0,0,0,,0,0.0%,,5,102,20.40,0,0,0
11,2004,2004-11-25,11,24.044,DAL,,CHI,W 21-7,,,,,,,,,,,0.0%,,,,,,,
12,2004,2004-12-06,12,24.055,DAL,@,SEA,W 43-39,,0,0,,0,0,0,0,,0,0.0%,,6,143,23.83,0,0,0
13,2004,2004-12-12,13,24.061,DAL,,NOR,L 13-27,,0,0,,0,0,0,0,,0,0.0%,,4,103,25.75,0,0,0
14,2004,2004-12-19,14,24.068,DAL,@,PHI,L 7-12,,,,,,,,,,,0.0%,,,,,,,
15,2005,2005-10-09,5,24.362,GNB,,NOR,W 52-3,,7,7,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
16,2005,2005-10-23,6,25.011,GNB,@,MIN,L 20-23,,0,0,,0,0,0,0,,0,0.0%,,2,35,17.50,0,0,0
17,2005,2005-10-30,7,25.018,GNB,@,CIN,L 14-21,,1,4,4.00,0,0,0,0,,0,0.0%,,4,103,25.75,0,0,0
18,2005,2005-11-06,8,25.025,GNB,,PIT,L 10-20,*,2,3,1.50,0,0,0,0,,0,0.0%,,3,49,16.33,0,0,0
19,2005,2005-11-13,9,25.032,GNB,@,ATL,W 33-25,,1,2,2.00,0,1,1,5,5.00,0,100.0%,5.00,2,57,28.50,0,0,0
20,2005,2005-11-21,10,25.040,GNB,,MIN,L 17-20,,0,0,,0,0,0,0,,0,0.0%,,2,38,19.00,0,0,0
21,2005,2005-11-27,11,25.046,GNB,@,PHI,L 14-19,,0,0,,0,0,0,0,,0,0.0%,,2,37,18.50,0,0,0
22,2006,2006-09-11,1,25.334,OAK,,SDG,L 0-27,,0,0,,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0
23,2006,2006-09-17,2,25.340,OAK,@,BAL,L 6-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
24,2006,2006-10-01,3,25.354,OAK,,CLE,L 21-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
25,2006,2006-10-08,4,25.361,OAK,@,SFO,L 20-34,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
26,2006,2006-10-15,5,26.003,OAK,@,DEN,L 3-13,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
27,2006,2006-10-22,6,26.010,OAK,,ARI,W 22-9,*,2,7,3.50,1,2,1,9,9.00,0,50.0%,4.50,0,0,,0,1,6
28,2006,2006-10-29,7,26.017,OAK,,PIT,W 20-13,*,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
29,2006,2006-11-06,8,26.025,OAK,@,SEA,L 0-16,*,0,0,,0,3,2,17,8.50,0,66.7%,5.67,1,9,9.00,0,0,0
30,2006,2006-11-12,9,26.031,OAK,,DEN,L 13-17,,0,0,,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0
31,2006,2006-11-19,10,26.038,OAK,@,KAN,L 13-17,,1,4,4.00,0,0,0,0,,0,0.0%,,1,14,14.00,0,0,0
32,2006,2006-11-26,11,26.045,OAK,@,SDG,L 14-21,,1,1,1.00,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,6
33,2006,2006-12-03,12,26.052,OAK,,HOU,L 14-23,,6,42,7.00,0,5,5,57,11.40,0,100.0%,11.40,1,9,9.00,0,0,0
34,2006,2006-12-10,13,26.059,OAK,@,CIN,L 10-27,,1,-3,-3.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
35,2006,2006-12-17,14,26.066,OAK,,STL,L 0-20,,2,3,1.50,0,5,5,21,4.20,0,100.0%,4.20,0,0,,0,0,0
36,2006,2006-12-23,15,26.072,OAK,,KAN,L 9-20,,4,17,4.25,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0
37,2006,2006-12-31,16,26.080,OAK,@,NYJ,L 3-23,,2,3,1.50,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
