ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1981,1981-09-27,4,22.179,TAM,,STL,W 20-10,2,2,100.0,2,2,100.0,0,8
2,1981,1981-10-04,5,22.186,TAM,,DET,W 28-10,4,4,100.0,,,,0,4
3,1981,1981-10-11,6,22.193,TAM,@,GNB,W 21-10,3,3,100.0,,1,0.0,0,3
4,1981,1981-10-18,7,22.200,TAM,@,OAK,L 16-18,1,2,50.0,1,2,50.0,0,4
5,1981,1981-10-25,8,22.207,TAM,@,PHI,L 10-20,1,1,100.0,1,4,25.0,0,4
6,1981,1981-11-01,9,22.214,TAM,,CHI,W 20-10,2,2,100.0,2,4,50.0,0,8
7,1981,1981-11-08,10,22.221,TAM,@,MIN,L 10-25,1,1,100.0,1,2,50.0,0,4
8,1981,1981-11-15,11,22.228,TAM,,DEN,L 7-24,1,1,100.0,,,,0,1
9,1981,1981-11-22,12,22.235,TAM,,GNB,W 37-3,4,4,100.0,3,3,100.0,0,13
10,1981,1981-11-29,13,22.242,TAM,@,NOR,W 31-14,4,4,100.0,1,1,100.0,0,7
11,1981,1981-12-06,14,22.249,TAM,,ATL,W 24-23,3,3,100.0,1,2,50.0,0,6
12,1981,1981-12-13,15,22.256,TAM,,SDG,L 23-24,2,3,66.7,1,1,100.0,0,5
13,1981,1981-12-20,16,22.263,TAM,@,DET,W 20-17,2,2,100.0,2,2,100.0,0,8
14,1982,1982-09-12,1,23.164,TAM,@,MIN,L 10-17,1,1,100.0,1,3,33.3,0,4
15,1982,1982-09-19,2,23.171,TAM,,WAS,L 13-21,1,1,100.0,,,,0,1
16,1982,1982-11-21,3,23.234,TAM,@,DAL,L 9-14,,,,3,4,75.0,0,9
17,1982,1982-11-29,4,23.242,TAM,,MIA,W 23-17,2,2,100.0,3,3,100.0,0,11
18,1982,1982-12-05,5,23.248,TAM,@,NOR,W 13-10,1,1,100.0,2,2,100.0,0,7
19,1982,1982-12-12,6,23.255,TAM,@,NYJ,L 17-32,2,2,100.0,1,1,100.0,0,5
20,1982,1982-12-19,7,23.262,TAM,,BUF,W 24-23,3,3,100.0,1,2,50.0,0,6
21,1982,1982-12-26,8,23.269,TAM,,DET,W 23-21,2,2,100.0,3,3,100.0,0,11
22,1982,1983-01-02,9,23.276,TAM,,CHI,W 26-23,2,2,100.0,4,5,80.0,0,14
23,1983,1983-09-04,1,24.156,TAM,,DET,L 0-11,,,,,1,0.0,0,0
24,1983,1983-09-11,2,24.163,TAM,@,CHI,L 10-17,1,1,100.0,1,2,50.0,0,4
25,1983,1983-09-18,3,24.170,TAM,,MIN,L 16-19,1,1,100.0,1,3,33.3,0,4
26,1983,1983-09-25,4,24.177,TAM,,CIN,L 17-23,2,2,100.0,1,1,100.0,0,5
27,1983,1983-10-02,5,24.184,TAM,@,GNB,L 14-55,2,2,100.0,,,,0,2
28,1983,1983-10-09,6,24.191,TAM,@,DAL,L 24-27,3,3,100.0,1,2,50.0,0,6
29,1983,1983-10-16,7,24.198,TAM,,STL,L 27-34,3,4,75.0,,,,0,3
30,1983,1983-10-23,8,24.205,TAM,,NOR,L 21-24,3,3,100.0,,2,0.0,0,3
31,1983,1983-10-30,9,24.212,TAM,@,PIT,L 12-17,,,,4,5,80.0,0,12
32,1983,1983-11-06,10,24.219,TAM,@,MIN,W 17-12,2,2,100.0,1,1,100.0,0,5
33,1983,1983-11-13,11,24.226,TAM,@,CLE,L 0-20,,,,,2,0.0,0,0
34,1983,1983-11-20,12,24.233,TAM,,CHI,L 0-27,,,,,,,,
35,1983,1983-11-27,13,24.240,TAM,,HOU,W 33-24,3,4,75.0,,1,0.0,0,3
36,1983,1983-12-04,14,24.247,TAM,@,SFO,L 21-35,3,3,100.0,,1,0.0,0,3
37,1983,1983-12-12,15,24.255,TAM,,GNB,L 9-12,,1,0.0,1,2,50.0,0,3
