ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2005,2005-10-02,4,22.340,BUF,@,NOR,L 7-19,,,,,,,,,,,,,,,,,
2,2005,2005-10-09,5,22.347,BUF,,MIA,W 20-14,,,,,,,,,,,,,,,,,
3,2005,2005-11-13,9,23.017,BUF,,KAN,W 14-3,,,,,,,,,,,,,,,,,
4,2005,2005-11-20,10,23.024,BUF,@,SDG,L 10-48,,,,,,,,,,,,,,,,,
5,2005,2005-11-27,11,23.031,BUF,,CAR,L 9-13,,,,,,,,,,,,,,,,,
6,2005,2005-12-04,12,23.038,BUF,@,MIA,L 23-24,,,,,,,,,,,,,,,,,
7,2005,2005-12-11,13,23.045,BUF,,NWE,L 7-35,,,,,,,,,,,,,,,,,
8,2005,2005-12-17,14,23.051,BUF,,DEN,L 17-28,,,,,,,,,,,,,,,,,
9,2005,2005-12-24,15,23.058,BUF,@,CIN,W 37-27,,1,36,36.00,0,0,0,,0,0,0,0.0,,,0,0,0
10,2005,2006-01-01,16,23.066,BUF,@,NYJ,L 26-30,,,,,,,,,,,,,,,,,
11,2006,2006-09-17,2,23.325,BUF,@,MIA,W 16-6,,,,,,,,,,,,,,,,,
12,2006,2006-09-24,3,23.332,BUF,,NYJ,L 20-28,,,,,,,,,,,,,,,,,
13,2006,2006-10-01,4,23.339,BUF,,MIN,W 17-12,,0,0,,0,1,0,0.00,0,0,0,0.0,,,0,0,0
14,2006,2006-10-08,5,23.346,BUF,@,CHI,L 7-40,,,,,,,,,,,,,,,,,
15,2006,2006-10-15,6,23.353,BUF,@,DET,L 17-20,,0,0,,0,2,14,7.00,0,0,0,0.0,,,0,0,0
16,2006,2006-10-22,7,23.360,BUF,,NWE,L 6-28,,,,,,,,,,,,,,,,,
17,2006,2006-11-05,8,24.009,BUF,,GNB,W 24-10,,0,0,,0,1,3,3.00,0,0,0,0.0,,,0,0,0
18,2006,2006-11-12,9,24.016,BUF,@,IND,L 16-17,,0,18,,0,,,,,,,,,,,,
19,2006,2006-11-19,10,24.023,BUF,@,HOU,W 24-21,,,,,,,,,,,,,,,,,
20,2006,2006-11-26,11,24.030,BUF,,JAX,W 27-24,,0,0,,0,1,0,0.00,0,0,0,0.0,,,0,0,0
21,2006,2006-12-03,12,24.037,BUF,,SDG,L 21-24,,0,0,,0,1,32,32.00,0,0,0,0.0,,,0,0,0
22,2006,2006-12-10,13,24.044,BUF,@,NYJ,W 31-13,*,,,,,,,,,,,,,,,,
23,2006,2006-12-17,14,24.051,BUF,,MIA,W 21-0,,0,0,,0,1,9,9.00,0,0,0,0.0,,,0,0,0
24,2006,2006-12-24,15,24.058,BUF,,TEN,L 29-30,,,,,,,,,,,,,,,,,
25,2006,2006-12-31,16,24.065,BUF,@,BAL,L 7-19,,,,,,,,,,,,,,,,,
26,2007,2007-09-09,1,24.317,BUF,,DEN,L 14-15,,0,0,,0,0,0,,0,0,0,0.0,,,1,36,0
27,2007,2007-09-16,2,24.324,BUF,@,PIT,L 3-26,*,0,0,,0,0,0,,0,0,0,0.0,,,1,24,0
28,2007,2007-09-23,3,24.331,BUF,@,NWE,L 7-38,*,,,,,,,,,,,,,,,,
29,2007,2007-09-30,4,24.338,BUF,,NYJ,W 17-14,*,,,,,,,,,,,,,,,,
