ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2010,2010-09-12,1,23.180,GNB,@,PHI,W 27-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,166,41.50,0
2,2010,2010-09-19,2,23.187,GNB,,BUF,W 34-7,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,121,40.33,0
3,2010,2010-09-27,3,23.195,GNB,@,CHI,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,150,50.00,0
4,2010,2010-10-03,4,23.201,GNB,,DET,W 28-26,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,123,41.00,0
5,2010,2010-10-10,5,23.208,GNB,@,WAS,L 13-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,6,284,47.33,0
6,2010,2010-10-17,6,23.215,GNB,,MIA,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,190,38.00,0
7,2010,2010-10-24,7,23.222,GNB,,MIN,W 28-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,2,90,45.00,0
8,2010,2010-10-31,8,23.229,GNB,@,NYJ,W 9-0,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,8,352,44.00,0
9,2010,2010-11-07,9,23.236,GNB,,DAL,W 45-7,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,2,99,49.50,0
10,2010,2010-11-21,10,23.250,GNB,@,MIN,W 31-3,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,196,39.20,0
11,2010,2010-11-28,11,23.257,GNB,@,ATL,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,2,88,44.00,0
12,2010,2010-12-05,12,23.264,GNB,,SFO,W 34-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,130,43.33,0
