ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2006,2006-10-22,6,21.318,JAX,@,HOU,L 7-27,,,,
2,2006,2006-10-29,7,21.325,JAX,@,PHI,W 13-6,,,,
3,2006,2006-11-05,8,21.332,JAX,,TEN,W 37-7,,,,
4,2006,2006-11-12,9,21.339,JAX,,HOU,L 10-13,,,,
5,2006,2006-11-20,10,21.347,JAX,,NYG,W 26-10,,,,
6,2006,2006-11-26,11,21.353,JAX,@,BUF,L 24-27,*,1,1,0
7,2006,2006-12-03,12,21.360,JAX,@,MIA,W 24-10,,,,
8,2006,2006-12-10,13,22.002,JAX,,IND,W 44-17,,,,
9,2006,2006-12-17,14,22.009,JAX,@,TEN,L 17-24,,,,
10,2006,2006-12-24,15,22.016,JAX,,NWE,L 21-24,,,,
11,2006,2006-12-31,16,22.023,JAX,@,KAN,L 30-35,,,,
