ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
44,2013,2013-11-28,12,25.306,DAL,,OAK,W 31-24,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
45,2013,2013-12-09,13,25.317,DAL,@,CHI,L 28-45,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
46,2013,2013-12-15,14,25.323,DAL,,GNB,L 36-37,,3,3,100.0,5,5,100.0,0,18,0.0,0,0,0,0,,0
47,2013,2013-12-22,15,25.330,DAL,@,WAS,W 24-23,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
48,2013,2013-12-29,16,25.337,DAL,,PHI,L 22-24,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
49,2014,2014-09-07,1,26.224,DAL,,SFO,L 17-28,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
50,2014,2014-09-14,2,26.231,DAL,@,TEN,W 26-10,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
51,2014,2014-09-21,3,26.238,DAL,@,STL,W 34-31,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
52,2014,2014-09-28,4,26.245,DAL,,NOR,W 38-17,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
53,2014,2014-10-05,5,26.252,DAL,,HOU,W 20-17,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
54,2014,2014-10-12,6,26.259,DAL,@,SEA,W 30-23,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
55,2014,2014-10-19,7,26.266,DAL,,NYG,W 31-21,,4,4,100.0,1,1,100.0,0,7,0.0,1,0,0,0,,0
56,2014,2014-10-27,8,26.274,DAL,,WAS,L 17-20,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
57,2014,2014-11-02,9,26.280,DAL,,ARI,L 17-28,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
58,2014,2014-11-09,10,26.287,DAL,@,JAX,W 31-17,,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,0,,0
59,2014,2014-11-23,11,26.301,DAL,@,NYG,W 31-28,,4,4,100.0,1,1,100.0,0,7,0.0,1,0,0,0,,0
60,2014,2014-11-27,12,26.305,DAL,,PHI,L 10-33,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
61,2014,2014-12-04,13,26.312,DAL,@,CHI,W 41-28,,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,0,,0
62,2014,2014-12-14,14,26.322,DAL,@,PHI,W 38-27,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
63,2014,2014-12-21,15,26.329,DAL,,IND,W 42-7,,6,6,100.0,,1,0.0,0,6,0.0,0,0,0,0,,0
64,2014,2014-12-28,16,26.336,DAL,@,WAS,W 44-17,,5,5,100.0,3,3,100.0,0,14,0.0,0,0,0,0,,0
65,2015,2015-09-13,1,27.230,DAL,,NYG,W 27-26,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
66,2015,2015-09-20,2,27.237,DAL,@,PHI,W 20-10,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
67,2015,2015-09-27,3,27.244,DAL,,ATL,L 28-39,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
68,2015,2015-10-04,4,27.251,DAL,@,NOR,L 20-26,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
69,2015,2015-10-11,5,27.258,DAL,,NWE,L 6-30,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
70,2015,2015-10-25,6,27.272,DAL,@,NYG,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
71,2015,2015-11-01,7,27.279,DAL,,SEA,L 12-13,,,,,4,4,100.0,0,12,0.0,0,0,0,0,,0
72,2015,2015-11-08,8,27.286,DAL,,PHI,L 27-33,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
73,2015,2015-11-15,9,27.293,DAL,@,TAM,L 6-10,,,,,2,3,66.7,0,6,0.0,0,0,0,0,,0
74,2015,2015-11-22,10,27.300,DAL,@,MIA,W 24-14,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
75,2015,2015-11-26,11,27.304,DAL,,CAR,L 14-33,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
76,2015,2015-12-07,12,27.315,DAL,@,WAS,W 19-16,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
77,2015,2015-12-13,13,27.321,DAL,@,GNB,L 7-28,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
78,2015,2015-12-19,14,27.327,DAL,,NYJ,L 16-19,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
79,2015,2015-12-27,15,27.335,DAL,@,BUF,L 6-16,,,,,2,3,66.7,0,6,0.0,0,0,0,0,,0
80,2015,2016-01-03,16,27.342,DAL,,WAS,L 23-34,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
81,2016,2016-09-11,1,28.229,DAL,,NYG,L 19-20,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
82,2016,2016-09-18,2,28.236,DAL,@,WAS,W 27-23,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
83,2016,2016-09-25,3,28.243,DAL,,CHI,W 31-17,,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,0,,0
84,2016,2016-10-02,4,28.250,DAL,@,SFO,W 24-17,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
85,2016,2016-10-09,5,28.257,DAL,,CIN,W 28-14,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
86,2016,2016-10-16,6,28.264,DAL,@,GNB,W 30-16,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
87,2016,2016-10-30,7,28.278,DAL,,PHI,W 29-23,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
88,2016,2016-11-06,8,28.285,DAL,@,CLE,W 35-10,,5,5,100.0,,,,0,5,0.0,0,0,0,0,,0
89,2016,2016-11-13,9,28.292,DAL,@,PIT,W 35-30,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
90,2016,2016-11-20,10,28.299,DAL,,BAL,W 27-17,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
91,2016,2016-11-24,11,28.303,DAL,,WAS,W 31-26,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
92,2016,2016-12-01,12,28.310,DAL,@,MIN,W 17-15,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
93,2016,2016-12-11,13,28.320,DAL,@,NYG,L 7-10,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,,0
94,2016,2016-12-18,14,28.327,DAL,,TAM,W 26-20,,2,2,100.0,4,6,66.7,0,14,0.0,0,0,0,0,,0
95,2016,2016-12-26,15,28.335,DAL,,DET,W 42-21,,6,6,100.0,,,,0,6,0.0,0,0,0,0,,0
96,2016,2017-01-01,16,28.341,DAL,@,PHI,L 13-27,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
97,2017,2017-09-10,1,29.227,DAL,,NYG,W 19-3,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
98,2017,2017-09-17,2,29.234,DAL,@,DEN,L 17-42,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
99,2017,2017-09-25,3,29.242,DAL,@,ARI,W 28-17,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
100,2017,2017-10-01,4,29.248,DAL,,LAR,L 30-35,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
101,2017,2017-10-08,5,29.255,DAL,,GNB,L 31-35,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
102,2017,2017-10-22,6,29.269,DAL,@,SFO,W 40-10,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
103,2017,2017-11-23,11,29.301,DAL,,LAC,L 6-28,,,,,,,,0,0,0.0,0,0,0,0,,0
104,2017,2017-11-30,12,29.308,DAL,,WAS,W 38-14,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
105,2017,2017-12-10,13,29.318,DAL,@,NYG,W 30-10,,3,4,75.0,1,3,33.3,0,6,0.0,0,0,0,0,,0
106,2017,2017-12-17,14,29.325,DAL,@,OAK,W 20-17,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
107,2017,2017-12-24,15,29.332,DAL,,SEA,L 12-21,,,,,4,6,66.7,0,12,0.0,0,0,0,0,,0
108,2017,2017-12-31,16,29.339,DAL,@,PHI,W 6-0,,,1,0.0,,1,0.0,0,0,0.0,0,0,0,0,,0
109,2018,2018-09-23,3,30.240,MIN,,BUF,L 6-27,,,,,,,,0,0,0.0,0,0,0,0,,0
110,2018,2018-09-27,4,30.244,MIN,@,LAR,L 31-38,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
