ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,23.144,DEN,@,PHI,L 6-27,,,,
2,1980,1980-09-14,2,23.151,DEN,,DAL,W 41-20,,,,
3,1980,1980-09-21,3,23.158,DEN,,SDG,L 13-30,,,,
4,1980,1980-09-29,4,23.166,DEN,@,NWE,L 14-23,,,,
5,1980,1980-11-02,9,23.200,DEN,,HOU,L 16-20,,,,
6,1980,1980-11-09,10,23.207,DEN,@,SDG,W 20-13,,,,
7,1980,1980-11-16,11,23.214,DEN,,NYJ,W 31-24,,,,
8,1980,1980-11-23,12,23.221,DEN,,SEA,W 36-20,,,,
9,1980,1980-12-01,13,23.229,DEN,@,OAK,L 3-9,,,,
10,1980,1980-12-07,14,23.235,DEN,@,KAN,L 14-31,,,,
11,1980,1980-12-14,15,23.242,DEN,,OAK,L 21-24,,,,
12,1980,1980-12-21,16,23.249,DEN,@,SEA,W 25-17,,,,
13,1981,1981-09-14,2,24.151,OAK,@,MIN,W 36-10,,,,
14,1981,1981-09-20,3,24.157,OAK,,SEA,W 20-10,,,,
15,1981,1981-09-27,4,24.164,OAK,@,DET,L 0-16,,,,
16,1981,1981-10-04,5,24.171,OAK,,DEN,L 0-17,,,,
17,1981,1981-10-11,6,24.178,OAK,@,KAN,L 0-27,,,,
18,1981,1981-10-18,7,24.185,OAK,,TAM,W 18-16,,,,
19,1981,1981-10-25,8,24.192,OAK,,KAN,L 17-28,,,,
20,1981,1981-11-01,9,24.199,OAK,,NWE,W 27-17,,,,
21,1981,1981-11-08,10,24.206,OAK,@,HOU,L 16-17,,,,
22,1981,1981-11-15,11,24.213,OAK,@,MIA,W 33-17,,,,
23,1981,1981-11-22,12,24.220,OAK,,SDG,L 21-55,,,,
24,1981,1981-11-29,13,24.227,OAK,@,SEA,W 32-31,,,,
25,1981,1981-12-07,14,24.235,OAK,,PIT,W 30-27,,,,
26,1981,1981-12-13,15,24.241,OAK,,CHI,L 6-23,,,,
27,1981,1981-12-21,16,24.249,OAK,@,SDG,L 10-23,,,,
28,1982,1982-09-12,1,25.149,BAL,,NWE,L 13-24,,,,
29,1982,1982-09-19,2,25.156,BAL,@,MIA,L 20-24,,,,
30,1982,1982-11-21,3,25.219,BAL,@,NYJ,L 0-37,,,,
31,1982,1982-11-28,4,25.226,BAL,@,BUF,L 0-20,,,,
32,1982,1982-12-05,5,25.233,BAL,,CIN,L 17-20,1.0,0,0,0
33,1982,1982-12-12,6,25.240,BAL,@,MIN,L 10-13,,,,
34,1982,1982-12-19,7,25.247,BAL,,GNB,T 20-20,1.0,0,0,0
35,1982,1982-12-26,8,25.254,BAL,@,SDG,L 26-44,0.0,1,31,0
36,1982,1983-01-02,9,25.261,BAL,,MIA,L 7-34,,,,
37,1983,1983-09-04,1,26.141,BAL,@,NWE,W 29-23,2.0,1,19,0
38,1983,1983-09-11,2,26.148,BAL,,DEN,L 10-17,,,,
39,1983,1983-09-18,3,26.155,BAL,@,BUF,L 23-28,,,,
40,1983,1983-09-25,4,26.162,BAL,,CHI,W 22-19,,,,
41,1983,1983-10-02,5,26.169,BAL,@,CIN,W 34-31,,,,
42,1983,1983-10-09,6,26.176,BAL,,NWE,W 12-7,1.0,0,0,0
43,1983,1983-10-16,7,26.183,BAL,,BUF,L 7-30,,,,
44,1983,1983-10-23,8,26.190,BAL,,MIA,L 7-21,,,,
45,1983,1983-10-30,9,26.197,BAL,@,PHI,W 22-21,1.0,0,0,0
46,1983,1983-11-06,10,26.204,BAL,@,NYJ,W 17-14,0.0,1,0,0
47,1983,1983-11-13,11,26.211,BAL,,PIT,L 13-24,0.5,0,0,0
48,1983,1983-11-20,12,26.218,BAL,@,MIA,L 0-37,,,,
49,1983,1983-11-27,13,26.225,BAL,@,CLE,L 23-41,,,,
50,1983,1983-12-04,14,26.232,BAL,,NYJ,L 6-10,,,,
51,1983,1983-12-11,15,26.239,BAL,@,DEN,L 19-21,1.0,0,0,0
52,1983,1983-12-18,16,26.246,BAL,,HOU,W 20-10,,,,
53,1984,1984-09-02,1,27.139,IND,,NYJ,L 14-23,,,,
54,1984,1984-09-09,2,27.146,IND,@,HOU,W 35-21,1.0,0,0,0
55,1984,1984-09-16,3,27.153,IND,,STL,L 33-34,,,,
56,1984,1984-09-23,4,27.160,IND,@,MIA,L 7-44,,,,
57,1984,1984-09-30,5,27.167,IND,,BUF,W 31-17,1.0,0,0,0
58,1984,1984-10-07,6,27.174,IND,,WAS,L 7-35,,,,
59,1984,1984-10-14,7,27.181,IND,@,PHI,L 7-16,,,,
60,1984,1984-10-21,8,27.188,IND,,PIT,W 17-16,,,,
61,1984,1984-10-28,9,27.195,IND,@,DAL,L 3-22,,,,
62,1984,1984-11-04,10,27.202,IND,,SDG,L 10-38,,,,
63,1984,1984-11-11,11,27.209,IND,@,NYJ,W 9-5,,,,
64,1984,1984-11-18,12,27.216,IND,,NWE,L 17-50,,,,
65,1984,1984-11-25,13,27.223,IND,@,RAI,L 7-21,,,,
66,1984,1984-12-02,14,27.230,IND,@,BUF,L 15-21,,,,
67,1984,1984-12-09,15,27.237,IND,,MIA,L 17-35,,,,
68,1984,1984-12-16,16,27.244,IND,@,NWE,L 10-16,,,,
