ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-09-13,1,22.075,MIA,@,NWE,L 21-28,0,0,,0,2,26,13.00,0,2,40,20.00,0,0,0
2,1987,1987-09-20,2,22.082,MIA,@,IND,W 23-10,0,0,,0,1,33,33.00,0,1,26,26.00,0,0,0
3,1987,1987-10-25,6,22.117,MIA,,BUF,L 31-34,0,0,,0,2,58,29.00,0,2,17,8.50,0,0,0
4,1987,1987-11-01,7,22.124,MIA,,PIT,W 35-24,0,0,,0,0,0,,0,3,22,7.33,0,0,0
5,1987,1987-11-08,8,22.131,MIA,@,CIN,W 20-14,0,0,,0,0,0,,0,1,8,8.00,0,0,0
6,1987,1987-11-15,9,22.138,MIA,,IND,L 21-40,0,0,,0,0,0,,0,3,58,19.33,0,0,0
7,1987,1987-11-22,10,22.145,MIA,@,DAL,W 20-14,0,0,,0,1,13,13.00,0,1,3,3.00,0,0,0
8,1987,1987-11-29,11,22.152,MIA,@,BUF,L 0-27,0,0,,0,2,30,15.00,0,2,10,5.00,0,0,0
9,1987,1987-12-07,12,22.160,MIA,,NYJ,W 37-28,0,0,,0,1,17,17.00,0,2,10,5.00,0,0,0
10,1987,1987-12-13,13,22.166,MIA,@,PHI,W 28-10,0,0,,0,0,0,,0,5,1,0.20,0,0,0
11,1987,1987-12-20,14,22.173,MIA,,WAS,W 23-21,,,,,0,0,,0,0,0,,0,,
12,1987,1987-12-28,15,22.181,MIA,,NWE,L 10-24,0,0,,0,0,0,,0,2,8,4.00,0,0,0
13,1988,1988-09-04,1,23.066,MIA,@,CHI,L 7-34,0,0,,0,0,0,,0,1,4,4.00,0,0,0
14,1988,1988-09-11,2,23.073,MIA,@,BUF,L 6-9,0,0,,0,0,0,,0,0,0,,0,,
15,1988,1988-09-18,3,23.080,MIA,,GNB,W 24-17,0,0,,0,0,0,,0,2,44,22.00,0,0,0
16,1988,1988-09-25,4,23.087,MIA,@,IND,L 13-15,0,0,,0,1,18,18.00,0,1,8,8.00,0,0,0
17,1988,1988-10-02,5,23.094,MIA,,MIN,W 24-7,0,0,,0,0,0,,0,3,28,9.33,0,0,0
18,1988,1988-10-09,6,23.101,MIA,@,RAI,W 24-14,0,0,,0,0,0,,0,2,4,2.00,0,0,0
19,1988,1988-10-16,7,23.108,MIA,,SDG,W 31-28,0,0,,0,0,0,,0,3,58,19.33,0,0,0
20,1988,1988-10-23,8,23.115,MIA,,NYJ,L 30-44,0,0,,0,2,31,15.50,0,3,32,10.67,0,0,0
21,1988,1988-10-30,9,23.122,MIA,@,TAM,W 17-14,0,0,,0,0,0,,0,2,2,1.00,0,0,0
22,1988,1988-11-06,10,23.129,MIA,@,NWE,L 10-21,0,0,,0,0,0,,0,0,0,,0,,
23,1988,1988-11-14,11,23.137,MIA,,BUF,L 6-31,0,0,,0,0,0,,0,1,0,0.00,0,0,0
24,1988,1988-11-20,12,23.143,MIA,,NWE,L 3-6,1,4,4.00,0,0,0,,0,2,9,4.50,0,0,0
25,1988,1988-11-27,13,23.150,MIA,@,NYJ,L 34-38,0,0,,0,0,0,,0,0,0,,0,,
26,1988,1988-12-04,14,23.157,MIA,,IND,L 28-31,1,16,16.00,0,0,0,,0,1,16,16.00,0,0,0
27,1988,1988-12-12,15,23.165,MIA,,CLE,W 38-31,0,0,,0,0,0,,0,1,14,14.00,0,0,0
28,1988,1988-12-18,16,23.171,MIA,@,PIT,L 24-40,4,110,27.50,0,0,0,,0,2,11,5.50,0,0,0
29,1989,1989-10-29,8,24.121,MIA,@,BUF,L 17-31,0,0,,0,0,0,,0,0,0,,0,,
30,1989,1989-11-05,9,24.128,MIA,,IND,W 19-13,1,21,21.00,0,2,24,12.00,0,2,18,9.00,0,0,0
31,1989,1989-11-12,10,24.135,MIA,@,NYJ,W 31-23,3,107,35.67,1,1,0,0.00,0,3,6,2.00,0,1,6
32,1989,1989-11-19,11,24.142,MIA,@,DAL,W 17-14,0,0,,0,0,0,,0,1,4,4.00,0,0,0
33,1989,1989-11-26,12,24.149,MIA,,PIT,L 14-34,0,0,,0,0,0,,0,4,26,6.50,0,0,0
34,1989,1989-12-03,13,24.156,MIA,@,KAN,L 21-26,0,0,,0,0,0,,0,2,23,11.50,0,0,0
35,1989,1989-12-10,14,24.163,MIA,,NWE,W 31-10,0,0,,0,0,0,,0,4,46,11.50,0,0,0
36,1989,1989-12-17,15,24.170,MIA,@,IND,L 13-42,3,46,15.33,0,0,0,,0,1,70,70.00,1,1,6
37,1989,1989-12-24,16,24.177,MIA,,KAN,L 24-27,0,0,,0,0,0,,0,1,17,17.00,0,0,0
38,1990,1990-09-23,3,25.085,SDG,@,CLE,W 24-14,0,0,,0,0,0,,0,2,8,4.00,0,0,0
39,1990,1990-09-30,4,25.092,SDG,,HOU,L 7-17,,,,,,,,,0,0,,0,,
40,1990,1990-10-07,5,25.099,SDG,@,PIT,L 14-36,,,,,,,,,0,0,,0,,
41,1990,1990-10-14,6,25.106,SDG,@,NYJ,W 39-3,0,0,,0,0,0,,0,2,13,6.50,0,0,0
42,1990,1990-10-21,7,25.113,SDG,,RAI,L 9-24,0,0,,0,0,0,,0,1,12,12.00,0,0,0
43,1990,1990-11-19,10,25.142,MIA,,RAI,L 10-13,1,14,14.00,1,2,52,26.00,0,1,10,10.00,0,1,6
44,1990,1990-11-25,11,25.148,MIA,@,CLE,W 30-13,1,6,6.00,0,0,0,,0,2,19,9.50,0,0,0
45,1990,1990-12-02,12,25.155,MIA,@,WAS,L 20-42,2,34,17.00,0,0,0,,0,3,17,5.67,0,0,0
46,1990,1990-12-09,13,25.162,MIA,,PHI,W 23-20,2,12,6.00,0,0,0,,0,3,43,14.33,0,0,0
