ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
94,1996,1996-11-17,11,30.042,PHI,,WAS,L 21-26,0,0,0,,0,0.0%,,,,,,,
95,1996,1996-11-24,12,30.049,PHI,@,ARI,L 30-36,1,0,0,,0,0.0%,0.00,,,,,,
96,1996,1996-12-01,13,30.056,PHI,,NYG,W 24-0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
97,1996,1996-12-05,14,30.060,PHI,@,IND,L 10-37,,0,0,,0,0.0%,,,,,,,
98,1996,1996-12-14,15,30.069,PHI,@,NYJ,W 21-20,1,1,31,31.00,0,100.0%,31.00,0,0,,0,0,0
99,1996,1996-12-22,16,30.077,PHI,,ARI,W 29-19,,0,0,,0,0.0%,,,,,,,
100,1997,1997-08-31,1,30.329,PHI,@,NYG,L 17-31,2,0,0,,0,0.0%,0.00,1,-2,-2.00,0,0,0
101,1997,1997-09-07,2,30.336,PHI,,GNB,W 10-9,1,0,0,,0,0.0%,0.00,0,0,,0,,
102,1997,1997-09-15,3,30.344,PHI,@,DAL,L 20-21,0,0,0,,0,0.0%,,1,9,9.00,0,0,0
103,1997,1997-09-28,4,30.357,PHI,@,MIN,L 19-28,,0,0,,0,0.0%,,0,0,,0,,
104,1997,1997-10-05,5,30.364,PHI,,WAS,W 24-10,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0
105,1997,1997-10-12,6,31.006,PHI,@,JAX,L 21-38,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0
106,1997,1997-10-19,7,31.013,PHI,,ARI,W 13-10,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0
107,1997,1997-10-26,8,31.020,PHI,,DAL,W 13-12,0,0,0,,0,0.0%,,1,15,15.00,0,0,0
108,1997,1997-11-02,9,31.027,PHI,@,ARI,L 21-31,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0
109,1997,1997-11-10,10,31.035,PHI,,SFO,L 12-24,2,0,0,,0,0.0%,0.00,0,0,,0,,
110,1997,1997-11-16,11,31.041,PHI,@,BAL,T 10-10,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0
111,1997,1997-11-23,12,31.048,PHI,,PIT,W 23-20,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0
112,1997,1997-11-30,13,31.055,PHI,,CIN,W 44-42,3,2,20,10.00,1,66.7%,6.67,0,0,,0,1,6
113,1997,1997-12-07,14,31.062,PHI,,NYG,L 21-31,0,0,0,,0,0.0%,,0,0,,0,,
114,1997,1997-12-14,15,31.069,PHI,@,ATL,L 17-20,0,0,0,,0,0.0%,,0,0,,0,,
115,1997,1997-12-21,16,31.076,PHI,@,WAS,L 32-35,1,0,0,,0,0.0%,0.00,0,0,,0,,
116,1998,1998-09-06,1,31.335,PHI,,SEA,L 0-38,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
117,1998,1998-09-13,2,31.342,PHI,@,ATL,L 12-17,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
118,1998,1998-09-20,3,31.349,PHI,@,ARI,L 3-17,,,,,,0.0%,,,,,,,
