ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1995,1995-10-15,7,23.146,WAS,@,ARI,L 20-24,,,,,,
2,1995,1995-10-22,8,23.153,WAS,,DET,W 36-30,,,,,,
3,1995,1995-10-29,9,23.160,WAS,,NYG,L 15-24,,,,,,
4,1995,1995-11-05,10,23.167,WAS,@,KAN,L 3-24,,,,,,
5,1995,1995-11-19,11,23.181,WAS,,SEA,L 20-27,,,,,,
6,1995,1995-11-26,12,23.188,WAS,,PHI,L 7-14,,0,0,,0,1.0
7,1995,1995-12-03,13,23.195,WAS,@,DAL,W 24-17,,,,,,
8,1995,1995-12-10,14,23.202,WAS,@,NYG,L 13-20,,0,0,,0,1.0
9,1995,1995-12-17,15,23.209,WAS,@,STL,W 35-23,,,,,,
10,1995,1995-12-24,16,23.216,WAS,,CAR,W 20-17,,0,0,,0,1.0
11,1996,1996-09-01,1,24.102,WAS,,PHI,L 14-17,,,,,,
12,1996,1996-09-08,2,24.109,WAS,,CHI,W 10-3,,0,0,,0,1.0
13,1996,1996-09-15,3,24.116,WAS,@,NYG,W 31-10,,0,0,,0,2.0
14,1996,1996-09-22,4,24.123,WAS,@,STL,W 17-10,,0,0,,0,1.0
15,1996,1996-09-29,5,24.130,WAS,,NYJ,W 31-16,,,,,,
16,1996,1996-10-13,6,24.144,WAS,@,NWE,W 27-22,,0,0,,0,1.0
17,1996,1996-10-20,7,24.151,WAS,,NYG,W 31-21,,,,,,
18,1996,1996-10-27,8,24.158,WAS,,IND,W 31-16,,,,,,
19,1996,1996-11-03,9,24.165,WAS,@,BUF,L 13-38,,,,,,
20,1996,1996-11-10,10,24.172,WAS,,ARI,L 34-37,,0,0,,0,1.0
21,1996,1996-11-17,11,24.179,WAS,@,PHI,W 26-21,,0,0,,0,1.0
22,1996,1996-11-24,12,24.186,WAS,,SFO,L 16-19,,0,0,,0,2.0
23,1996,1996-11-28,13,24.190,WAS,@,DAL,L 10-21,,,,,,
24,1996,1996-12-08,14,24.200,WAS,@,TAM,L 10-24,,0,0,,0,2.0
25,1996,1996-12-15,15,24.207,WAS,@,ARI,L 26-27,,,,,,
26,1996,1996-12-22,16,24.214,WAS,,DAL,W 37-10,,,,,,
27,1997,1997-08-31,1,25.101,WAS,@,CAR,W 24-10,,,,,,
28,1997,1997-09-07,2,25.108,WAS,@,PIT,L 13-14,,,,,,
29,1997,1997-09-14,3,25.115,WAS,,ARI,W 19-13,,,,,,
30,1997,1997-09-28,4,25.129,WAS,,JAX,W 24-12,,0,0,,0,2.0
31,1997,1997-10-05,5,25.136,WAS,@,PHI,L 10-24,,,,,,
32,1997,1997-10-13,6,25.144,WAS,,DAL,W 21-16,,,,,,
33,1997,1997-10-19,7,25.150,WAS,@,TEN,L 14-28,,,,,,
34,1997,1997-10-26,8,25.157,SDG,,IND,W 35-19,,,,,,
35,1997,1997-11-02,9,25.164,WAS,@,CHI,W 31-8,,,,,,
36,1997,1997-11-09,10,25.171,WAS,,DET,W 30-7,,,,,,
37,1997,1997-11-16,11,25.178,WAS,@,DAL,L 14-17,,,,,,
38,1997,1997-11-23,12,25.185,WAS,,NYG,T 7-7,,,,,,
39,1997,1997-11-30,13,25.192,WAS,,STL,L 20-23,,,,,,
40,1997,1997-12-07,14,25.199,WAS,@,ARI,W 38-28,,,,,,
41,1997,1997-12-13,15,25.205,WAS,@,NYG,L 10-30,,,,,,
42,1997,1997-12-21,16,25.213,WAS,,PHI,W 35-32,,0,0,,0,0.5
43,1999,1999-09-13,1,27.114,MIA,@,DEN,W 38-21,,0,0,,0,1.0
44,1999,1999-09-19,2,27.120,MIA,,ARI,W 19-16,*,,,,,
45,1999,1999-10-04,3,27.135,MIA,,BUF,L 18-23,,,,,,
46,1999,1999-10-10,4,27.141,MIA,@,IND,W 34-31,*,0,0,,0,1.0
47,1999,1999-10-17,5,27.148,MIA,@,NWE,W 31-30,*,,,,,
