ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1994,1994-09-04,1,26.018,BUF,,NYJ,L 3-23,,0,0,,0,0.0%,
2,1994,1994-09-11,2,26.025,BUF,@,NWE,W 38-35,6,4,30,7.50,0,66.7%,5.00
3,1994,1994-09-18,3,26.032,BUF,@,HOU,W 15-7,,0,0,,0,0.0%,
4,1994,1994-09-26,4,26.040,BUF,,DEN,W 27-20,,0,0,,0,0.0%,
5,1994,1994-10-02,5,26.046,BUF,@,CHI,L 13-20,,0,0,,0,0.0%,
6,1994,1994-10-09,6,26.053,BUF,,MIA,W 21-11,,0,0,,0,0.0%,
7,1994,1994-10-16,7,26.060,BUF,,IND,L 17-27,,0,0,,0,0.0%,
8,1994,1994-10-30,8,26.074,BUF,,KAN,W 44-10,,0,0,,0,0.0%,
9,1994,1994-11-06,9,26.081,BUF,@,NYJ,L 17-22,1,1,14,14.00,0,100.0%,14.00
10,1994,1994-12-18,15,26.123,BUF,,NWE,L 17-41,,0,0,,0,0.0%,
