ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1972,1972-09-17,1,23.141,BAL,,STL,L 3-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1972,1972-09-24,2,23.148,BAL,,NYJ,L 34-44,3,57,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
3,1972,1972-10-01,3,23.155,BAL,@,BUF,W 17-0,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
4,1972,1972-10-08,4,23.162,BAL,,SDG,L 20-23,3,34,11.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
5,1972,1972-10-15,5,23.169,BAL,,DAL,L 0-21,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1973,1973-09-16,1,24.140,BAL,@,CLE,L 14-24,1,33,33.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
7,1973,1973-09-23,2,24.147,BAL,,NYJ,L 10-34,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,0,0,,0,0,0
8,1973,1973-09-30,3,24.154,BAL,,NOR,W 14-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1973,1973-10-07,4,24.161,BAL,@,NWE,L 16-24,1,22,22.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
10,1973,1973-10-14,5,24.168,BAL,@,BUF,L 13-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1973,1973-10-21,6,24.175,BAL,@,DET,W 29-27,4,46,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,1973,1973-10-28,7,24.182,BAL,,OAK,L 21-34,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,103,25.75,0,0,0,,0,0,0
13,1973,1973-11-04,8,24.189,BAL,,HOU,L 27-31,1,47,47.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,76,25.33,0,0,0,,0,0,0
14,1973,1973-11-11,9,24.196,BAL,@,MIA,L 0-44,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,,0,0,0
15,1973,1973-11-18,10,24.203,BAL,@,WAS,L 14-22,2,25,12.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,0,0,,0,1,6
16,1973,1973-11-25,11,24.210,BAL,,BUF,L 17-24,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,124,62.00,1,0,0,,0,1,6
17,1973,1973-12-02,12,24.217,BAL,@,NYJ,L 17-20,2,56,28.00,0,0,0,,0,1,1,100.00,54,1,0,158.3,0,0,54.00,74.00,3,75,25.00,0,0,0,,0,0,0
18,1973,1973-12-09,13,24.224,BAL,,MIA,W 16-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
