ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2003,2003-10-12,5,24.193,HOU,@,TEN,L 17-38,,2,1,13,13.00,1,50.0%,6.50,1,6
2,2003,2003-10-19,6,24.200,HOU,,NYJ,L 14-19,*,,,,,,0.0%,,,
3,2003,2003-11-02,8,24.214,HOU,,CAR,W 14-10,,0,,,,,0.0%,,,
4,2003,2003-11-16,10,24.228,HOU,@,BUF,W 12-10,,1,1,8,8.00,0,100.0%,8.00,0,0
5,2003,2003-11-23,11,24.235,HOU,,NWE,L 20-23,,2,1,10,10.00,0,50.0%,5.00,0,0
6,2003,2003-12-07,13,24.249,HOU,@,JAX,L 0-27,,3,2,13,6.50,0,66.7%,4.33,0,0
7,2003,2003-12-21,15,24.263,HOU,,TEN,L 24-27,,4,2,31,15.50,0,50.0%,7.75,0,0
8,2003,2003-12-28,16,24.270,HOU,,IND,L 17-20,,1,,,,,0.0%,,,
9,2004,2004-09-12,1,25.163,HOU,,SDG,L 20-27,,,,,,,0.0%,,,
10,2004,2004-09-19,2,25.170,HOU,@,DET,L 16-28,,5,4,49,12.25,0,80.0%,9.80,0,0
11,2004,2004-09-26,3,25.177,HOU,@,KAN,W 24-21,,3,2,55,27.50,0,66.7%,18.33,0,0
12,2004,2004-10-03,4,25.184,HOU,,OAK,W 30-17,*,1,1,7,7.00,0,100.0%,7.00,0,0
13,2004,2004-10-10,5,25.191,HOU,,MIN,L 28-34,,6,6,101,16.83,1,100.0%,16.83,1,6
14,2004,2004-10-17,6,25.198,HOU,@,TEN,W 20-10,,5,3,37,12.33,0,60.0%,7.40,0,0
15,2004,2004-10-31,7,25.212,HOU,,JAX,W 20-6,,1,1,11,11.00,0,100.0%,11.00,0,0
16,2004,2004-11-07,8,25.219,HOU,@,DEN,L 13-31,,8,6,84,14.00,0,75.0%,10.50,0,0
17,2004,2004-11-14,9,25.226,HOU,@,IND,L 14-49,,3,1,14,14.00,0,33.3%,4.67,0,0
18,2004,2004-11-21,10,25.233,HOU,,GNB,L 13-16,,1,1,16,16.00,0,100.0%,16.00,0,0
19,2004,2004-11-28,11,25.240,HOU,,TEN,W 31-21,,1,1,20,20.00,0,100.0%,20.00,0,0
20,2004,2004-12-05,12,25.247,HOU,@,NYJ,L 7-29,,3,1,7,7.00,0,33.3%,2.33,0,0
21,2004,2004-12-26,15,25.268,HOU,@,JAX,W 21-0,,1,1,8,8.00,0,100.0%,8.00,0,0
22,2004,2005-01-02,16,25.275,HOU,,CLE,L 14-22,,1,1,6,6.00,0,100.0%,6.00,0,0
23,2005,2005-09-11,1,26.162,HOU,@,BUF,L 7-22,,1,0,0,,0,0.0%,0.00,0,0
24,2005,2005-09-18,2,26.169,HOU,,PIT,L 7-27,,2,2,42,21.00,0,100.0%,21.00,0,0
25,2005,2005-10-02,3,26.183,HOU,@,CIN,L 10-16,,,0,0,,0,0.0%,,0,0
26,2005,2005-10-09,4,26.190,HOU,,TEN,L 20-34,,,0,0,,0,0.0%,,0,0
27,2005,2005-10-16,5,26.197,HOU,@,SEA,L 10-42,,1,1,4,4.00,0,100.0%,4.00,0,0
28,2005,2005-10-23,6,26.204,HOU,,IND,L 20-38,,,0,0,,0,0.0%,,0,0
29,2005,2005-10-30,7,26.211,HOU,,CLE,W 19-16,*,2,1,7,7.00,0,50.0%,3.50,0,0
30,2005,2005-11-06,8,26.218,HOU,@,JAX,L 14-21,,1,1,6,6.00,0,100.0%,6.00,0,0
31,2005,2005-11-13,9,26.225,HOU,@,IND,L 17-31,,2,2,25,12.50,0,100.0%,12.50,0,0
32,2005,2005-11-20,10,26.232,HOU,,KAN,L 17-45,*,2,1,14,14.00,0,50.0%,7.00,0,0
33,2005,2005-11-27,11,26.239,HOU,,STL,L 27-33,*,,0,0,,0,0.0%,,0,0
34,2005,2005-12-04,12,26.246,HOU,@,BAL,L 15-16,,1,1,17,17.00,0,100.0%,17.00,0,0
35,2005,2005-12-11,13,26.253,HOU,@,TEN,L 10-13,,,0,0,,0,0.0%,,0,0
