ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,23.036,CIN,,TAM,L 12-17,,,,,,,
2,1980,1980-09-14,2,23.043,CIN,@,MIA,L 16-17,1,0,0.00,0,0,0,0
3,1980,1980-09-21,3,23.050,CIN,,PIT,W 30-28,,,,,,,
4,1980,1980-09-28,4,23.057,CIN,,HOU,L 10-13,,,,,,,
5,1980,1980-10-05,5,23.064,CIN,@,GNB,L 9-14,,,,,,,
6,1980,1980-10-12,6,23.071,CIN,@,PIT,W 17-16,,,,,,,
7,1980,1980-10-19,7,23.078,CIN,,MIN,W 14-0,,,,,,,
8,1980,1980-10-26,8,23.085,CIN,@,HOU,L 3-23,,,,,,,
9,1980,1980-11-02,9,23.092,CIN,,SDG,L 14-31,,,,,,,
10,1980,1980-11-09,10,23.099,CIN,@,OAK,L 17-28,,,,,,,
11,1980,1980-11-16,11,23.106,CIN,,BUF,L 0-14,,,,,,,
12,1980,1980-11-23,12,23.113,CIN,@,CLE,L 7-31,,,,,,,
13,1980,1980-11-30,13,23.120,CIN,@,KAN,W 20-6,0,0,,0,1,5,0
14,1980,1980-12-07,14,23.127,CIN,,BAL,W 34-33,,,,,,,
15,1980,1980-12-14,15,23.134,CIN,@,CHI,W 17-14,,,,,,,
16,1980,1980-12-21,16,23.141,CIN,,CLE,L 24-27,,,,,,,
17,1981,1981-09-06,1,24.035,CIN,,SEA,W 27-21,,,,,,,
18,1981,1981-09-27,4,24.056,CIN,,BUF,W 27-24,,,,,,,
19,1981,1981-10-04,5,24.063,CIN,@,HOU,L 10-17,,,,,,,
20,1981,1981-10-11,6,24.070,CIN,@,BAL,W 41-19,,,,,,,
